t,amk_temp_igbt_right,amk_error_info_right,amk_temp_inverter_right,amk_temp_motor_right
1751195525.446600,23.100000,0.000000,23.100000,-3.900000
1751195525.456750,23.100000,0.000000,23.100000,-3.200000
1751195525.466600,23.100000,0.000000,23.100000,-2.300000
1751195525.476600,23.100000,0.000000,23.100000,-1.600000
1751195525.486600,23.100000,0.000000,23.100000,-0.900000
1751195525.496600,23.200000,0.000000,23.200000,-0.200000
1751195525.506600,23.200000,0.000000,23.200000,0.500000
1751195525.516600,23.200000,0.000000,23.200000,1.100000
1751195525.526600,23.200000,0.000000,23.200000,1.800000
1751195525.536600,23.200000,0.000000,23.200000,2.500000
1751195525.546600,23.200000,0.000000,23.200000,3.100000
1751195525.556750,23.200000,0.000000,23.200000,3.600000
1751195525.566600,23.200000,0.000000,23.200000,4.200000
1751195525.576600,23.200000,0.000000,23.200000,4.900000
1751195525.586600,23.300000,0.000000,23.300000,5.400000
1751195525.596600,23.300000,0.000000,23.300000,6.000000
1751195525.606600,23.300000,0.000000,23.300000,6.600000
1751195525.616600,23.300000,0.000000,23.300000,7.200000
1751195525.626600,23.300000,0.000000,23.300000,7.700000
1751195525.636600,23.300000,0.000000,23.300000,8.200000
1751195525.646600,23.300000,0.000000,23.300000,8.800000
1751195525.656600,23.300000,0.000000,23.300000,9.300000
1751195525.666600,23.300000,0.000000,23.300000,9.700000
1751195525.676600,23.300000,0.000000,23.300000,10.200000
1751195525.686600,23.400000,0.000000,23.400000,10.700000
1751195525.696600,23.400000,0.000000,23.400000,11.100000
1751195525.706700,23.400000,0.000000,23.400000,11.600000
1751195525.716600,23.400000,0.000000,23.400000,12.100000
1751195525.726600,23.400000,0.000000,23.400000,12.500000
1751195525.736600,23.400000,0.000000,23.400000,12.900000
1751195525.746600,23.400000,0.000000,23.400000,13.400000
1751195525.756600,23.400000,0.000000,23.400000,13.800000
1751195525.766600,23.400000,0.000000,23.400000,14.200000
1751195525.776600,23.500000,0.000000,23.500000,14.500000
1751195525.786600,23.500000,0.000000,23.500000,15.000000
1751195525.796600,23.500000,0.000000,23.500000,15.300000
1751195525.806800,23.500000,0.000000,23.500000,15.700000
1751195525.816600,23.500000,0.000000,23.500000,16.100000
1751195525.826600,23.500000,0.000000,23.500000,16.400000
1751195525.836600,23.500000,0.000000,23.500000,16.900000
1751195525.846600,23.500000,0.000000,23.500000,17.100000
1751195525.856600,23.500000,0.000000,23.500000,17.500000
1751195525.866600,23.500000,0.000000,23.500000,17.800000
1751195525.876600,23.600000,0.000000,23.600000,18.200000
1751195525.886600,23.600000,0.000000,23.600000,18.500000
1751195525.896600,23.600000,0.000000,23.600000,18.700000
1751195525.906600,23.600000,0.000000,23.600000,19.100000
1751195525.916600,23.600000,0.000000,23.600000,19.400000
1751195525.926600,23.600000,0.000000,23.600000,19.700000
1751195525.936600,23.600000,0.000000,23.600000,20.000000
1751195525.946600,23.600000,0.000000,23.600000,20.300000
1751195525.956850,23.600000,0.000000,23.600000,20.500000
1751195525.966600,23.600000,0.000000,23.600000,20.900000
1751195525.976600,23.600000,0.000000,23.600000,21.100000
1751195525.986550,23.700000,0.000000,23.700000,21.300000
1751195525.996600,23.700000,0.000000,23.700000,21.600000
1751195526.006750,23.700000,0.000000,23.700000,21.900000
1751195526.016550,23.700000,0.000000,23.700000,22.100000
1751195526.026600,23.700000,0.000000,23.700000,22.400000
1751195526.036600,23.700000,0.000000,23.700000,22.600000
1751195526.046600,23.700000,0.000000,23.700000,22.800000
1751195526.056800,23.700000,0.000000,23.700000,23.100000
1751195526.066600,23.700000,0.000000,23.700000,23.300000
1751195526.076600,23.700000,0.000000,23.700000,23.400000
1751195526.086600,23.800000,0.000000,23.800000,23.700000
1751195526.096600,23.800000,0.000000,23.800000,23.900000
1751195526.106600,23.800000,0.000000,23.800000,24.100000
1751195526.116600,23.800000,0.000000,23.800000,24.400000
1751195526.126600,23.800000,0.000000,23.800000,24.500000
1751195526.136600,23.800000,0.000000,23.800000,24.700000
1751195526.146600,23.800000,0.000000,23.800000,25.000000
1751195526.156700,23.800000,0.000000,23.800000,25.100000
1751195526.166600,23.800000,0.000000,23.800000,25.300000
1751195526.176550,23.800000,0.000000,23.800000,25.400000
1751195526.186600,23.800000,0.000000,23.800000,25.700000
1751195526.196600,23.800000,0.000000,23.800000,25.800000
1751195526.206800,23.900000,0.000000,23.900000,26.000000
1751195526.216600,23.900000,0.000000,23.900000,26.100000
1751195526.226600,23.900000,0.000000,23.900000,26.200000
1751195526.236550,23.900000,0.000000,23.900000,26.500000
1751195526.246600,23.900000,0.000000,23.900000,26.600000
1751195526.256600,23.900000,0.000000,23.900000,26.700000
1751195526.266550,23.900000,0.000000,23.900000,26.900000
1751195526.276600,23.900000,0.000000,23.900000,27.100000
1751195526.286600,23.900000,0.000000,23.900000,27.200000
1751195526.296550,23.900000,0.000000,23.900000,27.300000
1751195526.306800,23.900000,0.000000,23.900000,27.500000
1751195526.316600,24.000000,0.000000,24.000000,27.600000
1751195526.326550,24.000000,0.000000,24.000000,27.800000
1751195526.336600,24.000000,0.000000,24.000000,27.900000
1751195526.346600,24.000000,0.000000,24.000000,28.000000
1751195526.356750,24.000000,0.000000,24.000000,28.100000
1751195526.366600,24.000000,0.000000,24.000000,28.200000
1751195526.376600,24.000000,0.000000,24.000000,28.300000
1751195526.386550,24.000000,0.000000,24.000000,28.500000
1751195526.396600,24.000000,0.000000,24.000000,28.600000
1751195526.406850,24.000000,0.000000,24.000000,28.700000
1751195526.416600,24.000000,0.000000,24.000000,28.800000
1751195526.426550,24.000000,0.000000,24.000000,28.900000
1751195526.436600,24.000000,0.000000,24.000000,29.000000
1751195526.446550,24.100000,0.000000,24.100000,29.200000
1751195526.456800,24.100000,0.000000,24.100000,29.300000
1751195526.466600,24.100000,0.000000,24.100000,29.300000
1751195526.476600,24.100000,0.000000,24.100000,29.400000
1751195526.486550,24.100000,0.000000,24.100000,29.500000
1751195526.496600,24.100000,0.000000,24.100000,29.600000
1751195526.506600,24.100000,0.000000,24.100000,29.800000
1751195526.516550,24.100000,0.000000,24.100000,29.900000
1751195526.526600,24.100000,0.000000,24.100000,29.900000
1751195526.536600,24.100000,0.000000,24.100000,30.000000
1751195526.546550,24.100000,0.000000,24.100000,30.100000
1751195526.556600,24.100000,0.000000,24.100000,30.100000
1751195526.566600,24.200000,0.000000,24.200000,30.200000
1751195526.576550,24.200000,0.000000,24.200000,30.300000
1751195526.586600,24.200000,0.000000,24.200000,30.300000
1751195526.596600,24.200000,0.000000,24.200000,30.500000
1751195526.606650,24.200000,0.000000,24.200000,30.600000
1751195526.616600,24.200000,0.000000,24.200000,30.600000
1751195526.626600,24.200000,0.000000,24.200000,30.700000
1751195526.636550,24.200000,0.000000,24.200000,30.800000
1751195526.646600,24.200000,0.000000,24.200000,30.800000
1751195526.656600,24.200000,0.000000,24.200000,30.900000
1751195526.666600,24.200000,0.000000,24.200000,30.900000
1751195526.676550,24.200000,0.000000,24.200000,31.000000
1751195526.686600,24.200000,0.000000,24.200000,31.000000
1751195526.696550,24.200000,0.000000,24.200000,31.200000
1751195526.706600,24.300000,0.000000,24.300000,31.300000
1751195526.716600,24.300000,0.000000,24.300000,31.300000
1751195526.726550,24.300000,0.000000,24.300000,31.400000
1751195526.736550,24.300000,0.000000,24.300000,31.400000
1751195526.746600,24.300000,0.000000,24.300000,31.500000
1751195526.757000,24.300000,0.000000,24.300000,31.500000
1751195526.766550,24.300000,0.000000,24.300000,31.500000
1751195526.776600,24.300000,0.000000,24.300000,31.600000
1751195526.786600,24.300000,0.000000,24.300000,31.600000
1751195526.796550,24.300000,0.000000,24.300000,31.700000
1751195526.806600,24.300000,0.000000,24.300000,31.700000
1751195526.816600,24.300000,0.000000,24.300000,31.900000
1751195526.826550,24.300000,0.000000,24.300000,31.900000
1751195526.836600,24.300000,0.000000,24.300000,31.900000
1751195526.846600,24.400000,0.000000,24.400000,32.000000
1751195526.856700,24.400000,0.000000,24.400000,32.000000
1751195526.866600,24.400000,0.000000,24.400000,32.100000
1751195526.876600,24.400000,0.000000,24.400000,32.100000
1751195526.886550,24.400000,0.000000,24.400000,32.100000
1751195526.896600,24.400000,0.000000,24.400000,32.200000
1751195526.906850,24.400000,0.000000,24.400000,32.200000
1751195526.916550,24.400000,0.000000,24.400000,32.200000
1751195526.926550,24.400000,0.000000,24.400000,32.300000
1751195526.936600,24.400000,0.000000,24.400000,32.300000
1751195526.946550,24.400000,0.000000,24.400000,32.300000
1751195526.956650,24.400000,0.000000,24.400000,32.400000
1751195526.966600,24.400000,0.000000,24.400000,32.400000
1751195526.976550,24.400000,0.000000,24.400000,32.400000
1751195526.986550,24.400000,0.000000,24.400000,32.600000
1751195526.996550,24.500000,0.000000,24.500000,32.600000
1751195527.006800,24.500000,0.000000,24.500000,32.600000
1751195527.016550,24.500000,0.000000,24.500000,32.600000
1751195527.026600,24.500000,0.000000,24.500000,32.700000
1751195527.036550,24.500000,0.000000,24.500000,32.700000
1751195527.046550,24.500000,0.000000,24.500000,32.700000
1751195527.056800,24.500000,0.000000,24.500000,32.800000
1751195527.066550,24.500000,0.000000,24.500000,32.800000
1751195527.076550,24.500000,0.000000,24.500000,32.800000
1751195527.086600,24.500000,0.000000,24.500000,32.800000
1751195527.096550,24.500000,0.000000,24.500000,32.900000
1751195527.106800,24.500000,0.000000,24.500000,32.900000
1751195527.116600,24.500000,0.000000,24.500000,32.900000
1751195527.126550,24.500000,0.000000,24.500000,32.900000
1751195527.136550,24.500000,0.000000,24.500000,33.000000
1751195527.146600,24.600000,0.000000,24.600000,33.000000
1751195527.156750,24.600000,0.000000,24.600000,33.000000
1751195527.166550,24.600000,0.000000,24.600000,33.000000
1751195527.176550,24.600000,0.000000,24.600000,33.000000
1751195527.186550,24.600000,0.000000,24.600000,33.100000
1751195527.196550,24.600000,0.000000,24.600000,33.100000
1751195527.206800,24.600000,0.000000,24.600000,33.100000
1751195527.216550,24.600000,0.000000,24.600000,33.100000
1751195527.226550,24.600000,0.000000,24.600000,33.100000
1751195527.236550,24.600000,0.000000,24.600000,33.300000
1751195527.246550,24.600000,0.000000,24.600000,33.300000
1751195527.256600,24.600000,0.000000,24.600000,33.300000
1751195527.266550,24.600000,0.000000,24.600000,33.300000
1751195527.276550,24.600000,0.000000,24.600000,33.300000
1751195527.286550,24.600000,0.000000,24.600000,33.300000
1751195527.296550,24.600000,0.000000,24.600000,33.300000
1751195527.306600,24.600000,0.000000,24.600000,33.400000
1751195527.316550,24.700000,0.000000,24.700000,33.400000
1751195527.326550,24.700000,0.000000,24.700000,33.400000
1751195527.336550,24.700000,0.000000,24.700000,33.400000
1751195527.346550,24.700000,0.000000,24.700000,33.400000
1751195527.356550,24.700000,0.000000,24.700000,33.400000
1751195527.366550,24.700000,0.000000,24.700000,33.500000
1751195527.376550,24.700000,0.000000,24.700000,33.500000
1751195527.386550,24.700000,0.000000,24.700000,33.500000
1751195527.396550,24.700000,0.000000,24.700000,33.500000
1751195527.406800,24.700000,0.000000,24.700000,33.500000
1751195527.416550,24.700000,0.000000,24.700000,33.500000
1751195527.426550,24.700000,0.000000,24.700000,33.500000
1751195527.436550,24.700000,0.000000,24.700000,33.500000
1751195527.446550,24.700000,0.000000,24.700000,33.600000
1751195527.456800,24.700000,0.000000,24.700000,33.600000
1751195527.466550,24.700000,0.000000,24.700000,33.600000
1751195527.476550,24.700000,0.000000,24.700000,33.600000
1751195527.486550,24.700000,0.000000,24.700000,33.600000
1751195527.496550,24.800000,0.000000,24.800000,33.600000
1751195527.506800,24.800000,0.000000,24.800000,33.600000
1751195527.516550,24.800000,0.000000,24.800000,33.600000
1751195527.526550,24.800000,0.000000,24.800000,33.600000
1751195527.536550,24.800000,0.000000,24.800000,33.600000
1751195527.546550,24.800000,0.000000,24.800000,33.700000
1751195527.556800,24.800000,0.000000,24.800000,33.700000
1751195527.566550,24.800000,0.000000,24.800000,33.700000
1751195527.576550,24.800000,0.000000,24.800000,33.700000
1751195527.586550,24.800000,0.000000,24.800000,33.700000
1751195527.596550,24.800000,0.000000,24.800000,33.700000
1751195527.606800,24.800000,0.000000,24.800000,33.700000
1751195527.616550,24.800000,0.000000,24.800000,33.700000
1751195527.626550,24.800000,0.000000,24.800000,33.700000
1751195527.636550,24.800000,0.000000,24.800000,33.700000
1751195527.646550,24.800000,0.000000,24.800000,33.700000
1751195527.657050,24.800000,0.000000,24.800000,33.700000
1751195527.666550,24.800000,0.000000,24.800000,33.700000
1751195527.676550,24.800000,0.000000,24.800000,33.800000
1751195527.686550,24.900000,0.000000,24.900000,33.800000
1751195527.696550,24.900000,0.000000,24.900000,33.800000
1751195527.706750,24.900000,0.000000,24.900000,33.800000
1751195527.716550,24.900000,0.000000,24.900000,33.800000
1751195527.726550,24.900000,0.000000,24.900000,33.800000
1751195527.736550,24.900000,0.000000,24.900000,33.800000
1751195527.746550,24.900000,0.000000,24.900000,33.800000
1751195527.756700,24.900000,0.000000,24.900000,33.800000
1751195527.766550,24.900000,0.000000,24.900000,33.800000
1751195527.776550,24.900000,0.000000,24.900000,33.800000
1751195527.786550,24.900000,0.000000,24.900000,33.800000
1751195527.796550,24.900000,0.000000,24.900000,33.800000
1751195527.806750,24.900000,0.000000,24.900000,34.000000
1751195527.816550,24.900000,0.000000,24.900000,34.000000
1751195527.826550,24.900000,0.000000,24.900000,34.000000
1751195527.836550,24.900000,0.000000,24.900000,34.000000
1751195527.846550,24.900000,0.000000,24.900000,34.000000
1751195527.856650,24.900000,0.000000,24.900000,34.000000
1751195527.866550,24.900000,0.000000,24.900000,34.000000
1751195527.876550,24.900000,0.000000,24.900000,34.000000
1751195527.886550,25.000000,0.000000,25.000000,34.000000
1751195527.896550,25.000000,0.000000,25.000000,34.000000
1751195527.906800,25.000000,0.000000,25.000000,34.000000
1751195527.916550,25.000000,0.000000,25.000000,34.000000
1751195527.926550,25.000000,0.000000,25.000000,34.000000
1751195527.936550,25.000000,0.000000,25.000000,34.000000
1751195527.946550,25.000000,0.000000,25.000000,34.000000
1751195527.956800,25.000000,0.000000,25.000000,34.000000
1751195527.966550,25.000000,0.000000,25.000000,34.000000
1751195527.976550,25.000000,0.000000,25.000000,34.000000
1751195527.986550,25.000000,0.000000,25.000000,34.000000
1751195527.996550,25.000000,0.000000,25.000000,34.000000
1751195528.006750,25.000000,0.000000,25.000000,34.000000
1751195528.016550,25.000000,0.000000,25.000000,34.000000
1751195528.026550,25.000000,0.000000,25.000000,34.000000
1751195528.036550,25.000000,0.000000,25.000000,34.100000
1751195528.046550,25.000000,0.000000,25.000000,34.100000
1751195528.056800,25.000000,0.000000,25.000000,34.000000
1751195528.066550,25.000000,0.000000,25.000000,34.100000
1751195528.076550,25.000000,0.000000,25.000000,34.100000
1751195528.086550,25.000000,0.000000,25.000000,34.100000
1751195528.096550,25.000000,0.000000,25.000000,34.100000
1751195528.106800,25.100000,0.000000,25.100000,34.100000
1751195528.116550,25.100000,0.000000,25.100000,34.100000
1751195528.126550,25.100000,0.000000,25.100000,34.100000
1751195528.136550,25.100000,0.000000,25.100000,34.100000
1751195528.146550,25.100000,0.000000,25.100000,34.100000
1751195528.156750,25.100000,0.000000,25.100000,34.100000
1751195528.166550,25.100000,0.000000,25.100000,34.100000
1751195528.176550,25.100000,0.000000,25.100000,34.100000
1751195528.186500,25.100000,0.000000,25.100000,34.100000
1751195528.196550,25.100000,0.000000,25.100000,34.100000
1751195528.206800,25.100000,0.000000,25.100000,34.100000
1751195528.216500,25.100000,0.000000,25.100000,34.100000
1751195528.226550,25.100000,0.000000,25.100000,34.100000
1751195528.236550,25.100000,0.000000,25.100000,34.100000
1751195528.246550,25.100000,0.000000,25.100000,34.100000
1751195528.256700,25.100000,0.000000,25.100000,34.100000
1751195528.266550,25.100000,0.000000,25.100000,34.100000
1751195528.276500,25.100000,0.000000,25.100000,34.100000
1751195528.286550,25.100000,0.000000,25.100000,34.100000
1751195528.296550,25.100000,0.000000,25.100000,34.100000
1751195528.306550,25.100000,0.000000,25.100000,34.100000
1751195528.316550,25.100000,0.000000,25.100000,34.100000
1751195528.326550,25.100000,0.000000,25.100000,34.100000
1751195528.336550,25.100000,0.000000,25.100000,34.100000
1751195528.346550,25.100000,0.000000,25.100000,34.100000
1751195528.356600,25.100000,0.000000,25.100000,34.100000
1751195528.366550,25.100000,0.000000,25.100000,34.100000
1751195528.376550,25.200000,0.000000,25.200000,34.100000
1751195528.386550,25.200000,0.000000,25.200000,34.200000
1751195528.396550,25.200000,0.000000,25.200000,34.200000
1751195528.406600,25.200000,0.000000,25.200000,34.200000
1751195528.416550,25.200000,0.000000,25.200000,34.200000
1751195528.426550,25.200000,0.000000,25.200000,34.200000
1751195528.436500,25.200000,0.000000,25.200000,34.200000
1751195528.446550,25.200000,0.000000,25.200000,34.200000
1751195528.456800,25.200000,0.000000,25.200000,34.200000
1751195528.466500,25.200000,0.000000,25.200000,34.200000
1751195528.476550,25.200000,0.000000,25.200000,34.200000
1751195528.486550,25.200000,0.000000,25.200000,34.200000
1751195528.496500,25.200000,0.000000,25.200000,34.200000
1751195528.506700,25.200000,0.000000,25.200000,34.200000
1751195528.516550,25.200000,0.000000,25.200000,34.200000
1751195528.526500,25.200000,0.000000,25.200000,34.200000
1751195528.536550,25.200000,0.000000,25.200000,34.200000
1751195528.546550,25.200000,0.000000,25.200000,34.200000
1751195528.556750,25.200000,0.000000,25.200000,34.200000
1751195528.566550,25.200000,0.000000,25.200000,34.200000
1751195528.576550,25.200000,0.000000,25.200000,34.200000
1751195528.586500,25.200000,0.000000,25.200000,34.200000
1751195528.596550,25.200000,0.000000,25.200000,34.200000
1751195528.606650,25.200000,0.000000,25.200000,34.200000
1751195528.616500,25.200000,0.000000,25.200000,34.200000
1751195528.626550,25.200000,0.000000,25.200000,34.200000
1751195528.636550,25.200000,0.000000,25.200000,34.200000
1751195528.646500,25.200000,0.000000,25.200000,34.200000
1751195528.656600,25.200000,0.000000,25.200000,34.200000
1751195528.666550,25.200000,0.000000,25.200000,34.200000
1751195528.676500,25.300000,0.000000,25.300000,34.200000
1751195528.686500,25.300000,0.000000,25.300000,34.200000
1751195528.696550,25.300000,0.000000,25.300000,34.200000
1751195528.706500,25.300000,0.000000,25.300000,34.200000
1751195528.716500,25.300000,0.000000,25.300000,34.200000
1751195528.726550,25.300000,0.000000,25.300000,34.200000
1751195528.736500,25.300000,0.000000,25.300000,34.200000
1751195528.746500,25.300000,0.000000,25.300000,34.200000
1751195528.756550,25.300000,0.000000,25.300000,34.200000
1751195528.766500,25.300000,0.000000,25.300000,34.200000
1751195528.776500,25.300000,0.000000,25.300000,34.200000
1751195528.786550,25.300000,0.000000,25.300000,34.200000
1751195528.796500,25.300000,0.000000,25.300000,34.200000
1751195528.806750,25.300000,0.000000,25.300000,34.200000
1751195528.816550,25.300000,0.000000,25.300000,34.200000
1751195528.826500,25.300000,0.000000,25.300000,34.200000
1751195528.836500,25.300000,0.000000,25.300000,34.200000
1751195528.846550,25.300000,0.000000,25.300000,34.200000
1751195528.856750,25.300000,0.000000,25.300000,34.200000
1751195528.866500,25.300000,0.000000,25.300000,34.200000
1751195528.876550,25.300000,0.000000,25.300000,34.200000
1751195528.886500,25.300000,0.000000,25.300000,34.200000
1751195528.896500,25.300000,0.000000,25.300000,34.200000
1751195528.906600,25.300000,0.000000,25.300000,34.200000
1751195528.916500,25.300000,0.000000,25.300000,34.200000
1751195528.926500,25.300000,0.000000,25.300000,34.200000
1751195528.936500,25.300000,0.000000,25.300000,34.200000
1751195528.946500,25.300000,0.000000,25.300000,34.200000
1751195528.956650,25.300000,0.000000,25.300000,34.200000
1751195528.966500,25.300000,0.000000,25.300000,34.200000
1751195528.976500,25.300000,0.000000,25.300000,34.200000
1751195528.986500,25.300000,0.000000,25.300000,34.200000
1751195528.996500,25.300000,0.000000,25.300000,34.200000
1751195529.006600,25.300000,0.000000,25.300000,34.200000
1751195529.016500,25.400000,0.000000,25.400000,34.200000
1751195529.026500,25.400000,0.000000,25.400000,34.200000
1751195529.036550,25.400000,0.000000,25.400000,34.200000
1751195529.046500,25.400000,0.000000,25.400000,34.200000
1751195529.056750,25.400000,0.000000,25.400000,34.200000
1751195529.066550,25.400000,0.000000,25.400000,34.200000
1751195529.076500,25.400000,0.000000,25.400000,34.200000
1751195529.086500,25.400000,0.000000,25.400000,34.200000
1751195529.096550,25.400000,0.000000,25.400000,34.200000
1751195529.106750,25.400000,0.000000,25.400000,34.200000
1751195529.116500,25.400000,0.000000,25.400000,34.200000
1751195529.126550,25.400000,0.000000,25.400000,34.200000
1751195529.136500,25.400000,0.000000,25.400000,34.200000
1751195529.146500,25.400000,0.000000,25.400000,34.200000
1751195529.156500,25.400000,0.000000,25.400000,34.200000
1751195529.166500,25.400000,0.000000,25.400000,34.200000
1751195529.176500,25.400000,0.000000,25.400000,34.200000
1751195529.186500,25.400000,0.000000,25.400000,34.200000
1751195529.196500,25.400000,0.000000,25.400000,34.200000
1751195529.206650,25.400000,0.000000,25.400000,34.200000
1751195529.216500,25.400000,0.000000,25.400000,34.200000
1751195529.226500,25.400000,0.000000,25.400000,34.200000
1751195529.236500,25.400000,0.000000,25.400000,34.200000
1751195529.246500,25.400000,0.000000,25.400000,34.200000
1751195529.256650,25.400000,0.000000,25.400000,34.200000
1751195529.266500,25.400000,0.000000,25.400000,34.200000
1751195529.276500,25.400000,0.000000,25.400000,34.200000
1751195529.286500,25.400000,0.000000,25.400000,34.200000
1751195529.296500,25.400000,0.000000,25.400000,34.200000
1751195529.306750,25.400000,0.000000,25.400000,34.200000
1751195529.316550,25.400000,0.000000,25.400000,34.200000
1751195529.326500,25.400000,0.000000,25.400000,34.200000
1751195529.336500,25.400000,0.000000,25.400000,34.200000
1751195529.346500,25.400000,0.000000,25.400000,34.200000
1751195529.356500,25.400000,0.000000,25.400000,34.200000
1751195529.366500,25.400000,0.000000,25.400000,34.200000
1751195529.376550,25.400000,0.000000,25.400000,34.200000
1751195529.386500,25.400000,0.000000,25.400000,34.200000
1751195529.396500,25.400000,0.000000,25.400000,34.200000
1751195529.406500,25.400000,0.000000,25.400000,34.200000
1751195529.416500,25.500000,0.000000,25.500000,34.200000
1751195529.426500,25.500000,0.000000,25.500000,34.200000
1751195529.436500,25.500000,0.000000,25.500000,34.200000
1751195529.446500,25.500000,0.000000,25.500000,34.200000
1751195529.456600,25.500000,0.000000,25.500000,34.200000
1751195529.466500,25.500000,0.000000,25.500000,34.200000
1751195529.476500,25.500000,0.000000,25.500000,34.200000
1751195529.486500,25.500000,0.000000,25.500000,34.200000
1751195529.496500,25.500000,0.000000,25.500000,34.200000
1751195529.506750,25.500000,0.000000,25.500000,34.200000
1751195529.516500,25.500000,0.000000,25.500000,34.200000
1751195529.526500,25.500000,0.000000,25.500000,34.200000
1751195529.536500,25.500000,0.000000,25.500000,34.200000
1751195529.546500,25.500000,0.000000,25.500000,34.200000
1751195529.556750,25.500000,0.000000,25.500000,34.200000
1751195529.566500,25.500000,0.000000,25.500000,34.200000
1751195529.576500,25.500000,0.000000,25.500000,34.200000
1751195529.586500,25.500000,0.000000,25.500000,34.200000
1751195529.596500,25.500000,0.000000,25.500000,34.200000
1751195529.606750,25.500000,0.000000,25.500000,34.200000
1751195529.616500,25.500000,0.000000,25.500000,34.200000
1751195529.626500,25.500000,0.000000,25.500000,34.200000
1751195529.636500,25.500000,0.000000,25.500000,34.200000
1751195529.646500,25.500000,0.000000,25.500000,34.200000
1751195529.656500,25.500000,0.000000,25.500000,34.200000
1751195529.666500,25.500000,0.000000,25.500000,34.200000
1751195529.676500,25.500000,0.000000,25.500000,34.200000
1751195529.686500,25.500000,0.000000,25.500000,34.200000
1751195529.696500,25.500000,0.000000,25.500000,34.200000
1751195529.706500,25.500000,0.000000,25.500000,34.200000
1751195529.716500,25.500000,0.000000,25.500000,34.200000
1751195529.726500,25.500000,0.000000,25.500000,34.200000
1751195529.736500,25.500000,0.000000,25.500000,34.200000
1751195529.746500,25.500000,0.000000,25.500000,34.200000
1751195529.756600,25.500000,0.000000,25.500000,34.200000
1751195529.766500,25.500000,0.000000,25.500000,34.200000
1751195529.776500,25.500000,0.000000,25.500000,34.200000
