t,ams_voltage_max_8,ams_voltage_max_7,ams_voltage_max_6,ams_voltage_max_5,ams_voltage_max_4,ams_voltage_max_3,ams_voltage_max_2,ams_voltage_max_1
1751195572.722450,3.960000,3.970000,3.990000,4.040000,3.980000,3.990000,3.980000,3.980000
1751195572.741200,3.960000,3.970000,3.990000,4.040000,3.980000,3.990000,3.980000,3.980000
1751195572.752500,3.960000,3.970000,3.990000,4.030000,3.980000,3.990000,3.980000,3.980000
1751195572.763750,3.960000,3.970000,3.990000,4.030000,3.980000,3.990000,3.980000,3.980000
1751195572.775050,3.960000,3.970000,3.980000,4.030000,3.970000,3.990000,3.980000,3.980000
1751195572.793750,3.960000,3.970000,3.980000,4.030000,3.970000,3.990000,3.980000,3.980000
1751195572.805000,3.960000,3.970000,3.980000,4.030000,3.970000,3.990000,3.980000,3.980000
1751195572.816300,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.980000,3.980000
1751195572.834950,3.960000,3.970000,3.980000,4.030000,3.970000,3.990000,3.980000,3.980000
1751195572.846200,3.960000,3.970000,3.980000,4.030000,3.980000,3.990000,3.980000,3.980000
1751195572.857500,3.960000,3.970000,3.980000,4.030000,3.980000,3.990000,3.980000,3.980000
1751195572.868750,3.960000,3.970000,3.980000,4.030000,3.980000,3.990000,3.980000,3.980000
1751195572.887450,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.980000,3.980000
1751195572.898700,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.970000,3.980000
1751195572.909900,3.960000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195572.921100,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195572.939900,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195572.951150,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195572.962400,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195572.973700,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.970000,3.980000
1751195572.992350,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.970000,3.980000
1751195573.003650,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.970000,3.980000
1751195573.014900,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.033550,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.044850,3.960000,3.960000,3.980000,4.030000,3.970000,3.990000,3.970000,3.980000
1751195573.056100,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.067400,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.086050,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.097350,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.108650,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.119950,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.138700,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.149900,3.960000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.161050,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.172350,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.191100,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.202400,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.213700,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.225000,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.243600,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.254900,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.266150,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.284800,3.950000,3.960000,3.970000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.296100,3.950000,3.950000,3.970000,4.010000,3.960000,3.980000,3.970000,3.970000
1751195573.307400,3.950000,3.960000,3.970000,4.010000,3.960000,3.980000,3.970000,3.970000
1751195573.318650,3.950000,3.960000,3.970000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.337350,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.348650,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.359900,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.371200,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.389850,3.960000,3.960000,3.980000,4.030000,3.970000,3.980000,3.970000,3.980000
1751195573.401050,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.412300,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.980000
1751195573.423600,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.442250,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.453550,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.464800,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.483450,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.494750,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.506000,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.517300,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.536000,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.547250,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.558550,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.569850,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.588600,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.599900,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.611200,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.622450,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.641200,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.652500,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.663750,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.675050,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.693700,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.705000,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.716300,3.950000,3.960000,3.980000,4.020000,3.970000,3.980000,3.970000,3.970000
1751195573.734900,3.950000,3.950000,3.970000,4.010000,3.960000,3.980000,3.970000,3.970000
1751195573.746200,3.950000,3.950000,3.970000,4.010000,3.960000,3.980000,3.970000,3.970000
1751195573.757500,3.950000,3.950000,3.970000,4.010000,3.960000,3.980000,3.970000,3.970000
1751195573.768750,3.950000,3.950000,3.970000,4.010000,3.960000,3.980000,3.970000,3.970000
1751195573.787450,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.798700,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.809900,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.821100,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.839800,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.851050,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.862350,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.873700,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.892300,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.903600,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.970000
1751195573.914850,3.950000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195573.933500,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195573.944750,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195573.956050,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195573.967350,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195573.986000,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195573.997300,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195574.008600,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195574.019850,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195574.038650,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195574.049850,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195574.061000,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.072300,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.091050,3.940000,3.950000,3.970000,4.010000,3.960000,3.970000,3.960000,3.960000
1751195574.102350,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.113600,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.124900,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.143500,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.154800,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.166100,3.940000,3.950000,3.970000,4.000000,3.960000,3.970000,3.960000,3.960000
1751195574.184750,3.940000,3.950000,3.960000,4.000000,3.950000,3.970000,3.960000,3.960000
1751195574.196050,3.940000,3.950000,3.960000,4.000000,3.950000,3.970000,3.960000,3.960000
1751195574.207350,3.940000,3.950000,3.960000,4.000000,3.950000,3.970000,3.960000,3.960000
1751195574.218600,3.940000,3.950000,3.960000,4.000000,3.950000,3.970000,3.960000,3.960000
1751195574.237350,3.940000,3.940000,3.960000,4.000000,3.950000,3.960000,3.950000,3.960000
1751195574.248600,3.940000,3.940000,3.960000,4.000000,3.950000,3.960000,3.950000,3.960000
1751195574.259900,3.940000,3.940000,3.960000,4.000000,3.950000,3.960000,3.950000,3.960000
1751195574.271200,3.940000,3.940000,3.960000,4.000000,3.950000,3.960000,3.950000,3.960000
1751195574.289900,3.940000,3.940000,3.960000,4.000000,3.950000,3.960000,3.950000,3.960000
1751195574.301050,3.940000,3.940000,3.960000,4.000000,3.950000,3.960000,3.950000,3.960000
1751195574.312350,3.940000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.323650,3.940000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.342350,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.353650,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.364950,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.383650,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.394950,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.406200,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.417500,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.436250,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.447550,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.458850,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.470050,3.930000,3.940000,3.960000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.488850,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.500250,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.511550,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.522850,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.541650,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.552900,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.564200,3.930000,3.940000,3.950000,3.990000,3.950000,3.960000,3.950000,3.950000
1751195574.575450,3.930000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.950000
1751195574.594200,3.930000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.950000
1751195574.605500,3.930000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.616800,3.920000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.635550,3.920000,3.930000,3.950000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.646850,3.920000,3.930000,3.950000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.658150,3.920000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.669450,3.920000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.688300,3.930000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.710900,3.920000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.722200,3.920000,3.930000,3.950000,3.980000,3.940000,3.950000,3.940000,3.940000
1751195574.741050,3.920000,3.930000,3.940000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.752350,3.920000,3.930000,3.940000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.763600,3.920000,3.930000,3.940000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.774950,3.920000,3.930000,3.940000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.793650,3.920000,3.930000,3.940000,3.970000,3.940000,3.940000,3.940000,3.940000
1751195574.804900,3.920000,3.930000,3.940000,3.970000,3.940000,3.950000,3.940000,3.940000
1751195574.816200,3.920000,3.930000,3.940000,3.970000,3.940000,3.940000,3.940000,3.940000
1751195574.834950,3.920000,3.930000,3.940000,3.970000,3.940000,3.940000,3.940000,3.940000
1751195574.846200,3.920000,3.930000,3.940000,3.970000,3.930000,3.940000,3.930000,3.940000
1751195574.857500,3.920000,3.930000,3.940000,3.970000,3.930000,3.940000,3.930000,3.940000
1751195574.868750,3.920000,3.920000,3.940000,3.970000,3.930000,3.940000,3.930000,3.940000
1751195574.887550,3.920000,3.920000,3.940000,3.970000,3.930000,3.940000,3.930000,3.930000
1751195574.898800,3.920000,3.920000,3.940000,3.970000,3.930000,3.940000,3.930000,3.930000
1751195574.910000,3.920000,3.920000,3.940000,3.970000,3.930000,3.940000,3.930000,3.930000
1751195574.921150,3.920000,3.920000,3.940000,3.970000,3.930000,3.940000,3.930000,3.930000
1751195574.939900,3.920000,3.920000,3.940000,3.970000,3.930000,3.940000,3.930000,3.930000
1751195574.951050,3.920000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195574.962350,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195574.973650,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195574.992300,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.003600,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.014900,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.033550,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.044850,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.056100,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.067450,3.910000,3.920000,3.940000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.086100,3.910000,3.920000,3.930000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.097400,3.910000,3.920000,3.930000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.108650,3.910000,3.920000,3.930000,3.960000,3.930000,3.930000,3.930000,3.930000
1751195575.119850,3.910000,3.920000,3.930000,3.960000,3.930000,3.930000,3.920000,3.930000
1751195575.138650,3.910000,3.920000,3.930000,3.960000,3.930000,3.930000,3.930000,3.930000
1751195575.149800,3.910000,3.920000,3.930000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.161000,3.910000,3.920000,3.930000,3.960000,3.930000,3.940000,3.930000,3.930000
1751195575.172250,3.910000,3.920000,3.930000,3.960000,3.930000,3.930000,3.930000,3.930000
1751195575.191050,3.910000,3.920000,3.930000,3.950000,3.920000,3.930000,3.920000,3.930000
1751195575.202350,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.213600,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.224900,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.243550,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.254800,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.266100,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.284800,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.296050,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.307350,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.318650,3.910000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.337300,3.900000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.348550,3.900000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.359850,3.900000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.371150,3.900000,3.910000,3.930000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.389850,3.900000,3.910000,3.920000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.400950,3.900000,3.910000,3.920000,3.950000,3.920000,3.930000,3.920000,3.920000
1751195575.412250,3.900000,3.910000,3.920000,3.940000,3.920000,3.930000,3.920000,3.920000
1751195575.423550,3.900000,3.910000,3.920000,3.940000,3.920000,3.920000,3.920000,3.920000
1751195575.442200,3.900000,3.910000,3.920000,3.940000,3.920000,3.920000,3.920000,3.920000
1751195575.453500,3.900000,3.910000,3.920000,3.940000,3.920000,3.920000,3.920000,3.920000
1751195575.464800,3.900000,3.910000,3.920000,3.940000,3.920000,3.920000,3.920000,3.920000
1751195575.483450,3.900000,3.910000,3.920000,3.940000,3.910000,3.920000,3.910000,3.920000
1751195575.494700,3.900000,3.910000,3.920000,3.940000,3.910000,3.920000,3.910000,3.920000
1751195575.506000,3.900000,3.910000,3.920000,3.940000,3.920000,3.920000,3.920000,3.920000
1751195575.517250,3.900000,3.910000,3.920000,3.940000,3.910000,3.920000,3.910000,3.920000
1751195575.535900,3.900000,3.910000,3.920000,3.940000,3.920000,3.920000,3.910000,3.920000
1751195575.547250,3.900000,3.910000,3.920000,3.940000,3.910000,3.920000,3.910000,3.910000
1751195575.558500,3.900000,3.910000,3.920000,3.940000,3.910000,3.920000,3.910000,3.910000
1751195575.569800,3.900000,3.900000,3.920000,3.940000,3.910000,3.920000,3.910000,3.910000
1751195575.588550,3.900000,3.900000,3.920000,3.940000,3.910000,3.920000,3.910000,3.910000
1751195575.599850,3.900000,3.900000,3.920000,3.940000,3.910000,3.920000,3.910000,3.910000
1751195575.611150,3.900000,3.900000,3.920000,3.940000,3.910000,3.920000,3.910000,3.910000
1751195575.622450,3.890000,3.900000,3.920000,3.930000,3.910000,3.920000,3.910000,3.910000
1751195575.641150,3.890000,3.890000,3.910000,3.920000,3.900000,3.910000,3.900000,3.900000
1751195575.652450,3.890000,3.890000,3.910000,3.920000,3.900000,3.910000,3.900000,3.900000
1751195575.663750,3.890000,3.890000,3.910000,3.920000,3.900000,3.910000,3.900000,3.900000
1751195575.675000,3.880000,3.890000,3.900000,3.920000,3.900000,3.910000,3.900000,3.900000
1751195575.693650,3.880000,3.890000,3.900000,3.910000,3.900000,3.900000,3.900000,3.900000
1751195575.704950,3.880000,3.890000,3.900000,3.920000,3.900000,3.910000,3.900000,3.900000
1751195575.716200,3.880000,3.890000,3.900000,3.920000,3.900000,3.900000,3.900000,3.900000
1751195575.734900,3.880000,3.890000,3.900000,3.910000,3.900000,3.900000,3.890000,3.890000
1751195575.746200,3.880000,3.880000,3.900000,3.910000,3.890000,3.900000,3.890000,3.890000
1751195575.757450,3.880000,3.880000,3.900000,3.910000,3.890000,3.900000,3.890000,3.890000
1751195575.768750,3.880000,3.880000,3.900000,3.900000,3.890000,3.900000,3.890000,3.890000
1751195575.787400,3.870000,3.880000,3.890000,3.900000,3.890000,3.890000,3.890000,3.890000
1751195575.798650,3.870000,3.880000,3.890000,3.900000,3.890000,3.890000,3.890000,3.890000
1751195575.809850,3.870000,3.880000,3.890000,3.900000,3.890000,3.890000,3.890000,3.880000
1751195575.821000,3.870000,3.880000,3.890000,3.900000,3.890000,3.890000,3.890000,3.880000
1751195575.839700,3.870000,3.870000,3.890000,3.890000,3.880000,3.890000,3.880000,3.880000
1751195575.851000,3.870000,3.870000,3.890000,3.890000,3.880000,3.890000,3.880000,3.880000
1751195575.862250,3.870000,3.870000,3.880000,3.890000,3.880000,3.890000,3.880000,3.880000
1751195575.873550,3.860000,3.870000,3.880000,3.890000,3.880000,3.880000,3.880000,3.880000
1751195575.892200,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.880000,3.880000
1751195575.903500,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.880000,3.880000
1751195575.914750,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.880000,3.880000
1751195575.933400,3.860000,3.870000,3.880000,3.890000,3.880000,3.880000,3.880000,3.880000
1751195575.944700,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.880000,3.880000
1751195575.955950,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.880000,3.870000
1751195575.967250,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.870000,3.870000
1751195575.985950,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.870000,3.870000
1751195575.997200,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.870000,3.870000
1751195576.008500,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.880000,3.870000
1751195576.019800,3.860000,3.870000,3.880000,3.880000,3.880000,3.880000,3.870000,3.870000
1751195576.038550,3.860000,3.860000,3.880000,3.880000,3.870000,3.880000,3.870000,3.870000
1751195576.049850,3.860000,3.860000,3.880000,3.870000,3.870000,3.880000,3.870000,3.870000
1751195576.061100,3.850000,3.860000,3.870000,3.870000,3.870000,3.870000,3.870000,3.870000
1751195576.072400,3.850000,3.860000,3.870000,3.860000,3.870000,3.870000,3.860000,3.860000
1751195576.091150,3.840000,3.850000,3.860000,3.860000,3.860000,3.860000,3.860000,3.860000
1751195576.102450,3.840000,3.850000,3.860000,3.860000,3.860000,3.860000,3.860000,3.850000
1751195576.113700,3.840000,3.850000,3.860000,3.860000,3.860000,3.860000,3.860000,3.860000
1751195576.125000,3.850000,3.860000,3.870000,3.870000,3.860000,3.870000,3.860000,3.860000
1751195576.143600,3.860000,3.860000,3.880000,3.870000,3.870000,3.870000,3.870000,3.870000
1751195576.154900,3.860000,3.860000,3.880000,3.870000,3.870000,3.880000,3.870000,3.870000
1751195576.166150,3.850000,3.860000,3.870000,3.870000,3.870000,3.870000,3.870000,3.870000
1751195576.184800,3.860000,3.860000,3.880000,3.880000,3.870000,3.880000,3.870000,3.870000
1751195576.196100,3.860000,3.860000,3.880000,3.880000,3.870000,3.880000,3.870000,3.870000
1751195576.207400,3.850000,3.860000,3.870000,3.870000,3.870000,3.870000,3.870000,3.870000
1751195576.218650,3.850000,3.860000,3.870000,3.870000,3.870000,3.870000,3.870000,3.860000
1751195576.237300,3.850000,3.860000,3.870000,3.860000,3.860000,3.870000,3.860000,3.860000
1751195576.248600,3.850000,3.860000,3.870000,3.860000,3.860000,3.870000,3.860000,3.860000
1751195576.259750,3.850000,3.850000,3.870000,3.860000,3.860000,3.870000,3.860000,3.860000
1751195576.270950,3.840000,3.850000,3.860000,3.860000,3.860000,3.860000,3.860000,3.860000
1751195576.289750,3.840000,3.850000,3.860000,3.850000,3.860000,3.860000,3.850000,3.850000
1751195576.301000,3.840000,3.840000,3.860000,3.850000,3.850000,3.860000,3.850000,3.850000
1751195576.312250,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.850000
1751195576.323600,3.840000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.850000
1751195576.342200,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.850000
1751195576.353500,3.830000,3.840000,3.850000,3.840000,3.850000,3.850000,3.850000,3.840000
1751195576.364800,3.830000,3.840000,3.850000,3.840000,3.840000,3.850000,3.840000,3.840000
1751195576.383500,3.830000,3.840000,3.850000,3.840000,3.840000,3.850000,3.840000,3.840000
1751195576.394800,3.830000,3.840000,3.850000,3.840000,3.840000,3.850000,3.840000,3.840000
1751195576.406050,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.840000
1751195576.417350,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.850000
1751195576.436000,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.850000
1751195576.447300,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.840000
1751195576.458600,3.830000,3.840000,3.850000,3.850000,3.850000,3.850000,3.850000,3.840000
1751195576.469900,3.830000,3.840000,3.850000,3.840000,3.850000,3.850000,3.840000,3.840000
1751195576.488650,3.830000,3.840000,3.850000,3.840000,3.840000,3.850000,3.840000,3.840000
1751195576.499800,3.830000,3.830000,3.840000,3.840000,3.840000,3.850000,3.840000,3.840000
1751195576.511000,3.830000,3.830000,3.840000,3.840000,3.840000,3.840000,3.840000,3.840000
1751195576.522300,3.820000,3.830000,3.840000,3.840000,3.840000,3.840000,3.840000,3.840000
1751195576.541100,3.820000,3.830000,3.840000,3.840000,3.840000,3.840000,3.840000,3.830000
1751195576.552400,3.820000,3.830000,3.840000,3.840000,3.840000,3.840000,3.840000,3.830000
