t,PDU_5V_current,PDU_12V_current,PDU_CH9_current,PDU_CH12_current,PDU_CH11_current,PDU_CH10_current
1751195524.351750,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.401700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.451850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.501700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.551750,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.601650,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.651700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.701700,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195524.751700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.801700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.851700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.901650,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195524.951700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.001700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.051700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.101850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.151650,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.201700,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195525.251700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.301650,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.351850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.401850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.451850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.501700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.551900,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.601850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.651700,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195525.701850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.751700,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.801900,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195525.851900,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.901850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195525.951900,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.001850,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195526.051900,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.101850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.151850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.251850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.301900,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.351850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.401900,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.451850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.501850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.551850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.601850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.701800,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.751850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.801850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.851900,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195526.901800,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195526.951850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195527.001850,0.000000,0.000000,0.000000,0.000000,0.960000,0.120000
1751195527.051850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195527.101850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195527.151850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195527.201850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195527.251850,0.000000,0.000000,0.000000,0.000000,1.000000,0.080000
1751195527.301850,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
1751195527.351800,0.000000,0.000000,0.000000,0.000000,0.960000,0.080000
