t,ams_temp_min_8,ams_temp_min_7,ams_temp_min_6,ams_temp_min_5,ams_temp_min_4,ams_temp_min_3,ams_temp_min_2,ams_temp_min_1
1751195526.972250,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.024650,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.077250,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.129800,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.171000,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.223450,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.275950,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.328500,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.369800,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.422150,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.474600,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.527150,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.579700,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.620900,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.673400,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.725950,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.778500,31.000000,31.000000,30.500000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195527.819800,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195527.872200,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195527.924700,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195527.977250,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.029800,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.071000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195528.123400,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.175900,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195528.228500,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.269800,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.322100,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195528.374600,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195528.427150,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195528.479700,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.520950,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195528.573400,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.625850,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.678450,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195528.719700,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.772100,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.824550,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.877100,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195528.929700,31.000000,31.000000,30.500000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195528.970850,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.023300,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.075900,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.128450,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.169750,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000
1751195529.222100,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.274550,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.327150,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.379750,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.420900,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.473400,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.525900,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.578450,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.619700,31.000000,31.000000,30.500000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195529.672100,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.724600,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.777150,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000
1751195529.829700,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.870900,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195529.923350,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195529.975850,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195530.028400,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195530.069700,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195530.122100,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
1751195530.174550,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195530.227100,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195530.279700,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195530.320900,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195530.373350,31.000000,31.000000,31.000000,31.000000,30.500000,30.500000,30.000000,30.000000
1751195530.425850,31.000000,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000
1751195530.478400,31.000000,31.000000,30.500000,30.500000,30.500000,30.500000,30.000000,30.000000
