t,ams_voltage_min_9
1751195601.025200,3.000000
1751195601.043800,2.970000
1751195601.055100,3.000000
1751195601.066400,2.980000
1751195601.085050,3.030000
1751195601.096350,3.000000
1751195601.107650,2.980000
1751195601.137650,2.990000
1751195601.160250,3.030000
1751195601.171550,3.000000
1751195601.190300,2.990000
1751195601.201550,2.990000
1751195601.212850,3.010000
1751195601.224150,3.000000
1751195601.242750,3.000000
1751195601.254050,3.020000
1751195601.265300,2.980000
1751195601.284050,3.000000
1751195601.295300,3.010000
1751195601.306600,3.000000
1751195601.317850,3.010000
1751195601.336500,3.000000
1751195601.347800,3.010000
1751195601.359000,3.010000
1751195601.370200,3.020000
1751195601.400200,3.010000
1751195601.411500,3.020000
1751195601.422750,3.010000
1751195601.441400,3.020000
1751195601.452700,3.000000
1751195601.464000,3.010000
1751195601.475300,3.010000
1751195601.493950,3.000000
1751195601.505200,3.010000
1751195601.516500,3.000000
1751195601.535200,3.020000
1751195601.546500,3.000000
1751195601.557750,3.000000
1751195601.568950,2.990000
1751195601.587700,2.980000
1751195601.610250,3.020000
1751195601.621550,3.010000
1751195601.640250,3.010000
1751195601.651600,3.010000
1751195601.662850,3.020000
1751195601.674150,3.000000
1751195601.692750,3.040000
1751195601.704050,3.000000
1751195601.715300,3.010000
1751195601.734000,3.010000
1751195601.745250,3.020000
1751195601.756550,3.000000
1751195601.767800,2.970000
1751195601.786500,3.020000
1751195601.797750,3.010000
1751195601.808950,3.010000
1751195601.820150,3.000000
1751195601.850150,3.010000
1751195601.861400,3.040000
1751195601.872700,3.110000
1751195601.891400,3.010000
1751195601.902700,3.010000
1751195601.913950,2.990000
1751195601.925250,2.890000
1751195601.943900,3.020000
1751195601.955150,3.010000
1751195601.966450,3.000000
1751195601.985150,3.000000
1751195601.996450,3.010000
1751195602.007700,2.980000
1751195602.037750,3.020000
1751195602.048950,3.010000
1751195602.060100,3.040000
1751195602.071400,3.010000
1751195602.090150,3.000000
1751195602.101450,3.000000
1751195602.112700,2.950000
1751195602.124000,3.010000
1751195602.142650,3.010000
1751195602.153900,3.020000
1751195602.165200,3.010000
1751195602.183850,3.020000
1751195602.195150,3.000000
1751195602.206400,3.010000
1751195602.217700,3.010000
1751195602.236350,3.020000
1751195602.247600,2.990000
1751195602.270150,3.010000
1751195602.300250,3.020000
1751195602.311500,3.010000
1751195602.322800,3.010000
1751195602.341450,2.990000
1751195602.352750,2.990000
1751195602.364050,3.020000
1751195602.375300,3.010000
1751195602.394000,3.000000
1751195602.405250,2.980000
1751195602.416550,3.010000
1751195602.435200,3.010000
1751195602.446450,3.000000
1751195602.457750,3.000000
1751195602.468950,3.020000
1751195602.487700,3.000000
1751195602.498900,3.010000
1751195602.510050,3.020000
1751195602.521350,3.000000
1751195602.540100,3.180000
1751195602.551400,3.020000
1751195602.562650,3.010000
1751195602.573950,2.950000
1751195602.592550,3.010000
1751195602.603850,3.010000
1751195602.615150,2.990000
1751195602.633800,3.010000
1751195602.645050,3.010000
1751195602.656350,3.010000
1751195602.667650,3.030000
1751195602.686300,3.010000
1751195602.697550,3.020000
1751195602.720150,3.020000
1751195602.750200,2.970000
1751195602.761450,3.020000
1751195602.772750,2.990000
1751195602.791400,3.010000
1751195602.802650,3.010000
1751195602.813950,3.020000
1751195602.825250,3.000000
1751195602.843950,3.010000
1751195602.855200,3.020000
1751195602.866500,3.020000
1751195602.885150,3.000000
1751195602.896400,3.010000
1751195602.907700,3.010000
1751195602.918900,3.000000
1751195602.937650,3.000000
1751195602.960250,3.020000
1751195602.971500,3.010000
1751195602.990250,2.990000
1751195603.001550,3.000000
1751195603.012800,3.010000
1751195603.024100,3.000000
1751195603.042750,3.000000
1751195603.054000,3.060000
1751195603.065300,3.020000
1751195603.084000,3.020000
1751195603.095250,2.990000
1751195603.106550,3.000000
1751195603.117800,3.020000
1751195603.136450,3.000000
1751195603.147750,3.010000
1751195603.158950,3.000000
1751195603.170100,2.970000
1751195603.200200,3.000000
1751195603.211500,2.940000
1751195603.222750,3.510000
1751195603.241400,2.990000
1751195603.252700,3.000000
1751195603.264000,2.990000
1751195603.275250,2.990000
1751195603.293950,3.010000
1751195603.305200,2.940000
1751195603.316500,3.010000
1751195603.335150,3.000000
1751195603.346450,2.990000
1751195603.357750,3.000000
1751195603.368950,3.010000
1751195603.387700,2.990000
1751195603.398900,2.990000
1751195603.410050,3.000000
1751195603.421350,3.000000
1751195603.440100,2.980000
1751195603.451400,3.010000
1751195603.462700,3.040000
1751195603.473950,2.930000
1751195603.492650,3.010000
1751195603.503950,3.010000
1751195603.515200,3.040000
1751195603.533850,3.000000
1751195603.545150,2.990000
1751195603.556450,2.990000
1751195603.567700,2.980000
1751195603.586400,3.000000
1751195603.597650,3.010000
1751195603.608850,3.010000
1751195603.620050,3.000000
1751195603.650100,3.000000
1751195603.661400,3.000000
1751195603.672650,3.010000
1751195603.691300,3.010000
1751195603.702600,3.000000
1751195603.713900,3.000000
1751195603.725150,3.000000
1751195603.743850,3.050000
1751195603.755150,3.010000
1751195603.766400,3.310000
1751195603.785100,3.000000
1751195603.796400,3.000000
1751195603.807700,3.010000
1751195603.837700,2.990000
1751195603.848900,3.040000
1751195603.860100,3.000000
1751195603.871350,3.030000
1751195603.890150,2.990000
1751195603.901450,3.010000
1751195603.912700,3.020000
1751195603.924000,2.970000
1751195603.942650,3.010000
1751195603.953950,3.000000
1751195603.965200,3.010000
1751195603.983900,3.020000
1751195603.995200,3.000000
1751195604.006450,2.980000
1751195604.017750,2.980000
1751195604.036400,3.010000
1751195604.047700,2.990000
1751195604.058900,3.030000
1751195604.070050,3.000000
1751195604.100100,3.160000
1751195604.111400,3.000000
1751195604.122700,2.990000
1751195604.141350,3.010000
1751195604.152600,3.020000
1751195604.163900,3.010000
1751195604.175150,3.040000
1751195604.193800,3.010000
1751195604.205100,3.010000
1751195604.216400,3.020000
1751195604.235050,3.020000
1751195604.246350,2.890000
1751195604.257650,3.010000
1751195604.287700,3.050000
1751195604.298850,3.000000
1751195604.310050,3.010000
1751195604.321300,3.020000
1751195604.340100,3.030000
1751195604.351350,3.020000
1751195604.362650,3.020000
1751195604.373950,2.980000
1751195604.392600,3.010000
1751195604.403850,3.020000
1751195604.415150,3.000000
1751195604.433850,3.020000
1751195604.445100,3.000000
1751195604.456400,3.010000
1751195604.467700,3.020000
1751195604.486350,3.000000
1751195604.497650,3.040000
1751195604.520250,3.010000
1751195604.538900,3.010000
1751195604.550050,3.020000
1751195604.561350,2.990000
1751195604.572650,3.050000
1751195604.591300,3.020000
1751195604.602550,3.010000
1751195604.613850,3.100000
1751195604.625100,3.010000
1751195604.643800,3.020000
1751195604.655050,3.020000
1751195604.666350,3.010000
1751195604.685050,3.020000
1751195604.696300,3.020000
1751195604.707600,3.010000
1751195604.737650,3.010000
1751195604.748850,3.030000
1751195604.760000,3.040000
1751195604.771300,3.000000
1751195604.790050,3.030000
1751195604.801350,3.020000
1751195604.812650,3.010000
1751195604.823900,3.000000
1751195604.842550,3.000000
1751195604.853800,3.000000
1751195604.865100,3.020000
1751195604.883800,3.010000
1751195604.895050,3.020000
1751195604.906350,3.030000
1751195604.917650,3.010000
1751195604.936300,3.040000
1751195604.947550,3.020000
1751195604.970100,3.020000
1751195604.988850,3.020000
1751195604.999950,3.010000
1751195605.011250,3.010000
1751195605.022550,2.970000
1751195605.041200,3.050000
1751195605.052500,3.010000
1751195605.063800,3.010000
1751195605.075050,2.990000
1751195605.093700,3.010000
1751195605.105000,3.040000
1751195605.116300,3.010000
1751195605.134950,3.000000
1751195605.146250,3.020000
1751195605.157550,3.020000
1751195605.187600,3.030000
1751195605.210150,3.010000
1751195605.221450,3.000000
1751195605.240200,2.980000
1751195605.251500,3.020000
1751195605.262750,3.010000
1751195605.274050,3.000000
1751195605.292700,3.030000
1751195605.303950,3.010000
1751195605.315250,3.010000
1751195605.333900,3.040000
1751195605.345200,3.060000
1751195605.356500,3.040000
1751195605.367750,2.990000
1751195605.386400,2.990000
1751195605.397700,3.030000
1751195605.408900,3.020000
1751195605.420050,3.000000
1751195605.450050,3.030000
1751195605.461350,3.020000
1751195605.472650,3.000000
1751195605.491300,3.020000
1751195605.502600,3.020000
1751195605.513850,4.890000
1751195605.525150,3.010000
1751195605.543800,3.020000
1751195605.555100,3.060000
1751195605.566400,3.020000
1751195605.585050,3.030000
1751195605.596350,2.920000
1751195605.607650,2.980000
1751195605.618800,3.010000
1751195605.637550,2.990000
1751195605.660150,3.010000
1751195605.671400,2.990000
1751195605.690150,3.000000
1751195605.701450,3.010000
1751195605.712750,2.980000
1751195605.724050,2.990000
1751195605.742650,2.980000
1751195605.753950,2.980000
1751195605.765250,2.980000
1751195605.783900,3.000000
1751195605.795150,2.990000
1751195605.806450,3.000000
1751195605.817700,3.000000
1751195605.836450,3.000000
1751195605.847700,3.000000
1751195605.858900,3.000000
1751195605.870050,3.000000
1751195605.900100,2.980000
1751195605.911350,3.010000
1751195605.922650,3.020000
1751195605.941300,3.010000
1751195605.952600,3.000000
1751195605.963850,3.000000
1751195605.975150,3.010000
1751195605.993800,3.010000
1751195606.005100,3.000000
1751195606.016400,2.990000
1751195606.035050,3.000000
1751195606.046300,2.990000
1751195606.057600,2.700000
1751195606.087650,2.990000
1751195606.098850,3.020000
1751195606.110000,3.000000
1751195606.121300,3.010000
1751195606.140050,2.990000
1751195606.151350,3.000000
1751195606.162650,3.000000
1751195606.173900,2.990000
1751195606.192550,3.000000
1751195606.203850,3.020000
1751195606.215100,3.000000
1751195606.233750,3.000000
1751195606.245050,3.040000
1751195606.256350,3.020000
1751195606.267600,3.020000
1751195606.286300,3.000000
1751195606.297600,2.990000
1751195606.320150,2.990000
1751195606.338800,2.960000
1751195606.350000,2.990000
1751195606.361250,2.980000
1751195606.372550,3.010000
1751195606.391250,3.010000
1751195606.402500,3.020000
1751195606.413800,3.010000
1751195606.425100,3.020000
1751195606.443750,3.010000
1751195606.455050,3.000000
1751195606.466300,3.010000
1751195606.485000,2.990000
1751195606.496300,3.010000
1751195606.507550,2.970000
1751195606.537650,3.010000
1751195606.548850,2.970000
1751195606.560000,3.020000
1751195606.571300,2.920000
1751195606.590050,3.260000
1751195606.601350,2.990000
1751195606.612650,2.990000
1751195606.623950,2.990000
1751195606.642550,2.990000
1751195606.653850,2.760000
1751195606.665150,2.990000
1751195606.683800,2.990000
1751195606.695100,2.980000
1751195606.706350,3.020000
1751195606.717650,3.000000
1751195606.736350,3.000000
1751195606.747600,3.020000
1751195606.758800,2.990000
1751195606.769950,3.010000
1751195606.800050,3.010000
1751195606.811350,3.010000
1751195606.822600,3.010000
1751195606.841300,3.030000
1751195606.852600,3.000000
1751195606.863850,3.010000
1751195606.875150,2.990000
1751195606.893850,3.000000
1751195606.905100,2.990000
1751195606.916400,2.990000
1751195606.935050,3.020000
1751195606.946350,3.010000
1751195606.957600,3.010000
1751195606.968850,3.020000
1751195606.987600,3.000000
1751195607.010150,3.000000
1751195607.021400,2.980000
1751195607.040150,3.000000
1751195607.051450,3.000000
1751195607.062750,3.010000
1751195607.074000,2.970000
1751195607.092700,2.990000
1751195607.103950,3.010000
1751195607.115250,3.010000
1751195607.133900,3.020000
1751195607.145150,3.010000
1751195607.156450,3.230000
1751195607.167750,2.990000
1751195607.186400,3.000000
1751195607.197700,3.010000
1751195607.208900,3.010000
1751195607.220050,2.950000
1751195607.250050,3.010000
1751195607.261350,3.010000
1751195607.272650,3.010000
1751195607.291300,3.000000
1751195607.302600,3.080000
1751195607.313850,3.020000
1751195607.325150,3.000000
1751195607.343800,3.010000
1751195607.355100,3.010000
1751195607.366400,3.000000
1751195607.385050,2.990000
1751195607.396350,3.020000
1751195607.407600,3.000000
1751195607.418800,3.020000
1751195607.437550,3.020000
1751195607.448800,3.030000
1751195607.459950,3.010000
1751195607.471200,3.010000
1751195607.489950,3.010000
1751195607.501250,3.010000
1751195607.512550,3.010000
1751195607.523850,3.010000
1751195607.542450,3.020000
1751195607.553750,3.000000
1751195607.565050,2.820000
1751195607.576300,3.010000
1751195607.594950,2.990000
1751195607.606250,3.010000
1751195607.617500,3.050000
1751195607.636200,3.010000
1751195607.647450,3.010000
1751195607.670050,2.920000
1751195607.700050,3.020000
1751195607.711350,3.010000
1751195607.722650,3.020000
1751195607.741300,3.050000
1751195607.752550,2.670000
1751195607.763850,3.030000
1751195607.775100,3.010000
1751195607.793800,3.040000
1751195607.805100,3.000000
1751195607.816400,3.020000
1751195607.835000,3.020000
1751195607.846300,3.110000
1751195607.857550,3.000000
1751195607.868750,3.010000
1751195607.887550,2.920000
1751195607.910100,3.010000
1751195607.921400,2.990000
1751195607.940100,3.020000
1751195607.951400,3.030000
1751195607.962700,3.010000
1751195607.974000,3.050000
1751195607.992650,3.000000
1751195608.003900,2.990000
1751195608.015200,2.940000
1751195608.033850,2.990000
1751195608.045150,3.020000
1751195608.056450,3.000000
1751195608.067700,3.010000
1751195608.086350,3.030000
1751195608.097650,3.090000
1751195608.108850,3.000000
1751195608.120050,3.010000
1751195608.150050,3.000000
1751195608.161350,3.040000
1751195608.172650,3.010000
1751195608.191300,3.000000
1751195608.202550,3.000000
1751195608.213850,3.010000
1751195608.225150,2.980000
1751195608.243800,3.000000
1751195608.255100,3.030000
1751195608.266350,3.010000
1751195608.285050,2.990000
1751195608.296350,2.990000
1751195608.307600,3.010000
1751195608.318800,2.830000
1751195608.337550,3.130000
1751195608.348750,3.010000
1751195608.359900,3.000000
1751195608.371200,3.000000
1751195608.389950,3.010000
1751195608.401250,3.010000
1751195608.412550,3.010000
1751195608.423850,2.950000
1751195608.442450,3.010000
1751195608.453750,2.970000
1751195608.465050,3.010000
1751195608.483750,3.030000
1751195608.495000,2.980000
1751195608.506300,2.980000
1751195608.517600,3.000000
1751195608.536250,2.940000
1751195608.547500,2.970000
1751195608.570100,3.010000
1751195608.588800,3.000000
1751195608.599950,2.990000
1751195608.611250,3.010000
1751195608.622500,3.010000
1751195608.641150,2.990000
1751195608.652450,3.000000
1751195608.663750,3.020000
1751195608.675000,3.000000
1751195608.693700,3.000000
1751195608.705000,3.000000
1751195608.716300,3.020000
1751195608.734900,3.010000
1751195608.746200,3.080000
1751195608.757500,2.990000
1751195608.787600,3.010000
1751195608.798750,3.010000
1751195608.809950,3.040000
1751195608.821250,3.000000
1751195608.840000,3.010000
1751195608.851300,2.990000
1751195608.862550,2.960000
1751195608.873850,2.980000
1751195608.892500,2.990000
1751195608.903800,3.010000
1751195608.915050,2.980000
1751195608.926350,3.020000
1751195608.945000,3.120000
1751195608.956300,3.000000
1751195608.967550,2.990000
1751195608.986200,3.010000
1751195608.997500,3.030000
1751195609.020050,3.010000
1751195609.038750,3.000000
1751195609.049900,2.980000
1751195609.061200,2.990000
1751195609.072500,3.010000
1751195609.091150,3.010000
1751195609.102400,2.980000
1751195609.113700,4.870000
1751195609.125000,3.020000
1751195609.143650,3.000000
1751195609.154950,2.980000
1751195609.166250,3.010000
1751195609.184900,2.990000
1751195609.196150,3.080000
1751195609.207450,3.000000
1751195609.237500,3.000000
1751195609.248700,3.010000
1751195609.259900,3.000000
1751195609.271150,3.010000
1751195609.289900,3.010000
1751195609.301200,3.010000
1751195609.312500,3.010000
1751195609.323750,3.000000
1751195609.342400,3.000000
1751195609.353700,2.990000
1751195609.365000,3.080000
1751195609.376250,3.010000
1751195609.394950,3.010000
1751195609.406250,3.000000
1751195609.417550,3.010000
1751195609.436300,3.000000
1751195609.447550,3.020000
1751195609.458750,3.000000
1751195609.469900,3.010000
1751195609.500000,3.000000
1751195609.511300,3.010000
1751195609.522550,3.000000
1751195609.541300,3.000000
1751195609.552600,3.020000
1751195609.563850,2.980000
1751195609.575150,3.020000
1751195609.593900,3.020000
1751195609.605200,3.010000
1751195609.616450,3.030000
1751195609.635200,3.040000
1751195609.646500,3.160000
1751195609.657800,3.010000
1751195609.669150,3.010000
1751195609.688000,3.030000
1751195609.699300,2.980000
1751195609.710600,3.020000
1751195609.721900,2.920000
1751195609.740650,3.030000
1751195609.751950,3.020000
1751195609.763250,3.000000
1751195609.774550,3.000000
1751195609.793300,3.000000
1751195609.804600,2.990000
1751195609.815850,2.980000
1751195609.834650,3.030000
1751195609.845950,3.000000
1751195609.857250,3.020000
1751195609.868550,3.000000
1751195609.887300,3.010000
1751195609.909900,2.650000
1751195609.921150,3.020000
1751195609.940050,3.020000
1751195609.951300,2.990000
1751195609.962650,3.020000
1751195609.973950,3.010000
1751195609.992700,3.000000
1751195610.003950,3.060000
1751195610.015250,3.010000
1751195610.034000,3.010000
1751195610.045300,3.010000
1751195610.056600,3.000000
1751195610.067850,3.000000
1751195610.086650,2.910000
1751195610.097950,3.040000
1751195610.109200,3.020000
1751195610.120500,3.050000
1751195610.139350,3.000000
1751195610.150650,3.010000
1751195610.161950,3.000000
1751195610.173200,3.010000
1751195610.191900,2.990000
1751195610.203200,3.010000
1751195610.214500,3.020000
1751195610.225750,3.040000
1751195610.244500,3.020000
1751195610.255750,3.030000
1751195610.267050,3.010000
1751195610.285750,3.020000
1751195610.297050,3.000000
1751195610.308300,3.100000
1751195610.319600,3.010000
1751195610.338400,3.000000
1751195610.349650,3.950000
1751195610.360950,3.000000
1751195610.372250,3.000000
1751195610.390900,2.980000
1751195610.402200,3.010000
1751195610.413500,3.000000
1751195610.424750,3.010000
1751195610.443450,3.000000
1751195610.454700,3.010000
1751195610.466000,3.020000
1751195610.484700,3.020000
1751195610.495950,3.000000
1751195610.507250,2.860000
1751195610.518500,3.030000
1751195610.537150,3.020000
1751195610.548450,2.990000
1751195610.559750,3.020000
1751195610.571050,3.010000
1751195610.589800,3.010000
1751195610.601050,3.020000
1751195610.612350,2.960000
1751195610.623650,3.000000
1751195610.642300,3.000000
1751195610.653600,3.010000
1751195610.664900,3.020000
1751195610.676200,3.010000
1751195610.694850,3.000000
1751195610.706100,3.020000
1751195610.717400,3.010000
1751195610.736050,2.990000
1751195610.747350,3.010000
1751195610.769950,3.030000
1751195610.799950,3.000000
1751195610.811250,3.020000
1751195610.822550,3.010000
1751195610.841200,3.020000
1751195610.852500,3.000000
1751195610.863750,3.010000
1751195610.875050,3.010000
1751195610.893700,3.020000
1751195610.905000,3.010000
1751195610.916300,3.010000
1751195610.934950,3.040000
1751195610.946250,2.980000
1751195610.957500,3.000000
1751195610.968700,3.020000
1751195610.987450,2.990000
1751195611.010000,2.990000
1751195611.021250,3.020000
1751195611.040000,3.000000
1751195611.051300,3.020000
1751195611.062600,3.040000
1751195611.073900,3.010000
1751195611.092550,3.020000
1751195611.103800,2.990000
1751195611.115100,3.110000
1751195611.126350,2.980000
1751195611.145000,3.010000
1751195611.156300,3.000000
1751195611.167600,3.020000
1751195611.186250,3.030000
1751195611.197550,3.140000
1751195611.208750,3.000000
1751195611.219900,3.010000
1751195611.249950,3.020000
1751195611.261250,3.030000
1751195611.272500,2.980000
1751195611.291150,3.010000
1751195611.302450,3.010000
1751195611.313700,3.010000
1751195611.325000,2.930000
1751195611.343700,3.030000
1751195611.354950,3.020000
1751195611.366250,3.010000
1751195611.384900,2.980000
1751195611.396200,3.030000
1751195611.407450,3.000000
1751195611.437550,3.010000
1751195611.448700,2.990000
1751195611.459900,3.000000
1751195611.471200,3.000000
1751195611.489950,3.010000
1751195611.501200,3.030000
1751195611.512500,3.020000
1751195611.523800,3.040000
1751195611.542450,3.030000
1751195611.553750,2.990000
1751195611.565050,3.010000
1751195611.576300,2.550000
1751195611.594950,3.040000
1751195611.606250,3.020000
1751195611.617500,3.000000
1751195611.636200,3.020000
1751195611.647500,3.020000
1751195611.670050,3.010000
1751195611.688750,3.030000
1751195611.699900,3.000000
1751195611.711200,3.030000
1751195611.722550,3.030000
1751195611.741500,3.020000
1751195611.752800,3.010000
1751195611.764050,3.010000
1751195611.775400,3.020000
1751195611.794300,2.990000
1751195611.805600,3.000000
1751195611.816900,3.010000
1751195611.835900,3.010000
1751195611.847150,3.010000
1751195611.858450,3.000000
1751195611.869750,3.180000
1751195611.888750,3.030000
1751195611.899900,3.000000
1751195611.911200,3.000000
1751195611.922500,3.030000
1751195611.941600,3.000000
1751195611.952900,3.000000
1751195611.964200,3.010000
1751195611.975500,3.050000
1751195611.994500,3.020000
1751195612.005750,3.020000
1751195612.017050,3.070000
1751195612.036050,3.030000
1751195612.047350,3.020000
1751195612.069950,3.010000
1751195612.089150,3.030000
1751195612.100450,3.010000
1751195612.111750,3.030000
1751195612.123050,3.030000
1751195612.142100,3.010000
1751195612.153400,2.960000
1751195612.164700,2.960000
1751195612.176050,3.020000
1751195612.195000,3.020000
1751195612.206250,3.010000
1751195612.217550,3.010000
1751195612.236550,3.020000
1751195612.247850,3.000000
1751195612.259100,3.000000
1751195612.270400,3.040000
1751195612.289500,2.800000
1751195612.300800,3.000000
1751195612.312100,3.020000
1751195612.323400,2.920000
1751195612.342300,3.050000
1751195612.353600,3.020000
1751195612.364900,3.010000
1751195612.376200,3.020000
1751195612.395150,3.000000
1751195612.406500,3.030000
1751195612.417800,3.000000
1751195612.436700,3.010000
1751195612.448050,3.000000
1751195612.459300,3.010000
1751195612.470650,3.030000
1751195612.489700,3.000000
1751195612.501000,3.020000
1751195612.512250,3.020000
1751195612.523550,3.020000
1751195612.542550,3.020000
1751195612.553850,3.020000
1751195612.565100,3.010000
1751195612.584100,3.020000
1751195612.595400,3.020000
1751195612.606700,2.990000
1751195612.618000,2.970000
1751195612.636950,2.960000
1751195612.648300,3.000000
1751195612.659600,3.220000
1751195612.670900,3.030000
1751195612.689950,3.010000
1751195612.701250,3.040000
1751195612.712500,2.970000
1751195612.723800,3.030000
1751195612.742600,3.130000
1751195612.753900,3.000000
1751195612.765200,3.030000
1751195612.783950,3.030000
1751195612.795250,3.010000
1751195612.806500,3.020000
1751195612.817800,3.030000
1751195612.836500,3.010000
1751195612.847800,3.020000
1751195612.859100,3.020000
1751195612.870400,3.030000
1751195612.889150,3.040000
1751195612.900400,3.010000
1751195612.911750,3.190000
1751195612.923000,2.990000
1751195612.941800,3.040000
1751195612.953100,3.040000
1751195612.964350,3.030000
1751195612.975700,3.020000
1751195612.994350,3.010000
1751195613.005650,3.060000
1751195613.016950,3.010000
1751195613.035700,3.020000
1751195613.046950,3.040000
1751195613.058250,3.010000
1751195613.069500,3.010000
1751195613.088300,3.050000
1751195613.099600,3.040000
1751195613.110850,3.010000
1751195613.122150,3.020000
1751195613.140850,2.980000
1751195613.152150,3.010000
1751195613.163400,3.030000
1751195613.174700,3.020000
1751195613.193400,3.040000
1751195613.204700,3.030000
1751195613.216050,3.040000
1751195613.234700,3.040000
1751195613.246000,3.040000
1751195613.257300,3.030000
1751195613.287400,3.010000
1751195613.309950,2.980000
1751195613.321250,3.010000
1751195613.340000,3.030000
1751195613.351300,2.900000
1751195613.362600,3.050000
1751195613.373850,3.010000
1751195613.392500,3.030000
1751195613.403800,3.010000
1751195613.415100,3.020000
1751195613.426350,3.020000
1751195613.445050,3.020000
1751195613.456350,3.040000
1751195613.467600,3.010000
1751195613.486300,3.000000
1751195613.497600,3.000000
1751195613.508800,2.830000
1751195613.519950,3.050000
1751195613.550000,3.030000
1751195613.561250,3.020000
1751195613.572550,3.050000
1751195613.591350,3.000000
1751195613.602650,3.030000
1751195613.613900,3.020000
1751195613.625200,3.010000
1751195613.643950,3.430000
1751195613.655250,3.020000
1751195613.666550,3.020000
1751195613.685200,2.980000
1751195613.696450,3.040000
1751195613.707750,3.040000
1751195613.719050,3.040000
1751195613.737800,3.030000
1751195613.749150,3.000000
1751195613.760400,3.030000
1751195613.771700,3.030000
1751195613.790350,3.030000
1751195613.801650,3.050000
1751195613.812950,3.020000
1751195613.824200,3.020000
1751195613.842900,3.040000
1751195613.854200,3.040000
1751195613.865500,3.010000
1751195613.884150,3.050000
1751195613.895400,3.020000
1751195613.906700,3.020000
1751195613.918000,3.030000
1751195613.936700,3.040000
1751195613.947950,3.020000
1751195613.959250,3.040000
1751195613.970550,3.030000
1751195613.989300,3.030000
1751195614.000600,3.020000
1751195614.011850,3.050000
1751195614.023150,3.050000
1751195614.041850,3.030000
1751195614.053150,3.010000
1751195614.064400,3.030000
1751195614.075700,3.040000
1751195614.094400,3.030000
1751195614.105700,3.050000
1751195614.116950,3.050000
1751195614.135600,3.040000
1751195614.146900,3.020000
1751195614.158200,3.010000
1751195614.169500,3.020000
1751195614.188250,3.020000
1751195614.199550,3.020000
1751195614.210850,3.020000
1751195614.222100,3.030000
1751195614.240800,3.030000
1751195614.252100,3.030000
1751195614.263350,2.990000
1751195614.274650,3.030000
1751195614.293350,3.030000
1751195614.304650,3.040000
1751195614.315900,3.030000
1751195614.334600,3.020000
1751195614.345900,3.020000
1751195614.357150,3.030000
1751195614.387250,3.050000
1751195614.409800,3.040000
1751195614.421100,3.080000
1751195614.439850,3.040000
1751195614.451150,3.040000
1751195614.462450,3.020000
1751195614.473700,3.010000
1751195614.492350,3.020000
1751195614.503650,3.030000
1751195614.514950,3.020000
1751195614.526250,3.050000
1751195614.544950,3.040000
1751195614.556250,3.020000
1751195614.567550,3.030000
1751195614.586200,3.020000
1751195614.597500,3.010000
1751195614.608650,3.040000
1751195614.619850,3.040000
1751195614.649900,3.030000
1751195614.661200,3.030000
1751195614.672500,2.990000
1751195614.691150,3.030000
1751195614.702450,3.030000
1751195614.713750,3.030000
1751195614.725050,3.030000
1751195614.743700,3.030000
1751195614.755000,3.030000
1751195614.766300,3.000000
1751195614.784950,3.030000
1751195614.796250,3.030000
1751195614.807550,3.010000
1751195614.818750,2.990000
1751195614.837500,3.030000
1751195614.848700,3.030000
1751195614.859900,3.030000
1751195614.871200,3.030000
1751195614.889950,3.040000
1751195614.901250,3.050000
1751195614.912550,3.000000
1751195614.923850,3.020000
1751195614.942450,2.970000
1751195614.953750,3.030000
1751195614.965050,3.030000
1751195614.976300,3.030000
1751195614.994950,3.030000
1751195615.006250,3.060000
1751195615.017550,3.020000
1751195615.036200,3.010000
1751195615.047500,3.030000
1751195615.058700,3.030000
1751195615.069900,3.020000
1751195615.099900,3.020000
1751195615.111250,3.030000
1751195615.122550,3.030000
1751195615.141350,3.040000
1751195615.152600,3.010000
1751195615.163900,3.040000
1751195615.175150,3.000000
1751195615.193900,3.040000
1751195615.205150,3.040000
1751195615.216450,2.980000
1751195615.235100,3.040000
1751195615.246400,3.020000
1751195615.257700,3.020000
1751195615.269000,3.030000
1751195615.287750,3.030000
1751195615.299050,3.040000
1751195615.310350,3.040000
1751195615.321600,3.070000
1751195615.340300,3.030000
1751195615.351550,3.030000
1751195615.362850,3.050000
1751195615.374150,3.020000
1751195615.392800,3.030000
1751195615.404100,3.040000
1751195615.415350,3.060000
1751195615.434050,3.000000
1751195615.445300,3.040000
1751195615.456600,3.010000
1751195615.467900,3.030000
1751195615.486550,3.030000
1751195615.497850,3.040000
1751195615.509150,3.030000
1751195615.520450,3.040000
1751195615.539200,3.050000
1751195615.550500,3.020000
1751195615.561800,3.030000
1751195615.573050,3.030000
1751195615.591850,3.040000
1751195615.603150,3.040000
1751195615.614400,3.050000
1751195615.625700,3.050000
1751195615.644400,3.040000
1751195615.655700,3.020000
1751195615.667000,3.040000
1751195615.685650,3.030000
1751195615.696950,3.050000
1751195615.708200,3.030000
1751195615.719500,3.030000
1751195615.738300,3.040000
1751195615.749550,3.030000
1751195615.760850,3.020000
1751195615.772150,3.040000
1751195615.790800,3.030000
1751195615.802050,3.040000
1751195615.813350,3.040000
1751195615.824650,3.050000
1751195615.843300,3.040000
1751195615.854600,3.040000
1751195615.865900,3.060000
1751195615.884550,3.040000
1751195615.895800,3.040000
1751195615.907150,3.050000
1751195615.918400,3.030000
1751195615.937050,3.040000
1751195615.948350,3.040000
1751195615.959700,3.020000
1751195615.970950,3.050000
