t,ams_voltage_min_9
1751195758.974100,4.020000
1751195758.992850,3.510000
1751195759.004150,3.520000
1751195759.015450,3.540000
1751195759.026750,3.530000
1751195759.045550,3.540000
1751195759.056800,3.540000
1751195759.068100,3.510000
1751195759.086800,3.540000
1751195759.098100,3.540000
1751195759.109400,3.540000
1751195759.120700,3.540000
1751195759.139350,3.540000
1751195759.150650,3.550000
1751195759.161950,3.530000
1751195759.173250,3.520000
1751195759.191950,3.540000
1751195759.203200,3.500000
1751195759.214500,3.530000
1751195759.225800,3.530000
1751195759.244550,3.540000
1751195759.255900,3.540000
1751195759.267200,3.550000
1751195759.278450,3.520000
1751195759.297150,3.530000
1751195759.308450,3.490000
1751195759.319750,3.550000
1751195759.338550,3.530000
1751195759.349800,3.540000
1751195759.361100,3.520000
1751195759.372400,3.540000
1751195759.391100,3.550000
1751195759.402350,3.530000
1751195759.413650,3.540000
1751195759.443750,3.550000
1751195759.454950,3.530000
1751195759.466150,3.530000
1751195759.477400,3.530000
1751195759.496200,3.540000
1751195759.507500,3.530000
1751195759.518800,3.530000
1751195759.537450,3.530000
1751195759.548750,3.540000
1751195759.560050,3.540000
1751195759.571350,3.560000
1751195759.590050,3.540000
1751195759.601300,3.550000
1751195759.612600,3.550000
1751195759.623900,3.550000
1751195759.642600,3.540000
1751195759.653900,3.530000
1751195759.665150,3.540000
1751195759.676250,3.530000
1751195759.695000,3.560000
1751195759.706150,3.250000
1751195759.717450,3.550000
1751195759.736250,3.540000
1751195759.747550,3.530000
1751195759.758800,3.540000
1751195759.770100,3.540000
1751195759.788750,3.540000
1751195759.800050,3.530000
1751195759.811350,3.530000
1751195759.822650,3.550000
1751195759.841300,3.550000
1751195759.852600,3.550000
1751195759.863900,3.530000
1751195759.875100,3.550000
1751195759.893900,3.540000
1751195759.905100,3.550000
1751195759.916250,3.540000
1751195759.927600,3.520000
1751195759.946350,3.550000
1751195759.957650,3.550000
1751195759.968950,3.550000
1751195759.987750,3.520000
1751195759.999050,3.530000
1751195760.010350,3.530000
1751195760.021650,3.530000
1751195760.040300,3.500000
1751195760.051650,3.530000
1751195760.062950,3.540000
1751195760.074200,3.550000
1751195760.092900,3.530000
1751195760.104200,3.530000
1751195760.115500,3.550000
1751195760.126800,3.540000
1751195760.145600,3.540000
1751195760.156850,3.560000
1751195760.168200,3.480000
1751195760.186900,3.570000
1751195760.198200,3.530000
1751195760.209450,3.510000
1751195760.220750,3.550000
1751195760.239450,3.540000
1751195760.250750,3.540000
1751195760.262000,3.530000
1751195760.273300,3.530000
1751195760.292000,3.530000
1751195760.303300,3.550000
1751195760.314600,3.540000
1751195760.325900,3.540000
1751195760.344650,3.540000
1751195760.355950,3.530000
1751195760.367250,3.530000
1751195760.378550,3.540000
1751195760.397200,3.530000
1751195760.408550,3.560000
1751195760.419850,3.520000
1751195760.438600,3.520000
1751195760.449900,3.520000
1751195760.461200,3.530000
1751195760.472450,3.520000
1751195760.491150,3.530000
1751195760.502450,3.530000
1751195760.513750,3.560000
1751195760.524950,3.540000
1751195760.543700,3.540000
1751195760.566300,3.460000
1751195760.577600,3.540000
1751195760.596350,3.560000
1751195760.607650,3.540000
1751195760.618950,3.550000
1751195760.637750,3.550000
1751195760.649050,3.550000
1751195760.660350,3.540000
1751195760.671650,3.530000
1751195760.690350,3.570000
1751195760.701650,3.550000
1751195760.712900,3.540000
1751195760.724200,3.550000
1751195760.742900,3.540000
1751195760.754200,3.540000
1751195760.765550,3.540000
1751195760.776800,3.540000
1751195760.795600,3.550000
1751195760.806900,3.590000
1751195760.818200,3.540000
1751195760.836850,3.550000
1751195760.848150,3.550000
1751195760.859450,3.540000
1751195760.870750,3.570000
1751195760.889450,3.540000
1751195760.900750,3.540000
1751195760.912000,3.600000
1751195760.923300,3.550000
1751195760.942000,3.560000
1751195760.953300,3.550000
1751195760.964600,3.530000
1751195760.975900,3.540000
1751195760.994650,3.540000
1751195761.005950,3.520000
1751195761.017250,3.550000
1751195761.028550,3.530000
1751195761.047200,3.540000
1751195761.058500,3.520000
1751195761.069800,3.530000
1751195761.088550,3.530000
1751195761.099850,3.520000
1751195761.111150,3.510000
1751195761.122450,3.540000
1751195761.141150,3.540000
1751195761.152450,3.510000
1751195761.163750,3.440000
1751195761.174950,3.540000
1751195761.193750,3.550000
1751195761.204950,3.530000
1751195761.216100,3.490000
1751195761.227400,3.520000
1751195761.246200,3.530000
1751195761.257500,3.600000
1751195761.268750,3.630000
1751195761.287400,2.910000
1751195761.298700,3.530000
1751195761.310050,3.530000
1751195761.321300,3.490000
1751195761.339950,3.550000
1751195761.351250,3.530000
1751195761.362600,3.520000
1751195761.373850,3.550000
1751195761.392500,3.520000
1751195761.403800,3.530000
1751195761.415000,3.540000
1751195761.426200,3.530000
1751195761.444900,3.510000
1751195761.456050,3.540000
1751195761.467400,2.990000
1751195761.478650,3.530000
1751195761.497350,3.530000
1751195761.508650,3.530000
1751195761.519950,3.560000
1751195761.538600,3.520000
1751195761.549950,3.550000
1751195761.561200,3.520000
1751195761.572500,3.560000
1751195761.591200,3.540000
1751195761.602500,3.540000
1751195761.613750,3.540000
1751195761.624950,3.550000
1751195761.643750,3.540000
1751195761.654950,3.540000
1751195761.666150,3.540000
1751195761.677450,3.530000
1751195761.696150,3.540000
1751195761.707500,3.540000
1751195761.718750,4.020000
1751195761.737450,3.540000
1751195761.748700,3.520000
1751195761.760050,3.530000
1751195761.771300,3.540000
1751195761.790000,3.810000
1751195761.801300,3.550000
1751195761.812600,3.540000
1751195761.823900,3.550000
1751195761.842550,3.510000
1751195761.853850,3.550000
1751195761.865050,3.540000
1751195761.876200,3.550000
1751195761.906300,3.520000
1751195761.917550,3.510000
1751195761.936150,3.550000
1751195761.947400,3.520000
1751195761.958700,3.530000
1751195761.970050,3.540000
1751195761.988700,3.540000
1751195761.999950,3.530000
1751195762.011250,3.510000
1751195762.022550,3.630000
1751195762.041250,3.530000
1751195762.052500,3.520000
1751195762.063800,3.520000
1751195762.075000,3.630000
1751195762.093800,3.560000
1751195762.105000,3.530000
1751195762.116150,3.540000
1751195762.127450,3.530000
1751195762.146250,3.530000
1751195762.157550,3.540000
1751195762.168800,3.540000
1751195762.187650,3.540000
1751195762.198950,3.530000
1751195762.210250,3.530000
1751195762.221550,3.550000
1751195762.240200,3.530000
1751195762.251500,3.540000
1751195762.262800,3.550000
1751195762.274100,3.540000
1751195762.292800,3.520000
1751195762.304100,3.530000
1751195762.315350,3.530000
1751195762.326650,3.490000
1751195762.345450,3.530000
1751195762.356750,3.530000
1751195762.368050,3.550000
1751195762.386700,3.620000
1751195762.398000,3.550000
1751195762.409300,3.520000
1751195762.420600,3.640000
1751195762.439250,3.550000
1751195762.450550,3.560000
1751195762.461850,3.540000
1751195762.473150,3.540000
1751195762.491800,3.510000
1751195762.503100,3.540000
1751195762.514400,3.530000
1751195762.525700,3.180000
1751195762.544500,3.530000
1751195762.555800,3.560000
1751195762.567100,3.530000
1751195762.578350,3.550000
1751195762.597050,3.560000
1751195762.608350,3.540000
1751195762.619650,3.690000
1751195762.638450,4.200000
1751195762.649700,3.550000
1751195762.661000,3.540000
1751195762.672300,3.540000
1751195762.691000,3.550000
1751195762.702250,3.560000
1751195762.713550,3.540000
1751195762.743700,3.560000
1751195762.754850,3.530000
1751195762.766000,3.540000
1751195762.777350,3.510000
1751195762.796100,3.520000
1751195762.807400,3.560000
1751195762.818750,3.540000
1751195762.837400,3.510000
1751195762.848650,3.560000
1751195762.860000,3.540000
1751195762.871300,3.570000
1751195762.889950,3.530000
1751195762.901250,3.560000
1751195762.912550,3.530000
1751195762.923850,3.550000
1751195762.942500,3.560000
1751195762.953800,3.530000
1751195762.965000,3.560000
1751195762.976150,3.730000
1751195762.994850,3.470000
1751195763.006050,3.050000
1751195763.017350,3.540000
1751195763.028650,3.510000
1751195763.047350,3.540000
1751195763.058600,3.530000
1751195763.069900,3.540000
1751195763.088550,3.540000
1751195763.099850,3.560000
1751195763.111150,3.530000
1751195763.122450,3.550000
1751195763.141150,3.530000
1751195763.152450,3.540000
1751195763.163750,3.540000
1751195763.174950,3.530000
1751195763.193700,3.530000
1751195763.204900,3.480000
1751195763.216050,3.550000
1751195763.227400,3.530000
1751195763.246150,3.520000
1751195763.257450,3.550000
1751195763.268750,3.530000
1751195763.287400,3.540000
1751195763.298700,3.540000
1751195763.310000,3.560000
1751195763.321300,3.530000
1751195763.339950,3.560000
1751195763.351250,3.630000
1751195763.362550,3.520000
1751195763.373850,3.570000
1751195763.392600,3.540000
1751195763.403900,3.540000
1751195763.415300,3.530000
1751195763.426550,3.560000
1751195763.445400,3.560000
1751195763.456700,3.510000
1751195763.468000,3.560000
1751195763.486700,3.540000
1751195763.498000,3.530000
1751195763.509300,3.550000
1751195763.520600,3.540000
1751195763.539300,3.560000
1751195763.550600,3.550000
1751195763.561900,3.620000
1751195763.573200,3.530000
1751195763.591900,3.550000
1751195763.603200,3.560000
1751195763.614500,3.560000
1751195763.625800,3.550000
1751195763.644650,3.570000
1751195763.655950,3.490000
1751195763.667250,3.550000
1751195763.678550,3.540000
1751195763.697300,3.570000
1751195763.708600,3.540000
1751195763.719900,3.540000
1751195763.738700,3.530000
1751195763.749950,3.510000
1751195763.761250,3.540000
1751195763.772550,3.550000
1751195763.791300,3.520000
1751195763.802600,3.540000
1751195763.813900,3.540000
1751195763.825300,3.540000
1751195763.844200,3.540000
1751195763.855500,3.540000
1751195763.866800,3.610000
1751195763.878100,3.560000
1751195763.896900,3.550000
1751195763.908150,3.740000
1751195763.919500,3.540000
1751195763.938350,3.570000
1751195763.949650,3.520000
1751195763.960950,3.550000
1751195763.972250,3.530000
1751195763.991050,3.540000
1751195764.002300,3.530000
1751195764.013650,3.560000
1751195764.043800,3.500000
1751195764.055000,3.540000
1751195764.066200,3.550000
1751195764.077500,3.540000
1751195764.096150,3.550000
1751195764.107450,3.540000
1751195764.118750,3.550000
1751195764.137650,3.550000
1751195764.148950,3.520000
1751195764.160300,3.530000
1751195764.171550,3.400000
1751195764.190350,3.540000
1751195764.201650,3.530000
1751195764.213000,3.540000
1751195764.224250,3.540000
1751195764.243050,3.530000
1751195764.254350,3.540000
1751195764.265650,3.540000
1751195764.276950,3.580000
1751195764.295850,3.540000
1751195764.307150,3.530000
1751195764.318450,3.530000
1751195764.337250,3.540000
1751195764.348550,3.550000
1751195764.359850,3.600000
1751195764.371150,3.500000
1751195764.389900,3.550000
1751195764.401200,3.520000
1751195764.412550,3.530000
1751195764.423850,3.560000
1751195764.442600,3.520000
1751195764.453900,3.540000
1751195764.465250,3.520000
1751195764.476550,3.530000
1751195764.495450,3.540000
1751195764.506750,3.520000
1751195764.518050,3.540000
1751195764.536850,3.500000
1751195764.548150,3.530000
1751195764.559400,3.510000
1751195764.570700,3.530000
1751195764.589400,3.540000
1751195764.600700,3.530000
1751195764.612000,3.520000
1751195764.623250,3.530000
1751195764.641950,3.770000
1751195764.653300,3.530000
1751195764.664600,3.530000
1751195764.675850,3.510000
1751195764.694650,3.520000
1751195764.705950,3.530000
1751195764.717250,3.520000
1751195764.728500,3.520000
1751195764.747200,3.530000
1751195764.758500,3.550000
1751195764.769800,3.500000
1751195764.788500,3.520000
1751195764.799750,3.550000
1751195764.811050,3.660000
1751195764.822350,3.500000
1751195764.841100,3.540000
1751195764.852400,3.530000
1751195764.863700,3.530000
1751195764.874900,3.800000
1751195764.893650,3.520000
1751195764.904850,3.520000
1751195764.916000,3.510000
1751195764.927300,3.520000
1751195764.946050,3.510000
1751195764.957350,3.530000
1751195764.968650,3.530000
1751195764.987350,3.540000
1751195764.998650,3.580000
1751195765.009900,3.540000
1751195765.021200,3.510000
1751195765.039900,3.510000
1751195765.051200,3.540000
1751195765.062450,3.530000
1751195765.073750,3.530000
1751195765.092450,3.500000
1751195765.103750,3.680000
1751195765.114950,3.540000
1751195765.126100,3.520000
1751195765.144800,3.530000
1751195765.156000,3.510000
1751195765.167250,3.540000
1751195765.178550,3.520000
1751195765.197250,3.530000
1751195765.208550,3.520000
1751195765.219800,3.520000
1751195765.238500,3.520000
1751195765.249800,3.510000
1751195765.261100,3.520000
1751195765.272350,3.520000
1751195765.291100,3.510000
1751195765.302350,3.530000
1751195765.313700,3.540000
1751195765.324850,3.540000
1751195765.343650,3.530000
1751195765.354850,3.550000
1751195765.366050,3.530000
1751195765.377300,3.540000
1751195765.396100,3.520000
1751195765.407400,3.540000
1751195765.418700,3.540000
1751195765.437400,3.540000
1751195765.448700,3.530000
1751195765.459950,3.550000
1751195765.471300,3.530000
1751195765.489950,3.530000
1751195765.501250,3.520000
1751195765.512550,3.540000
1751195765.523850,3.540000
1751195765.542500,3.560000
1751195765.553850,3.540000
1751195765.565250,3.530000
1751195765.576550,3.600000
1751195765.595300,3.550000
1751195765.606600,3.510000
1751195765.617900,3.540000
1751195765.636600,3.550000
1751195765.647900,3.550000
1751195765.659200,3.550000
1751195765.670450,3.580000
1751195765.689150,3.540000
1751195765.700400,3.520000
1751195765.711750,3.540000
1751195765.723000,3.540000
1751195765.741700,3.530000
1751195765.753000,3.540000
1751195765.764250,3.550000
1751195765.775550,3.510000
1751195765.794350,3.510000
1751195765.805650,3.530000
1751195765.816950,3.490000
1751195765.828300,3.540000
1751195765.846900,3.540000
1751195765.858250,3.520000
1751195765.869550,3.540000
1751195765.888350,3.510000
1751195765.899650,3.510000
1751195765.910900,3.510000
1751195765.922200,3.530000
1751195765.940900,3.520000
1751195765.952200,3.530000
1751195765.963500,3.530000
1751195765.993600,3.520000
1751195766.004800,3.520000
1751195766.016000,3.580000
1751195766.027300,3.530000
1751195766.046050,3.550000
1751195766.057350,3.550000
1751195766.068650,3.500000
1751195766.087300,3.520000
1751195766.098600,3.530000
1751195766.109900,3.520000
1751195766.121200,3.560000
1751195766.139900,3.510000
1751195766.151200,3.520000
1751195766.162500,3.300000
1751195766.173750,3.530000
1751195766.192450,3.510000
1751195766.203750,3.540000
1751195766.214950,3.530000
1751195766.226150,3.510000
1751195766.244800,3.520000
1751195766.255950,3.540000
1751195766.267250,3.670000
1751195766.278550,3.530000
1751195766.297200,3.530000
1751195766.308550,3.540000
1751195766.319800,3.530000
1751195766.338450,3.520000
1751195766.349800,3.530000
1751195766.361050,3.500000
1751195766.372350,3.590000
1751195766.391050,3.550000
1751195766.402350,3.520000
1751195766.413650,3.520000
1751195766.424850,3.530000
1751195766.443650,3.510000
1751195766.454850,3.540000
1751195766.466000,3.530000
1751195766.477300,3.490000
1751195766.496100,3.520000
1751195766.507400,3.530000
1751195766.518700,3.540000
1751195766.537500,3.520000
1751195766.548750,3.540000
1751195766.560050,3.540000
1751195766.571400,3.530000
1751195766.590100,3.540000
1751195766.601350,3.530000
1751195766.612650,3.530000
1751195766.623950,3.530000
1751195766.642650,3.530000
1751195766.653950,3.520000
1751195766.665200,3.530000
1751195766.676500,3.530000
1751195766.695300,3.510000
1751195766.706600,3.520000
1751195766.717900,3.540000
1751195766.736550,3.530000
1751195766.747900,3.490000
1751195766.759200,3.540000
1751195766.770500,3.520000
1751195766.789200,3.530000
1751195766.800450,3.540000
1751195766.811750,3.520000
1751195766.823050,3.520000
1751195766.841750,3.540000
1751195766.853050,3.520000
1751195766.864300,3.510000
1751195766.875650,3.530000
1751195766.894400,3.520000
1751195766.905700,3.510000
1751195766.917000,3.540000
1751195766.928300,3.510000
1751195766.946950,3.520000
1751195766.958250,3.520000
1751195766.969550,3.670000
1751195766.988350,3.440000
1751195766.999650,3.510000
1751195767.010950,3.530000
1751195767.022200,3.540000
1751195767.040900,3.520000
1751195767.052200,3.540000
1751195767.063500,3.520000
1751195767.093600,3.500000
1751195767.104850,3.510000
1751195767.116000,3.530000
1751195767.127300,3.530000
1751195767.146100,3.560000
1751195767.157400,3.540000
1751195767.168700,3.550000
1751195767.187500,3.520000
1751195767.198800,3.510000
1751195767.210100,3.540000
1751195767.221350,3.830000
1751195767.240050,3.540000
1751195767.251350,3.550000
1751195767.262650,3.550000
1751195767.273950,3.530000
1751195767.292650,3.530000
1751195767.303900,3.560000
1751195767.315200,3.530000
1751195767.326500,3.610000
1751195767.345300,3.520000
1751195767.356600,3.540000
1751195767.367900,3.530000
1751195767.386550,3.540000
1751195767.397850,4.130000
1751195767.409200,3.540000
1751195767.420450,3.550000
1751195767.439150,3.410000
1751195767.450450,3.570000
1751195767.461750,3.550000
1751195767.473050,3.540000
1751195767.491750,3.520000
1751195767.503000,3.550000
1751195767.514300,3.540000
1751195767.525600,3.540000
1751195767.544400,3.510000
1751195767.555650,3.550000
1751195767.567000,3.530000
1751195767.578300,3.560000
1751195767.596950,3.550000
1751195767.608250,3.540000
1751195767.619550,3.540000
1751195767.638300,3.550000
1751195767.649650,3.510000
1751195767.660900,3.540000
1751195767.672200,3.510000
1751195767.690900,3.550000
1751195767.702200,3.530000
1751195767.713450,3.540000
1751195767.743550,3.560000
1751195767.754750,3.520000
1751195767.765950,3.540000
1751195767.777200,3.540000
1751195767.796000,3.530000
1751195767.807300,3.570000
1751195767.818600,3.530000
1751195767.837300,3.520000
1751195767.848600,3.540000
1751195767.859850,3.530000
1751195767.871150,3.490000
1751195767.889850,3.540000
1751195767.901150,3.510000
1751195767.912450,3.540000
1751195767.923750,3.550000
1751195767.942400,3.580000
1751195767.953700,3.540000
1751195767.964950,3.530000
1751195767.976050,3.530000
1751195767.994800,3.530000
1751195768.005950,3.520000
1751195768.017250,3.530000
1751195768.028550,3.890000
1751195768.047250,3.500000
1751195768.058550,3.530000
1751195768.069800,3.530000
1751195768.088500,3.520000
1751195768.099800,3.530000
1751195768.111100,3.540000
1751195768.122400,3.540000
1751195768.141100,3.540000
1751195768.152350,3.540000
1751195768.163650,3.530000
1751195768.174850,3.550000
1751195768.193650,3.540000
1751195768.204850,3.540000
1751195768.216000,3.520000
1751195768.227300,3.530000
1751195768.246050,3.500000
1751195768.257350,3.610000
1751195768.268650,3.530000
1751195768.287300,3.540000
1751195768.298600,3.520000
1751195768.309900,3.540000
1751195768.321200,3.530000
1751195768.339850,3.520000
1751195768.351150,3.530000
1751195768.362450,3.520000
1751195768.373750,3.550000
1751195768.392450,3.560000
1751195768.403750,3.540000
1751195768.415150,3.550000
1751195768.426500,3.550000
1751195768.445200,3.570000
1751195768.456500,3.540000
1751195768.467850,3.540000
1751195768.486500,3.550000
1751195768.497800,3.530000
1751195768.509100,3.560000
1751195768.520400,3.520000
1751195768.539050,4.220000
1751195768.550350,3.530000
1751195768.561650,3.560000
1751195768.572950,3.540000
1751195768.591600,3.540000
1751195768.602950,3.530000
1751195768.614200,3.520000
1751195768.625500,3.540000
1751195768.644250,3.550000
1751195768.655550,3.500000
1751195768.666850,3.550000
1751195768.678150,3.530000
1751195768.696800,3.540000
1751195768.708150,3.520000
1751195768.719400,3.520000
1751195768.738150,3.540000
1751195768.749450,3.530000
1751195768.760750,3.530000
1751195768.772050,3.610000
1751195768.790700,3.540000
1751195768.802050,3.530000
1751195768.813300,3.540000
1751195768.843400,3.530000
1751195768.865950,3.530000
1751195768.877250,3.550000
1751195768.896000,3.540000
1751195768.907300,3.570000
1751195768.918600,3.550000
1751195768.937250,3.530000
1751195768.948550,3.630000
1751195768.959850,3.530000
1751195768.971150,3.540000
1751195768.989850,3.540000
1751195769.001150,3.200000
1751195769.012400,3.550000
1751195769.023750,3.540000
1751195769.042400,3.540000
1751195769.053700,3.550000
1751195769.064900,3.540000
1751195769.076050,3.540000
1751195769.094750,3.540000
1751195769.105950,3.520000
1751195769.117200,3.530000
1751195769.128500,4.200000
1751195769.147200,3.540000
1751195769.158500,3.530000
1751195769.169800,3.540000
1751195769.188500,3.540000
1751195769.199750,3.620000
1751195769.211050,3.540000
1751195769.222350,3.570000
1751195769.241050,3.530000
1751195769.252300,3.050000
1751195769.263650,3.560000
1751195769.274800,3.530000
1751195769.293600,3.540000
1751195769.304800,3.550000
1751195769.316000,3.540000
1751195769.327300,3.530000
1751195769.346050,3.550000
1751195769.357400,3.540000
1751195769.368650,3.530000
1751195769.387450,3.550000
1751195769.398750,3.550000
1751195769.410050,3.530000
1751195769.421350,3.530000
1751195769.440050,3.540000
1751195769.451350,3.540000
1751195769.462650,3.530000
1751195769.473900,3.530000
1751195769.492600,3.560000
1751195769.503950,3.540000
1751195769.515250,3.550000
1751195769.526500,3.540000
1751195769.545300,3.530000
1751195769.556600,3.540000
1751195769.567900,3.530000
1751195769.586600,3.530000
1751195769.597850,3.540000
1751195769.609150,3.540000
1751195769.620500,3.480000
1751195769.639150,3.550000
1751195769.650450,3.550000
1751195769.661750,3.540000
1751195769.673050,3.530000
1751195769.691750,3.560000
1751195769.703050,3.540000
1751195769.714300,3.550000
1751195769.725600,3.560000
1751195769.744400,3.540000
1751195769.755700,3.540000
1751195769.767000,3.540000
1751195769.778300,3.520000
1751195769.796950,3.550000
1751195769.808250,3.540000
1751195769.819550,3.530000
1751195769.838350,3.510000
1751195769.849650,3.530000
1751195769.860950,3.540000
1751195769.872200,3.530000
1751195769.890950,3.530000
1751195769.902200,3.530000
1751195769.913500,3.540000
1751195769.924700,3.550000
1751195769.943500,3.560000
1751195769.954700,3.530000
1751195769.965900,3.550000
1751195769.977150,3.570000
1751195769.996000,3.530000
1751195770.007300,3.540000
1751195770.018600,3.530000
1751195770.037250,3.540000
1751195770.048550,3.530000
1751195770.059850,3.530000
1751195770.071150,3.520000
1751195770.089800,3.540000
1751195770.101150,3.530000
1751195770.112400,3.530000
1751195770.123700,3.520000
1751195770.142450,3.540000
1751195770.153700,3.510000
1751195770.165100,3.520000
1751195770.176400,3.540000
1751195770.195150,3.520000
1751195770.206450,3.560000
1751195770.217750,3.550000
1751195770.236450,3.540000
1751195770.247700,3.520000
1751195770.259050,3.550000
1751195770.270300,3.540000
1751195770.289050,3.550000
1751195770.300300,3.550000
1751195770.311600,3.550000
1751195770.322900,3.540000
1751195770.341600,4.110000
1751195770.352850,3.530000
1751195770.364150,3.540000
1751195770.375500,3.550000
1751195770.394250,3.530000
1751195770.405550,3.490000
1751195770.416850,3.530000
1751195770.428150,3.530000
1751195770.446850,3.540000
1751195770.458150,3.540000
1751195770.469400,3.530000
1751195770.488200,3.530000
1751195770.499500,3.290000
1751195770.510750,3.550000
1751195770.522050,3.530000
1751195770.540750,3.540000
1751195770.552050,3.530000
1751195770.563300,3.540000
1751195770.593400,3.550000
1751195770.616000,3.530000
1751195770.627300,3.540000
1751195770.646050,3.540000
1751195770.657350,3.530000
1751195770.668650,3.530000
1751195770.687450,3.540000
1751195770.698750,3.660000
1751195770.710050,3.560000
1751195770.721350,3.550000
1751195770.740050,3.540000
1751195770.751300,3.540000
1751195770.762650,3.550000
1751195770.773950,3.510000
1751195770.792550,3.550000
1751195770.803850,3.540000
1751195770.815200,3.520000
1751195770.826500,3.530000
1751195770.845250,3.540000
1751195770.856550,3.530000
1751195770.867850,3.530000
1751195770.886550,3.530000
1751195770.897850,3.550000
1751195770.909100,3.540000
1751195770.920400,3.530000
1751195770.939100,3.550000
1751195770.950400,3.520000
1751195770.961700,3.550000
1751195770.973000,3.530000
1751195770.991650,3.530000
1751195771.002950,3.540000
1751195771.014250,3.530000
1751195771.025550,3.520000
1751195771.044350,3.300000
1751195771.055650,3.550000
1751195771.066950,3.510000
1751195771.078200,3.540000
1751195771.096900,3.300000
1751195771.108200,3.530000
1751195771.119500,3.540000
1751195771.138300,3.540000
1751195771.149550,3.530000
1751195771.160850,3.550000
1751195771.172150,3.540000
1751195771.190850,3.550000
1751195771.202100,3.540000
1751195771.213400,3.540000
1751195771.243500,3.520000
1751195771.254700,3.530000
1751195771.265850,3.540000
1751195771.277150,3.050000
1751195771.295950,3.540000
1751195771.307250,3.550000
1751195771.318550,3.540000
1751195771.337200,3.540000
1751195771.348500,3.430000
1751195771.359800,3.550000
1751195771.371100,3.540000
1751195771.389750,3.550000
1751195771.401050,4.840000
1751195771.412400,3.570000
1751195771.423700,3.550000
1751195771.442400,3.540000
1751195771.453650,3.530000
1751195771.465100,3.520000
1751195771.476400,3.530000
1751195771.495200,3.590000
1751195771.506450,3.590000
1751195771.517750,3.530000
1751195771.536500,3.530000
1751195771.547800,3.540000
1751195771.559050,3.520000
1751195771.570350,3.530000
1751195771.589000,3.540000
1751195771.600350,3.550000
1751195771.611650,3.530000
1751195771.622900,3.540000
1751195771.641600,3.550000
1751195771.652900,3.540000
1751195771.664200,3.550000
1751195771.675500,3.530000
1751195771.694250,3.540000
1751195771.705550,3.500000
1751195771.716850,3.540000
1751195771.728150,3.510000
1751195771.746850,3.530000
1751195771.758100,3.620000
1751195771.769400,3.520000
1751195771.788200,3.540000
1751195771.799450,3.540000
1751195771.810800,3.540000
1751195771.822050,3.510000
1751195771.840750,3.530000
1751195771.852050,3.520000
1751195771.863350,3.540000
1751195771.893450,3.530000
1751195771.904650,3.540000
1751195771.915850,3.540000
1751195771.927100,3.530000
1751195771.945900,3.560000
1751195771.957250,3.550000
1751195771.968500,3.560000
1751195771.987200,3.530000
1751195771.998500,3.560000
1751195772.009800,3.550000
1751195772.021100,3.580000
1751195772.039750,3.550000
1751195772.051100,3.540000
1751195772.062400,3.540000
1751195772.073650,3.540000
1751195772.092400,3.550000
1751195772.103650,3.560000
1751195772.115050,3.540000
1751195772.126350,3.550000
1751195772.145150,3.530000
1751195772.156450,3.540000
1751195772.167700,3.600000
1751195772.186400,3.550000
1751195772.197700,3.540000
1751195772.209000,3.520000
1751195772.220300,3.530000
1751195772.239000,3.520000
1751195772.250250,3.540000
1751195772.261550,3.540000
1751195772.272900,3.540000
1751195772.291550,3.540000
1751195772.302850,3.430000
1751195772.314150,3.520000
1751195772.325450,3.550000
1751195772.344200,3.550000
1751195772.355500,3.520000
1751195772.366800,3.540000
1751195772.378100,3.550000
1751195772.396750,3.550000
1751195772.408050,3.540000
1751195772.419350,3.540000
1751195772.438150,3.550000
1751195772.449450,3.560000
1751195772.460700,3.520000
1751195772.472000,3.540000
1751195772.490700,3.540000
1751195772.502000,3.530000
1751195772.513300,3.530000
1751195772.543400,3.520000
1751195772.554650,3.540000
1751195772.565800,3.540000
1751195772.577100,3.550000
1751195772.595850,3.530000
1751195772.607100,3.540000
1751195772.618450,3.550000
1751195772.637100,3.550000
1751195772.648400,3.520000
1751195772.659650,3.530000
1751195772.671000,3.550000
1751195772.689650,3.540000
1751195772.700950,3.530000
1751195772.712250,3.540000
1751195772.723550,3.510000
1751195772.742200,3.530000
1751195772.753500,3.540000
1751195772.764700,3.540000
1751195772.775900,3.560000
1751195772.805950,3.550000
1751195772.817250,3.530000
1751195772.828550,3.560000
1751195772.847350,3.540000
1751195772.858650,3.540000
1751195772.869950,3.560000
1751195772.888600,3.540000
1751195772.899850,3.550000
1751195772.911200,3.500000
1751195772.922500,3.530000
1751195772.941200,3.530000
1751195772.952500,3.520000
1751195772.963800,3.530000
1751195772.975050,3.520000
1751195772.993850,3.530000
1751195773.005150,3.530000
1751195773.016400,3.560000
1751195773.027750,3.540000
1751195773.046400,3.540000
1751195773.057700,3.530000
1751195773.069000,3.510000
1751195773.087850,3.520000
1751195773.099100,3.530000
1751195773.110400,3.530000
1751195773.121700,3.530000
1751195773.140400,3.680000
1751195773.151700,3.660000
1751195773.163000,3.530000
1751195773.174300,3.540000
1751195773.193050,3.520000
1751195773.204350,3.520000
1751195773.215650,3.520000
1751195773.226950,3.530000
1751195773.245700,3.530000
1751195773.257000,3.530000
1751195773.268300,3.830000
1751195773.287000,3.530000
1751195773.298300,3.540000
1751195773.309600,3.540000
1751195773.320900,3.520000
1751195773.339600,3.520000
1751195773.350900,3.540000
1751195773.362200,3.520000
1751195773.373450,3.520000
1751195773.392200,3.530000
1751195773.403450,3.740000
1751195773.414650,3.520000
1751195773.425850,3.530000
