t,ModelConfig_MissionSelect,ModelConfig_TVMaster,ModelConfig_TractionControl,ModelConfig_ThrottleShaping,ModelConfig_MotorMapping,ModelConfig_MidCornerSetting,ModelConfig_CornerExitSetting,ModelConfig_CornerEntrySetting
1751195525.952850,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
1751195526.002850,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
1751195526.052850,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
1751195526.102850,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000
1751195526.152850,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000
1751195526.202850,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000
1751195526.252850,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000
1751195526.302850,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000
1751195526.352850,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000
1751195526.402850,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000
1751195526.452850,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000
1751195526.502850,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000
1751195526.552850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.602850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.652850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.702850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.752850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.802850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.852850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
1751195526.902850,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
