t,ModelConfig_MissionSelect,ModelConfig_TVMaster,ModelConfig_TractionControl,ModelConfig_ThrottleShaping,ModelConfig_MotorMapping,ModelConfig_MidCornerSetting,ModelConfig_CornerExitSetting,ModelConfig_CornerEntrySetting
1751195679.651350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195679.701400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195679.751350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195679.801400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195679.851400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195679.901350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195679.951400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.001350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.051350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.101400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.151350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.201400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.251350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.301350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.351400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.401350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.451400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.501350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.551350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.601400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.651350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.701350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.751350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.801350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.851400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.901350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195680.951350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.001350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.051350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.101400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.151350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.201350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.251350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.301350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.351400,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.401350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.451350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.501350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.551350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.601350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.651350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.701350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.751350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.801350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.851350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.901350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195681.951350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.001350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.051350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.101350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.151350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.201350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.251350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.301350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.351350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.401350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.451350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.501350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.551350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.601350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.651350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.701350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.751350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.801350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.851350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.901350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195682.951350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.001350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.051350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.101350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.151350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.201350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.251350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.301350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.351350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.401350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.451350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.501350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.551350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.601350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.651350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.701300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.751350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.801350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.851350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.901350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195683.951300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.001350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.051350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.101350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.151350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.201300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.251350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.301350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.351300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.401350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.451300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.501350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.551350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.601300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.651350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.701300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.751300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.801350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.851300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.901350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195684.951300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.001300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.051350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.101300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.151350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.201300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.251300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.301350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.351300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.401300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.451300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.501300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.551350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.601300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.651300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.701300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.751300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.801350,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.851300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.901300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195685.951300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.001300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.051300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.101300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.151300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.201300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.251300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.301300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.351300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.401300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.451300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.501300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.551300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.601300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.651300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.701300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.751300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.801300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.851300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.901300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195686.951300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.001300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.051300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.101300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.151300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.201300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.251300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.301300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.351300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.401300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.451300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.501300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.551300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.601300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.651300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.701300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.751300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.801300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.851300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.901300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195687.951300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.001300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.051300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.101300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.151300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.201300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.251300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.301300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.351300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.401300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.451300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.501300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.551300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.601300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.651300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.701300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.751300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.801300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.851300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.901300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195688.951300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.001300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.051300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.101300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.151300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.201300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.251300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.301250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.351300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.401300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.451300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.501300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.551250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.601300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.651300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.701250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.751300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.801250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.851300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.901300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195689.951250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.001300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.051250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.101300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.151300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.201250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.251300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.301250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.351250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.401300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.451250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.501300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.551250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.601250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.651300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.701250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.751250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.801250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.851250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.901300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195690.951250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.001250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.051250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.101250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.151300,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.201250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.251250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.301250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.351250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.401250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.451250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.501250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.551250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.601250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.651250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.701250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.751250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.801250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.851250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.901250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195691.951250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.001250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.051250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.101250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.151250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.201250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.251250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.301250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.351250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.401250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.451250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.501250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.551250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.601250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.651250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.701250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.751250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.801250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.851250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.901250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195692.951250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.001250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.051250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.101250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.151250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.201250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.251250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.301250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.351250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.401250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.451250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.501250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.551250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.601250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.651250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.701250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.751250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.801250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.851250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.901250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195693.951250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195694.001200,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
1751195694.051250,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000
