t,PDU_error_channels,PDU_12V_voltage,PDU_24V_voltage,PDU_5V_active,PDU_12V_active,pdu_active_channels
1751195528.251350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.301350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.351300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.401350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.451300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.501300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.551350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.601350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.701350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.751300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.801300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.851300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195528.901300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195528.951350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.001350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.051350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.151300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.201300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.251300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.301350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.351300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.401300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.451300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.501300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.601300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.651300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.701300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.751350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.801300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.851300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.901300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195529.951300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.051300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.101300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.151300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.201300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195530.251300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.301300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195530.351300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.401300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.501300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.551250,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.601300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.651300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.701300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.751300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.801250,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.851300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.901550,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195530.951300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.001300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195531.051250,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.101300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.151300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.201300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195531.251300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.301300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.351500,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.401300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.451250,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.501300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.551300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.601300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.651300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195531.701250,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.751300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.801500,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.851300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.901300,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195531.951300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.001300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.051300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.101300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.151300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.201300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.251500,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.301300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.351300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.401300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.451350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.501350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.551350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.601300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.651350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.701450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.751300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.801300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.851300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195532.901350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195532.951300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195533.001350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.051350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195533.101350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.151450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.201300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.251300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.301350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.351300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195533.401350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.451350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.501350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195533.551350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.601450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.651350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195533.701300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195533.751300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.801350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.851400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195533.901350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195533.951350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195534.001350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195534.051450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.101350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195534.151350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.201300,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.251300,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.301400,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.351400,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.401350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.451350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.501450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.551350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195534.601350,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.651350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.701400,0.000000,11.900000,NaN,-1.000000,-1.000000,1967.000000
1751195534.751350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1967.000000
1751195534.801400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.851400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1967.000000
1751195534.901350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195534.951400,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.001350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.051350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.101350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.151350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.201350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.251350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.301350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.351400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.401400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195535.451400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195535.501350,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195535.551350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.601400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.651350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.701400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195535.751350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.801350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.851400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195535.901350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195535.951400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.001350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195536.051400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.101400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195536.151350,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195536.201400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.251350,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195536.301400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195536.351400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.401450,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195536.451400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.501400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195536.551400,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195536.601400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.651400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195536.701400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.751400,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195536.801400,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195536.851450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195536.901400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195536.951400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195537.001450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195537.051400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195537.101400,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195537.151450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195537.201400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.251450,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195537.301400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.351450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195537.401400,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195537.451450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.501450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.551400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.601450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.651400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195537.701450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.751450,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195537.801400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195537.851450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195537.901400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195537.951450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.001400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.051450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195538.101450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.151400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.201450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.251400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.301450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.351450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195538.401400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.451450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.501450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.551450,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195538.601450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.651450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.701450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.751450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.801450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195538.851450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.901450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195538.951450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.001450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.051400,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.101450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.151450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.201500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.251450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.301400,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.351450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.401450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.451500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.501450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.551450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.601450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.651450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.701450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.751450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.801450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195539.851450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195539.901450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195539.951500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.001450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195540.051500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.101450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.151500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.201500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195540.251500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.301500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195540.351450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.401500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.451450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195540.501500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195540.551450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195540.601500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195540.651450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195540.701500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.751450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195540.801500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.851450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195540.901500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195540.951500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.001500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195541.051500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195541.101500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.151500,0.000000,11.900000,NaN,-1.000000,-1.000000,1966.000000
1751195541.201550,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195541.251500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.301500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.351500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.401450,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195541.451500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.501450,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195541.551500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.601450,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.651500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.701650,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195541.751550,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195541.801500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195541.851550,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195541.901500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195541.951550,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.001500,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195542.051550,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195542.101500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.151600,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.201500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195542.251550,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.301500,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.351550,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.401500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195542.451550,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195542.501500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195542.551550,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
1751195542.601600,0.000000,11.900000,25.550000,-1.000000,-1.000000,1966.000000
1751195542.651550,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195542.701500,0.000000,11.900000,25.450000,-1.000000,-1.000000,1966.000000
1751195542.751550,0.000000,11.900000,25.500000,-1.000000,-1.000000,1966.000000
