t,sensor_spring_travel_fr,sensor_spring_travel_fl,sensor_brake_temp_fr,sensor_brake_temp_fl
1751195975.812350,61.219800,65.615400,0.000000,0.000000
1751195975.862100,60.926400,65.541600,0.000000,0.000000
1751195975.912250,60.634800,65.444400,0.000000,0.000000
1751195975.962150,61.146000,65.615400,0.000000,0.000000
1751195976.011950,61.196400,65.176200,0.000000,0.000000
1751195976.061850,61.367400,64.980000,0.000000,0.000000
1751195976.112100,61.561800,65.273400,0.000000,0.000000
1751195976.162000,61.342200,65.053800,0.000000,0.000000
1751195976.212150,61.439400,65.518200,0.000000,0.000000
1751195976.261950,61.390800,65.566800,0.000000,0.000000
1751195976.312200,61.342200,65.592000,0.000000,0.000000
1751195976.362050,61.074000,65.592000,0.000000,0.000000
1751195976.412450,61.000200,65.592000,0.000000,0.000000
1751195976.462200,61.146000,65.615400,0.000000,0.000000
1751195976.512050,61.367400,65.592000,0.000000,0.000000
1751195976.562150,61.342200,65.224800,0.000000,0.000000
1751195976.612200,61.048800,65.030400,0.000000,0.000000
1751195976.662400,61.025400,65.541600,0.000000,0.000000
1751195976.712300,60.732000,65.957400,0.000000,0.000000
1751195976.762100,59.902200,66.153600,0.000000,0.000000
1751195976.812150,60.732000,66.079800,0.000000,0.000000
1751195976.862450,60.805800,65.347200,0.000000,0.000000
1751195976.912100,61.074000,64.639800,0.000000,0.000000
1751195976.962200,61.416000,64.053000,0.000000,0.000000
1751195977.012000,61.830000,63.394200,0.000000,0.000000
1751195977.062150,62.391600,63.491400,0.000000,0.000000
1751195977.112450,62.562600,63.295200,0.000000,0.000000
1751195977.161950,62.710200,62.733600,0.000000,0.000000
1751195977.212200,63.223200,62.294400,0.000000,0.000000
1751195977.262400,63.271800,61.929000,0.000000,0.000000
1751195977.312450,63.343800,61.513200,0.000000,0.000000
1751195977.362200,64.150200,61.684200,0.000000,0.000000
1751195977.412400,64.198800,61.903800,0.000000,0.000000
1751195977.461950,63.637200,61.416000,0.000000,0.000000
1751195977.512100,63.124200,61.439400,0.000000,0.000000
1751195977.561950,63.295200,61.684200,0.000000,0.000000
1751195977.611950,63.613800,62.001000,0.000000,0.000000
1751195977.662200,63.246600,62.074800,0.000000,0.000000
1751195977.712150,63.442800,61.929000,0.000000,0.000000
1751195977.762150,63.417600,61.488000,0.000000,0.000000
1751195977.812400,63.198000,61.196400,0.000000,0.000000
1751195977.862050,63.320400,61.758000,0.000000,0.000000
1751195977.912500,62.856000,61.709400,0.000000,0.000000
1751195977.962450,62.539200,62.807400,0.000000,0.000000
1751195978.012500,61.048800,64.395000,0.000000,0.000000
1751195978.061850,59.560200,65.592000,0.000000,0.000000
1751195978.112500,58.777200,65.982600,0.000000,0.000000
1751195978.162200,58.069800,66.250800,0.000000,0.000000
1751195978.212200,57.704400,66.738600,0.000000,0.000000
1751195978.262100,57.850200,66.616200,0.000000,0.000000
1751195978.312150,58.582800,66.177000,0.000000,0.000000
1751195978.362100,59.461200,65.615400,0.000000,0.000000
1751195978.412150,59.583600,65.127600,0.000000,0.000000
1751195978.462300,60.535800,64.540800,0.000000,0.000000
1751195978.512200,61.561800,64.150200,0.000000,0.000000
1751195978.562200,62.807400,62.001000,0.000000,0.000000
1751195978.612450,62.587800,60.438600,0.000000,0.000000
1751195978.662250,62.391600,60.706800,0.000000,0.000000
1751195978.712050,62.758800,61.538400,0.000000,0.000000
1751195978.762350,62.832600,61.610400,0.000000,0.000000
1751195978.812400,62.636400,61.416000,0.000000,0.000000
1751195978.862450,62.856000,61.342200,0.000000,0.000000
1751195978.912000,62.832600,61.219800,0.000000,0.000000
1751195978.962200,63.124200,60.976800,0.000000,0.000000
1751195979.012250,63.588600,60.096600,0.000000,0.000000
1751195979.062250,63.565200,59.412600,0.000000,0.000000
1751195979.112500,63.808200,59.241600,0.000000,0.000000
1751195979.162150,64.321200,59.095800,0.000000,0.000000
1751195979.212050,64.711800,58.386600,0.000000,0.000000
1751195979.262200,64.369800,58.044600,0.000000,0.000000
1751195979.312600,64.198800,58.631400,0.000000,0.000000
1751195979.362000,64.004400,59.535000,0.000000,0.000000
1751195979.412100,63.711000,60.145200,0.000000,0.000000
1751195979.462250,63.198000,59.925600,0.000000,0.000000
1751195979.512300,63.003600,60.390000,0.000000,0.000000
1751195979.562100,63.466200,60.805800,0.000000,0.000000
1751195979.612350,62.856000,59.999400,0.000000,0.000000
1751195979.662500,62.953200,60.170400,0.000000,0.000000
1751195979.712450,63.003600,61.342200,0.000000,0.000000
1751195979.762000,62.391600,61.416000,0.000000,0.000000
1751195979.812050,62.271000,61.587000,0.000000,0.000000
1751195979.862200,61.709400,62.123400,0.000000,0.000000
1751195979.912100,61.587000,62.172000,0.000000,0.000000
1751195979.962450,61.538400,62.368200,0.000000,0.000000
1751195980.012000,61.439400,62.611200,0.000000,0.000000
1751195980.062400,61.416000,62.685000,0.000000,0.000000
1751195980.111950,61.390800,62.562600,0.000000,0.000000
1751195980.162100,61.245000,62.539200,0.000000,0.000000
