t,ams_temp_max_8,ams_temp_max_7,ams_temp_max_6,ams_temp_max_5,ams_temp_max_4,ams_temp_max_3,ams_temp_max_2,ams_temp_max_1
1751195523.770350,31.500000,-33.000000,31.500000,-37.500000,-35.500000,31.000000,31.000000,36.000000
1751195523.822700,31.500000,-29.500000,31.000000,-38.500000,-33.500000,31.000000,31.000000,36.000000
1751195523.875200,31.500000,-28.500000,31.000000,-37.000000,-33.000000,31.000000,31.000000,36.000000
1751195523.927750,31.500000,-31.500000,31.000000,-38.000000,-34.500000,31.000000,31.000000,36.000000
1751195523.980300,31.500000,-31.500000,31.000000,-37.000000,-34.500000,31.000000,31.000000,36.000000
1751195524.021500,31.500000,-29.000000,31.000000,-37.500000,-37.000000,31.000000,31.000000,36.000000
1751195524.073950,31.500000,-28.000000,31.000000,-36.500000,-35.000000,31.000000,31.000000,36.000000
1751195524.126550,31.500000,-31.000000,31.000000,-36.500000,-38.000000,31.000000,31.000000,36.000000
1751195524.179150,31.500000,-32.500000,31.000000,-38.000000,-36.500000,31.000000,31.000000,36.000000
1751195524.220450,31.500000,-28.500000,31.500000,-37.500000,-36.500000,31.000000,31.000000,36.000000
1751195524.272800,31.500000,-31.500000,31.000000,-38.000000,-37.500000,31.000000,31.000000,36.000000
1751195524.325250,31.500000,-31.000000,31.000000,-36.500000,-35.000000,31.000000,31.000000,36.000000
1751195524.377850,31.500000,-28.500000,31.000000,-38.000000,-34.500000,31.000000,31.000000,36.000000
1751195524.430400,31.500000,-31.000000,31.500000,-36.500000,-34.000000,31.000000,31.000000,36.000000
1751195524.471450,31.500000,-29.500000,31.000000,-39.000000,-37.000000,31.000000,31.000000,36.000000
1751195524.523950,31.500000,-29.500000,31.000000,-40.000000,-33.500000,31.000000,31.000000,36.000000
1751195524.576400,31.500000,-31.500000,31.000000,-39.000000,-36.000000,31.000000,31.000000,36.000000
1751195524.629000,31.500000,-29.500000,31.000000,-38.000000,-36.500000,31.000000,31.000000,36.000000
1751195524.670250,31.500000,-29.500000,31.000000,-40.000000,-36.500000,31.000000,31.000000,36.000000
1751195524.722650,31.500000,-30.500000,31.000000,-38.000000,-36.500000,31.000000,31.000000,36.000000
1751195524.775150,31.500000,-30.500000,31.000000,-40.000000,-35.500000,31.000000,31.000000,36.000000
1751195524.827700,31.500000,-29.000000,31.000000,87.500000,-35.000000,31.000000,31.000000,36.000000
1751195524.880250,31.500000,-29.000000,31.000000,-39.000000,-35.500000,31.000000,31.000000,36.000000
1751195524.921450,31.500000,-28.000000,31.000000,-40.000000,-36.000000,31.000000,31.000000,36.000000
1751195524.973900,31.500000,-30.500000,31.000000,-36.000000,-36.000000,31.000000,31.000000,36.000000
1751195525.026350,31.500000,-28.500000,31.500000,-37.500000,-35.000000,31.000000,31.000000,36.000000
1751195525.078900,31.500000,-28.000000,31.000000,-37.500000,-36.000000,31.000000,31.000000,36.000000
1751195525.120200,31.500000,-30.500000,31.000000,87.500000,-34.000000,31.000000,31.000000,36.000000
1751195525.172600,31.500000,-33.500000,31.000000,-38.000000,-34.000000,31.000000,31.000000,36.000000
1751195525.225050,31.500000,-29.500000,31.000000,-39.500000,-35.000000,31.000000,31.000000,36.000000
1751195525.277600,31.500000,-30.000000,31.000000,-38.000000,-34.500000,31.000000,31.000000,36.000000
1751195525.330150,31.500000,-29.000000,31.000000,-38.000000,-35.500000,31.000000,31.000000,36.000000
1751195525.371350,31.500000,-31.500000,31.000000,-39.500000,-35.000000,31.000000,31.000000,36.000000
1751195525.423850,31.500000,-32.000000,31.000000,-38.000000,-34.500000,31.000000,31.000000,36.000000
1751195525.476300,31.500000,-29.000000,31.000000,-36.000000,-38.500000,31.000000,31.000000,36.000000
1751195525.528850,31.500000,-28.000000,31.000000,-38.000000,-33.500000,31.000000,31.000000,36.000000
1751195525.570150,31.500000,-29.500000,31.000000,-38.000000,-34.500000,31.000000,31.000000,36.000000
1751195525.622550,31.500000,-30.500000,31.000000,-38.500000,-34.500000,31.000000,31.000000,36.000000
1751195525.675000,31.500000,-30.500000,31.000000,-38.000000,-37.000000,31.000000,31.000000,36.000000
1751195525.727550,31.500000,-29.000000,31.000000,-39.500000,-33.500000,31.000000,31.000000,36.000000
1751195525.780100,31.500000,-28.500000,31.000000,-40.000000,-36.000000,31.000000,31.000000,36.000000
1751195525.821300,31.500000,-32.000000,31.000000,-36.500000,-34.000000,31.000000,31.000000,36.000000
1751195525.873800,31.500000,-29.000000,31.000000,-36.500000,-34.500000,31.000000,31.000000,36.000000
1751195525.926350,31.500000,-29.000000,31.000000,-36.000000,-35.000000,31.000000,31.000000,36.000000
1751195525.978900,31.500000,-30.500000,31.000000,-38.500000,-34.500000,31.000000,31.000000,36.000000
1751195526.020150,31.500000,-32.500000,31.000000,-38.500000,-34.000000,31.000000,31.000000,36.000000
1751195526.072550,31.500000,-29.000000,31.000000,-38.000000,-34.000000,31.000000,31.000000,36.000000
1751195526.125050,31.500000,-30.500000,31.000000,-37.500000,-36.000000,31.000000,31.000000,36.000000
1751195526.177600,31.500000,-29.000000,31.000000,-36.500000,-34.500000,31.000000,31.000000,36.000000
1751195526.230150,31.500000,-28.500000,31.000000,-40.000000,-39.000000,31.000000,31.000000,36.000000
1751195526.271350,31.500000,-30.000000,31.000000,-39.500000,-36.000000,31.000000,31.000000,36.000000
1751195526.323800,31.500000,-30.000000,31.000000,-39.500000,-35.500000,31.000000,31.000000,36.000000
1751195526.376300,31.500000,-31.500000,31.000000,-36.500000,-35.500000,31.000000,31.000000,36.000000
1751195526.428850,31.500000,-29.500000,31.500000,-38.000000,-36.000000,31.000000,31.000000,36.000000
1751195526.470100,31.500000,-30.000000,31.000000,-37.000000,-36.000000,31.000000,31.000000,36.000000
1751195526.522500,31.500000,-30.000000,31.000000,-37.500000,-36.500000,31.000000,31.000000,36.000000
1751195526.574950,31.500000,-32.500000,31.000000,-38.000000,-35.500000,31.000000,31.000000,36.000000
1751195526.627500,31.500000,-30.500000,31.000000,87.500000,-36.500000,31.000000,31.000000,36.000000
1751195526.680100,31.500000,-28.000000,31.000000,-40.000000,-34.500000,31.000000,31.000000,36.000000
1751195526.721300,31.500000,-31.000000,31.000000,-38.000000,-36.500000,31.000000,31.000000,36.000000
1751195526.773750,31.500000,-28.500000,31.500000,-40.000000,-33.500000,31.000000,31.000000,36.000000
1751195526.826300,31.500000,-31.500000,31.500000,-36.000000,-33.000000,31.000000,31.000000,36.000000
1751195526.878900,31.500000,-32.500000,31.000000,-38.000000,-35.500000,31.000000,31.000000,36.000000
1751195526.920150,31.500000,-33.000000,31.000000,-37.000000,-37.000000,31.000000,31.000000,36.000000
1751195526.972550,31.500000,-31.500000,31.000000,-38.500000,-33.500000,31.000000,31.000000,36.000000
1751195527.025000,31.500000,-29.000000,31.000000,-39.000000,-34.000000,31.000000,31.000000,36.000000
1751195527.077600,31.500000,-30.500000,31.000000,-40.000000,-38.000000,31.000000,31.000000,36.000000
1751195527.130150,31.500000,-29.500000,31.000000,-39.000000,-36.000000,31.000000,31.000000,36.000000
1751195527.171350,31.500000,-32.500000,31.000000,-37.500000,-36.500000,31.000000,31.000000,36.000000
1751195527.223800,31.500000,-30.500000,31.500000,-36.500000,-35.000000,31.000000,31.000000,36.000000
1751195527.276300,31.500000,-32.500000,31.000000,-36.500000,-33.500000,31.000000,31.000000,36.000000
1751195527.328850,31.500000,-29.000000,31.000000,-38.000000,-35.000000,31.000000,31.000000,36.000000
1751195527.370100,31.500000,-30.500000,31.000000,-37.000000,-38.500000,31.000000,31.000000,36.000000
1751195527.422500,31.500000,-32.500000,31.000000,-38.000000,-37.500000,31.000000,31.000000,36.000000
1751195527.474950,31.500000,-28.500000,31.000000,-38.500000,-34.000000,31.000000,31.000000,36.000000
1751195527.527500,31.500000,-32.000000,31.000000,-39.000000,-33.500000,31.000000,31.000000,36.000000
