t,Daughter_6_T_8,Daughter_6_T_7,Daughter_6_T_6,Daughter_6_T_5,Daughter_6_T_4,Daughter_6_T_3,Daughter_6_T_2,Daughter_6_T_1
1751195521.176500,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195521.229050,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195521.281550,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.322800,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195521.375350,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.427900,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.480400,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.521600,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195521.574100,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.626600,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.679150,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.731650,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195521.772900,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195521.825400,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195521.877950,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195521.930550,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195521.971700,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195522.024200,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.076650,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.129250,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195522.181700,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.223000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.275450,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.327950,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195522.380500,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195522.421700,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.474200,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.526650,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.579200,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.631650,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.672950,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.725450,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195522.777900,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.830450,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.871650,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195522.924150,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195522.976600,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.029150,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.081600,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.122900,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.175350,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.227950,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.280500,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.321700,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.374200,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195523.426650,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.479200,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.531700,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.572950,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195523.625450,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.678050,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195523.730600,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.771800,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195523.824250,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.876700,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195523.929250,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195523.981750,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.023050,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.075500,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.128100,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195524.180650,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.221850,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195524.274300,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.326800,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.379350,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.431800,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195524.473000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.525450,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.577950,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.630500,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195524.671700,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.724200,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195524.776650,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.829200,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.881700,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195524.922950,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195524.975400,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.027900,31.000000,31.000000,31.000000,31.500000,31.000000,31.000000,31.000000,31.000000
1751195525.080450,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195525.121650,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.174100,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.226550,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.279150,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.331550,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.372850,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.425350,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.477800,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.530400,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.571550,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000
1751195525.624000,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.676500,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.729050,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.781500,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.822800,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000
1751195525.875250,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
1751195525.927850,31.000000,31.000000,31.000000,31.000000,30.500000,31.000000,30.500000,31.000000
