t,PDU_CH8_current,PDU_CH7_current,PDU_CH6_current,PDU_CH5_current,PDU_CH4_current,PDU_CH3_current,PDU_CH2_current,PDU_CH1_current
1751195525.401650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.451650,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.551650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.601600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.651450,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.701650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.751450,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.801650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.851650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.901600,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195525.951650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.001600,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.051650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.101600,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.151650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.201650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.251600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.301650,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.351600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.401650,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.451650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.501600,1.880000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.551600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.601600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.651650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.701600,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.751650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.801650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.851700,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.901600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195526.951650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.001600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.051600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.101600,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.151650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.201650,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.251600,1.960000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
1751195527.301650,1.920000,0.000000,0.000000,0.000000,0.120000,0.120000,0.120000,0.000000
