t,ams_temp_min_9
1751195530.321000,31.000000
1751195530.373450,31.000000
1751195530.425950,31.000000
1751195530.478500,31.000000
1751195530.519800,31.000000
1751195530.572200,31.000000
1751195530.624650,31.000000
1751195530.677250,31.000000
1751195530.729800,31.000000
1751195530.770950,31.000000
1751195530.823450,31.000000
1751195530.876000,31.000000
1751195530.928550,31.000000
1751195530.969900,31.000000
1751195531.022250,31.000000
1751195531.074700,31.000000
1751195531.127300,31.000000
1751195531.179850,31.000000
1751195531.221050,31.000000
1751195531.273550,31.000000
1751195531.326000,31.000000
1751195531.378550,31.000000
1751195531.419850,31.000000
1751195531.472250,31.000000
1751195531.524700,31.000000
1751195531.577250,31.000000
1751195531.629850,31.000000
1751195531.671000,31.000000
1751195531.723500,31.000000
1751195531.775950,31.000000
1751195531.828550,31.000000
1751195531.869850,31.000000
1751195531.922200,31.000000
1751195531.974650,31.000000
1751195532.027250,31.000000
1751195532.079850,31.000000
1751195532.121050,31.000000
1751195532.173500,31.000000
1751195532.226000,31.000000
1751195532.278550,31.000000
1751195532.319800,31.000000
1751195532.372200,31.000000
1751195532.424700,31.000000
1751195532.477250,31.000000
1751195532.529800,31.000000
1751195532.571000,31.000000
1751195532.623450,31.000000
1751195532.675950,31.000000
1751195532.728500,31.000000
1751195532.769800,31.000000
1751195532.822200,31.000000
1751195532.874650,31.000000
1751195532.927250,31.000000
1751195532.979850,31.000000
1751195533.021050,31.000000
1751195533.073500,31.000000
1751195533.126000,31.000000
1751195533.178550,31.000000
1751195533.219800,31.000000
1751195533.272200,29.000000
1751195533.324650,31.000000
1751195533.377250,31.000000
1751195533.429800,31.000000
1751195533.471000,31.000000
1751195533.523450,31.000000
1751195533.575950,28.500000
1751195533.628500,31.000000
1751195533.669750,31.000000
1751195533.722150,31.000000
1751195533.774650,31.000000
1751195533.827200,31.000000
1751195533.879750,31.000000
1751195533.920950,31.000000
1751195533.973400,31.000000
1751195534.025900,31.000000
1751195534.078450,31.000000
1751195534.119750,28.500000
1751195534.172100,31.000000
1751195534.224600,31.000000
1751195534.277200,31.000000
1751195534.329750,31.000000
1751195534.370950,31.000000
1751195534.423400,31.000000
1751195534.475900,31.000000
1751195534.528450,31.000000
1751195534.569750,31.000000
1751195534.622150,31.000000
1751195534.674600,31.000000
1751195534.727150,31.000000
1751195534.779700,31.000000
1751195534.820900,31.000000
1751195534.873400,31.000000
1751195534.925900,31.000000
1751195534.978450,31.000000
1751195535.019750,31.000000
1751195535.072150,31.000000
1751195535.124600,31.000000
1751195535.177200,30.500000
1751195535.229800,31.000000
1751195535.270950,30.500000
1751195535.323450,31.000000
1751195535.376000,31.000000
1751195535.428600,31.000000
1751195535.469900,31.000000
1751195535.522300,31.000000
1751195535.574750,31.000000
1751195535.627300,31.000000
1751195535.679850,31.000000
1751195535.721000,31.000000
1751195535.773450,31.000000
1751195535.826050,31.000000
1751195535.878650,31.000000
1751195535.919900,31.000000
1751195535.972300,31.000000
1751195536.024750,30.000000
1751195536.077350,31.000000
1751195536.129900,31.000000
1751195536.171000,31.000000
1751195536.223450,31.000000
1751195536.276050,31.000000
1751195536.328650,31.000000
1751195536.369950,31.000000
1751195536.422350,31.000000
1751195536.474850,31.000000
1751195536.527450,31.000000
1751195536.580000,31.000000
1751195536.621100,31.000000
1751195536.673600,31.000000
1751195536.726150,31.000000
1751195536.778700,31.000000
1751195536.820000,31.000000
1751195536.872400,31.000000
1751195536.924950,31.000000
1751195536.977300,31.000000
1751195537.029900,31.000000
1751195537.070950,31.000000
1751195537.123450,30.500000
1751195537.176050,31.000000
1751195537.228650,31.000000
1751195537.269950,31.000000
1751195537.322350,31.000000
1751195537.374850,31.000000
1751195537.427450,31.000000
1751195537.479800,31.000000
1751195537.520900,31.000000
1751195537.573400,30.500000
1751195537.626000,31.000000
1751195537.678550,31.000000
1751195537.719850,31.000000
1751195537.772250,31.000000
1751195537.824750,31.000000
1751195537.877300,31.000000
1751195537.929900,31.000000
1751195537.971000,31.000000
1751195538.023500,31.000000
1751195538.076100,31.000000
1751195538.128650,31.000000
1751195538.169950,31.000000
1751195538.222350,31.000000
1751195538.274850,31.000000
1751195538.327400,31.000000
1751195538.379800,31.000000
1751195538.420900,31.000000
1751195538.473350,31.000000
1751195538.525850,31.000000
1751195538.578450,31.000000
1751195538.619700,31.000000
1751195538.672100,31.000000
1751195538.724600,31.000000
1751195538.777150,31.000000
1751195538.829750,31.000000
1751195538.870850,30.000000
1751195538.923300,31.000000
1751195538.975800,31.000000
1751195539.028400,31.000000
1751195539.069650,31.000000
1751195539.122050,31.000000
1751195539.174550,31.000000
1751195539.227150,31.000000
1751195539.279700,31.000000
1751195539.320800,31.000000
1751195539.373300,31.000000
1751195539.425800,31.000000
1751195539.478350,31.000000
1751195539.519600,31.000000
1751195539.572000,31.000000
1751195539.624500,31.000000
1751195539.677050,31.000000
1751195539.729600,31.000000
1751195539.770850,31.000000
1751195539.823300,31.000000
1751195539.875750,31.000000
1751195539.928350,31.000000
1751195539.969650,31.000000
1751195540.022050,30.500000
1751195540.074500,31.000000
1751195540.127100,31.000000
1751195540.179650,31.000000
1751195540.220850,31.000000
1751195540.273300,31.000000
1751195540.325800,31.000000
1751195540.378400,31.000000
1751195540.419700,31.000000
1751195540.472050,31.000000
1751195540.524500,31.000000
1751195540.577100,31.000000
1751195540.629650,31.000000
1751195540.670850,31.000000
1751195540.723350,31.000000
1751195540.775950,31.000000
1751195540.828500,31.000000
1751195540.869800,31.000000
1751195540.922200,31.000000
1751195540.974650,31.000000
1751195541.027200,31.000000
1751195541.079800,31.000000
1751195541.120900,31.000000
1751195541.173350,31.000000
1751195541.225950,31.000000
1751195541.278550,31.000000
1751195541.319800,31.000000
1751195541.372150,31.000000
1751195541.424650,31.000000
1751195541.477250,31.000000
1751195541.529800,30.500000
1751195541.570900,31.000000
1751195541.623400,31.000000
1751195541.676000,31.000000
1751195541.728550,31.000000
1751195541.769850,30.500000
1751195541.822200,30.500000
1751195541.874700,31.000000
1751195541.927300,31.000000
1751195541.979850,31.000000
1751195542.020900,31.000000
1751195542.073450,31.000000
1751195542.126000,31.000000
1751195542.178600,31.000000
1751195542.219900,31.000000
1751195542.272300,31.000000
1751195542.324750,31.000000
1751195542.377150,31.000000
1751195542.429750,31.000000
1751195542.470850,31.000000
1751195542.523350,31.000000
1751195542.575950,31.000000
1751195542.628500,31.000000
1751195542.669850,31.000000
1751195542.722200,31.000000
1751195542.774700,31.000000
1751195542.827300,31.000000
1751195542.879900,31.000000
1751195542.920950,31.000000
1751195542.973450,31.000000
1751195543.025900,31.000000
1751195543.078500,31.000000
1751195543.119800,31.000000
1751195543.172200,31.000000
1751195543.224600,31.000000
1751195543.277200,31.000000
1751195543.329750,31.000000
1751195543.370850,30.000000
1751195543.423350,31.000000
1751195543.475950,31.000000
1751195543.528500,31.000000
1751195543.569800,31.000000
1751195543.622200,30.500000
1751195543.674700,31.000000
1751195543.727250,31.000000
1751195543.779850,31.000000
1751195543.820950,31.000000
1751195543.873450,31.000000
1751195543.925950,31.000000
1751195543.978350,31.000000
1751195544.019650,31.000000
1751195544.072050,31.000000
1751195544.124550,31.000000
1751195544.177100,31.000000
1751195544.229750,31.000000
1751195544.270850,30.500000
1751195544.323350,31.000000
1751195544.375950,31.000000
1751195544.428550,31.000000
1751195544.469850,31.000000
1751195544.522250,31.000000
1751195544.574750,31.000000
1751195544.627150,31.000000
1751195544.679700,30.500000
1751195544.720800,31.000000
1751195544.773300,31.000000
1751195544.825950,31.000000
1751195544.878550,31.000000
1751195544.919900,31.000000
1751195544.972500,31.000000
1751195545.025050,31.000000
1751195545.077750,31.000000
1751195545.130350,31.000000
1751195545.171650,31.000000
1751195545.224250,31.000000
1751195545.277000,31.000000
1751195545.329700,31.000000
1751195545.370900,31.000000
1751195545.423500,31.000000
1751195545.476100,31.000000
1751195545.528600,31.000000
1751195545.569750,31.000000
1751195545.622150,31.000000
1751195545.674650,31.000000
1751195545.727100,31.000000
1751195545.779650,31.000000
1751195545.820800,31.000000
1751195545.873300,31.000000
1751195545.925950,31.000000
1751195545.978300,31.000000
1751195546.030750,31.000000
1751195546.072000,31.000000
1751195546.124500,31.000000
1751195546.177050,31.000000
1751195546.229600,31.000000
1751195546.270700,31.000000
1751195546.323200,30.500000
1751195546.375800,31.000000
1751195546.428400,31.000000
1751195546.469750,31.000000
1751195546.522100,31.000000
1751195546.574550,31.000000
1751195546.627150,31.000000
1751195546.679750,31.000000
1751195546.720850,31.000000
1751195546.773300,31.000000
1751195546.825950,31.000000
1751195546.878300,31.000000
1751195546.930750,31.000000
1751195546.972000,31.000000
1751195547.024500,31.000000
1751195547.077050,31.000000
1751195547.129650,31.000000
1751195547.170700,31.000000
1751195547.223250,31.000000
1751195547.275800,31.000000
1751195547.328450,31.000000
1751195547.369750,31.000000
1751195547.422100,31.000000
1751195547.474600,31.000000
1751195547.527150,31.000000
1751195547.579700,31.000000
1751195547.620800,31.000000
1751195547.673300,31.000000
1751195547.725850,31.000000
1751195547.778450,31.000000
1751195547.819750,31.000000
1751195547.872300,31.000000
1751195547.924750,31.000000
1751195547.977150,31.000000
1751195548.029750,31.000000
1751195548.070850,31.000000
1751195548.123300,31.000000
1751195548.175900,31.000000
1751195548.228250,31.000000
1751195548.280750,31.000000
1751195548.321950,31.000000
1751195548.374400,31.000000
1751195548.427000,31.000000
1751195548.479600,31.000000
1751195548.520650,31.000000
1751195548.573150,31.000000
1751195548.625750,31.000000
1751195548.678350,31.000000
1751195548.730750,31.000000
1751195548.772000,31.000000
1751195548.824500,31.000000
1751195548.877100,31.000000
1751195548.929650,31.000000
1751195548.970700,31.000000
1751195549.023200,31.000000
1751195549.075800,31.000000
1751195549.128350,31.000000
1751195549.180800,31.000000
1751195549.222050,31.000000
1751195549.274550,31.000000
1751195549.327150,31.000000
1751195549.379500,31.000000
1751195549.420700,31.000000
1751195549.473200,31.000000
1751195549.525800,31.000000
1751195549.578400,31.000000
1751195549.630850,31.000000
1751195549.672050,31.000000
1751195549.724550,31.000000
1751195549.777100,31.000000
1751195549.829700,31.000000
1751195549.870750,31.000000
1751195549.923200,31.000000
1751195549.975850,31.000000
1751195550.028250,31.000000
1751195550.080700,31.000000
1751195550.121900,31.000000
1751195550.174400,31.000000
1751195550.226950,31.000000
1751195550.279500,31.000000
1751195550.320600,31.000000
1751195550.373100,31.000000
1751195550.425700,31.000000
1751195550.478250,31.000000
1751195550.530700,31.000000
1751195550.571950,31.000000
1751195550.624400,31.000000
1751195550.677000,31.000000
1751195550.729600,31.000000
1751195550.770650,31.000000
1751195550.823150,31.000000
1751195550.875750,31.000000
1751195550.928350,30.500000
1751195550.980800,31.000000
1751195551.022000,30.500000
1751195551.074500,31.000000
1751195551.127050,31.000000
1751195551.179650,31.000000
1751195551.220750,31.000000
1751195551.273200,31.000000
1751195551.325800,31.000000
1751195551.378200,31.000000
1751195551.430650,31.000000
1751195551.471850,31.000000
1751195551.524350,31.000000
1751195551.576950,31.000000
1751195551.629500,31.000000
1751195551.670600,31.000000
1751195551.723100,31.000000
1751195551.775650,31.000000
1751195551.828250,31.000000
1751195551.880700,31.000000
1751195551.921900,31.000000
1751195551.974400,31.000000
1751195552.026950,31.000000
1751195552.079550,31.000000
1751195552.120600,31.000000
1751195552.173100,31.000000
1751195552.225700,31.000000
1751195552.278300,31.000000
1751195552.330750,31.000000
1751195552.371900,31.000000
1751195552.424400,31.000000
1751195552.477000,31.000000
1751195552.529550,31.000000
1751195552.570650,31.000000
1751195552.623100,31.000000
1751195552.675700,31.000000
1751195552.728350,31.000000
1751195552.780800,31.000000
1751195552.822000,31.000000
1751195552.874500,31.000000
1751195552.926900,31.000000
1751195552.979450,31.000000
1751195553.020550,31.000000
1751195553.073050,31.000000
1751195553.125650,30.500000
1751195553.178300,30.000000
1751195553.230750,31.000000
1751195553.271950,31.000000
1751195553.324450,31.000000
1751195553.377000,31.000000
1751195553.429600,31.000000
1751195553.470650,31.000000
1751195553.523150,31.000000
1751195553.575750,31.000000
1751195553.628150,31.000000
1751195553.680600,31.000000
1751195553.721800,31.000000
1751195553.774300,31.000000
1751195553.826850,31.000000
1751195553.879450,31.000000
1751195553.920550,31.000000
1751195553.973050,31.000000
1751195554.025650,31.000000
1751195554.078200,31.000000
1751195554.130700,31.000000
1751195554.171900,31.000000
1751195554.224400,31.000000
1751195554.276950,31.000000
1751195554.329550,31.000000
1751195554.370650,31.000000
1751195554.423150,31.000000
1751195554.475700,31.000000
1751195554.528100,31.000000
1751195554.580550,31.000000
1751195554.621700,31.000000
1751195554.674200,31.000000
1751195554.726750,31.000000
1751195554.779300,31.000000
1751195554.820550,31.000000
1751195554.873000,31.000000
1751195554.925600,31.000000
1751195554.978200,30.500000
1751195555.030650,31.000000
1751195555.071800,31.000000
1751195555.124300,31.000000
1751195555.176900,31.000000
1751195555.229450,31.000000
1751195555.270550,31.000000
1751195555.323050,31.000000
1751195555.375650,31.000000
1751195555.428200,31.000000
1751195555.480700,31.000000
1751195555.521900,31.000000
1751195555.574400,31.000000
1751195555.627000,31.000000
1751195555.679350,31.000000
1751195555.720500,31.000000
1751195555.773000,31.000000
1751195555.825600,31.000000
1751195555.878200,31.000000
1751195555.930650,31.000000
1751195555.971850,31.000000
1751195556.024400,31.000000
1751195556.076950,31.000000
1751195556.129500,31.000000
1751195556.170600,31.000000
1751195556.223100,31.000000
1751195556.275650,31.000000
1751195556.328050,31.000000
1751195556.380500,31.000000
1751195556.421700,31.000000
1751195556.474200,31.000000
1751195556.526800,31.000000
1751195556.579400,31.000000
1751195556.620500,31.000000
1751195556.672950,31.000000
1751195556.725600,31.000000
1751195556.778250,31.000000
1751195556.830700,30.500000
1751195556.871900,31.000000
1751195556.924400,31.000000
1751195556.976800,31.000000
1751195557.029400,31.000000
1751195557.070500,31.000000
1751195557.123000,31.000000
1751195557.175600,31.000000
1751195557.228200,31.000000
1751195557.280650,31.000000
1751195557.321850,31.000000
1751195557.374400,31.000000
1751195557.426750,31.000000
1751195557.479350,31.000000
1751195557.520400,31.000000
1751195557.572900,31.000000
1751195557.625500,31.000000
1751195557.678100,31.000000
1751195557.730550,31.000000
1751195557.771750,31.000000
1751195557.824250,31.000000
1751195557.876850,31.000000
1751195557.929450,31.000000
1751195557.970500,31.000000
1751195558.023050,31.000000
1751195558.075650,31.000000
1751195558.128050,31.000000
1751195558.180550,31.000000
1751195558.221750,31.000000
1751195558.274300,31.000000
1751195558.326900,31.000000
1751195558.379300,31.000000
1751195558.420400,31.000000
1751195558.472850,31.000000
1751195558.525500,31.000000
1751195558.578100,31.000000
1751195558.630600,31.000000
1751195558.671800,31.000000
1751195558.724300,31.000000
1751195558.776950,31.000000
1751195558.829400,31.000000
1751195558.870550,31.000000
1751195558.923150,31.000000
1751195558.975750,31.000000
1751195559.028250,31.000000
1751195559.080800,31.000000
1751195559.122150,31.000000
1751195559.174750,31.000000
1751195559.227500,31.000000
1751195559.280200,31.000000
1751195559.321550,31.000000
1751195559.374100,31.000000
1751195559.426750,31.000000
1751195559.479350,31.000000
1751195559.520550,31.000000
1751195559.573050,31.000000
1751195559.625650,31.000000
1751195559.678050,31.000000
1751195559.730550,31.000000
1751195559.771800,31.000000
1751195559.824300,30.500000
1751195559.876900,31.000000
1751195559.929300,31.000000
1751195559.970400,31.000000
1751195560.022900,31.000000
1751195560.075500,31.000000
1751195560.128100,31.000000
1751195560.180550,31.000000
1751195560.221750,31.000000
1751195560.274250,30.500000
1751195560.326800,31.000000
1751195560.379400,31.000000
1751195560.420500,31.000000
1751195560.473000,31.000000
1751195560.525600,31.000000
1751195560.577950,31.000000
1751195560.630450,31.000000
1751195560.671650,31.000000
1751195560.724150,31.000000
1751195560.776750,31.000000
1751195560.829300,31.000000
1751195560.870400,31.000000
1751195560.922900,31.000000
1751195560.975500,30.500000
1751195561.028100,31.000000
1751195561.080550,31.000000
1751195561.121750,31.000000
1751195561.174250,31.000000
1751195561.226850,31.000000
1751195561.279400,31.000000
1751195561.320550,31.000000
1751195561.373050,31.000000
1751195561.425550,31.000000
1751195561.478100,31.000000
1751195561.530600,31.000000
1751195561.571800,31.000000
1751195561.624300,31.000000
1751195561.676650,31.000000
1751195561.729300,31.000000
1751195561.770400,31.000000
1751195561.822900,31.000000
1751195561.875500,31.000000
1751195561.928100,31.000000
1751195561.980550,31.000000
1751195562.021900,31.000000
1751195562.074350,31.000000
1751195562.126750,31.000000
1751195562.179350,31.000000
1751195562.220450,31.000000
1751195562.272900,31.000000
1751195562.325450,31.000000
1751195562.378050,31.000000
1751195562.430500,31.000000
1751195562.471750,31.000000
1751195562.524250,31.000000
1751195562.576600,31.000000
1751195562.629200,31.000000
1751195562.670300,31.000000
1751195562.722800,31.000000
1751195562.775400,31.000000
1751195562.828050,31.000000
1751195562.880500,31.000000
1751195562.921700,31.000000
1751195562.974200,31.000000
1751195563.026800,31.000000
1751195563.079200,31.000000
1751195563.120350,31.000000
1751195563.172850,31.000000
1751195563.225500,31.000000
1751195563.278100,31.000000
1751195563.330550,31.000000
1751195563.371800,31.000000
1751195563.424300,31.000000
1751195563.476700,31.000000
1751195563.529300,31.000000
1751195563.570350,31.000000
1751195563.622900,31.000000
1751195563.675500,31.000000
1751195563.727950,31.000000
1751195563.780450,31.000000
1751195563.821650,31.000000
1751195563.874150,31.000000
1751195563.926750,31.000000
1751195563.979350,31.000000
1751195564.020450,31.000000
1751195564.072950,31.000000
1751195564.125450,31.000000
1751195564.178100,31.000000
1751195564.230550,31.000000
1751195564.271750,31.000000
1751195564.324250,31.000000
1751195564.376600,31.000000
1751195564.429250,31.000000
1751195564.470300,31.000000
1751195564.522850,31.000000
1751195564.575450,31.000000
1751195564.627850,31.000000
1751195564.680350,31.000000
1751195564.721550,31.000000
1751195564.774050,31.000000
1751195564.826700,31.000000
1751195564.879300,31.000000
1751195564.920400,31.000000
1751195564.972900,31.000000
1751195565.025400,31.000000
1751195565.078050,31.000000
1751195565.130500,31.000000
1751195565.171700,31.000000
1751195565.224250,31.000000
1751195565.276650,31.000000
1751195565.329200,31.000000
1751195565.370350,31.000000
1751195565.422800,31.000000
1751195565.475450,31.000000
1751195565.527850,31.000000
1751195565.580300,31.000000
1751195565.621500,31.000000
1751195565.674050,31.000000
1751195565.726600,31.000000
1751195565.779200,31.000000
1751195565.820300,31.000000
1751195565.872800,31.000000
1751195565.925400,31.000000
1751195565.978050,31.000000
1751195566.030450,31.000000
1751195566.071700,31.000000
1751195566.124200,31.000000
1751195566.176550,31.000000
1751195566.229150,31.000000
1751195566.270250,31.000000
1751195566.322750,31.000000
1751195566.375350,31.000000
1751195566.428000,31.000000
1751195566.480450,31.000000
1751195566.521650,31.000000
1751195566.574150,31.000000
1751195566.626750,31.000000
1751195566.679150,31.000000
1751195566.720250,31.000000
1751195566.772750,31.000000
1751195566.825400,31.000000
1751195566.878000,31.000000
1751195566.930250,31.000000
1751195566.971500,31.000000
1751195567.024000,31.000000
1751195567.076550,31.000000
1751195567.129150,31.000000
1751195567.170250,31.000000
1751195567.222750,31.000000
1751195567.275350,31.000000
1751195567.327900,31.000000
1751195567.380400,31.000000
1751195567.421600,31.000000
1751195567.474100,31.000000
1751195567.526650,31.000000
1751195567.579000,31.000000
1751195567.620250,31.000000
1751195567.672750,31.000000
1751195567.725350,31.000000
1751195567.777950,31.000000
1751195567.830400,31.000000
1751195567.871650,31.000000
1751195567.924150,30.500000
1751195567.976550,31.000000
1751195568.029150,31.000000
1751195568.070250,31.000000
1751195568.122750,31.000000
1751195568.175400,31.000000
1751195568.227950,31.000000
1751195568.280450,31.000000
1751195568.321650,31.000000
1751195568.374200,30.500000
1751195568.426500,31.000000
1751195568.479100,31.000000
1751195568.520200,31.000000
1751195568.572700,31.000000
1751195568.625350,31.000000
1751195568.677950,31.000000
1751195568.730450,31.000000
1751195568.771650,31.000000
1751195568.824150,31.000000
1751195568.876550,31.000000
1751195568.929150,31.000000
1751195568.970300,31.000000
1751195569.022750,31.000000
1751195569.075400,31.000000
1751195569.127750,31.000000
1751195569.180200,31.000000
1751195569.221450,31.000000
1751195569.273950,31.000000
1751195569.326500,31.000000
1751195569.379050,31.000000
1751195569.420150,31.000000
1751195569.472700,31.000000
1751195569.525300,31.000000
1751195569.577900,31.000000
1751195569.630400,31.000000
1751195569.671650,31.000000
1751195569.724100,31.000000
1751195569.776500,31.000000
1751195569.829100,31.000000
1751195569.870200,31.000000
1751195569.922650,31.000000
1751195569.975300,31.000000
1751195570.027850,31.000000
1751195570.080300,31.000000
1751195570.121550,31.000000
1751195570.174050,31.000000
1751195570.226600,31.000000
1751195570.279150,31.000000
1751195570.320300,31.000000
1751195570.372750,31.000000
1751195570.425300,31.000000
1751195570.477850,31.000000
1751195570.530350,31.000000
1751195570.571550,31.000000
1751195570.624050,31.000000
1751195570.676400,31.000000
1751195570.729000,31.000000
1751195570.770100,31.000000
1751195570.822600,31.000000
1751195570.875200,31.000000
1751195570.927800,31.000000
1751195570.980250,31.000000
1751195571.021500,31.000000
1751195571.073950,31.000000
1751195571.126600,31.000000
1751195571.179150,31.000000
1751195571.220300,31.000000
1751195571.272800,31.000000
1751195571.325300,31.000000
1751195571.377850,31.000000
1751195571.430350,31.000000
1751195571.471550,31.000000
1751195571.524100,31.000000
1751195571.576450,31.000000
1751195571.629050,30.000000
1751195571.670200,31.000000
1751195571.722700,31.000000
1751195571.775350,31.000000
1751195571.827750,31.000000
1751195571.880250,31.000000
1751195571.921500,31.000000
1751195571.973950,31.000000
1751195572.026600,31.000000
1751195572.079000,31.000000
1751195572.120100,31.000000
1751195572.172600,31.000000
1751195572.225200,31.000000
1751195572.277850,31.000000
1751195572.330300,31.000000
1751195572.371500,30.000000
1751195572.424050,31.000000
1751195572.476400,31.000000
1751195572.529000,31.000000
1751195572.570100,31.000000
1751195572.622600,31.000000
1751195572.675250,31.000000
1751195572.727800,31.000000
1751195572.780300,31.000000
1751195572.821550,31.000000
1751195572.874050,31.000000
1751195572.926450,31.000000
1751195572.979050,31.000000
1751195573.020150,31.000000
1751195573.072650,31.000000
1751195573.125300,31.000000
1751195573.177750,31.000000
1751195573.230200,31.000000
1751195573.271400,31.000000
1751195573.323950,31.000000
1751195573.376550,31.000000
1751195573.428950,31.000000
1751195573.470050,31.000000
1751195573.522600,31.000000
1751195573.575250,31.000000
1751195573.627850,31.000000
1751195573.680300,31.000000
1751195573.721550,31.000000
1751195573.774050,31.000000
1751195573.826400,31.000000
1751195573.879050,31.000000
1751195573.920100,31.000000
1751195573.972650,31.000000
1751195574.025250,31.000000
1751195574.077650,31.000000
1751195574.130150,31.000000
1751195574.171350,31.000000
1751195574.223950,31.000000
1751195574.276600,31.000000
1751195574.329050,31.000000
1751195574.370250,31.000000
1751195574.422900,31.000000
1751195574.475500,31.000000
1751195574.528300,31.000000
1751195574.580800,31.000000
1751195574.622150,31.000000
1751195574.674950,31.000000
1751195574.727650,31.000000
1751195574.780250,31.000000
1751195574.821550,31.000000
1751195574.874100,31.000000
