t,sensor_imu_yawrate,sensor_imu_velocity,sensor_imu_accel_y,sensor_imu_accel_x
1751195697.759050,0.000000,0.000000,0.000000,-0.003050
1751195697.809050,0.000000,0.000000,0.000000,-0.003050
1751195697.859200,0.000000,0.000000,0.000000,0.000000
1751195697.909250,0.000000,0.000000,0.000000,0.000000
1751195698.009250,0.000000,0.000000,0.000000,-0.003050
1751195698.109200,0.000000,0.000000,0.000000,0.000000
1751195698.159200,0.000000,0.000000,0.000000,0.000000
1751195698.209200,0.000000,0.000000,0.000000,0.000000
1751195698.309100,-0.009150,119.929050,0.000000,0.000000
1751195698.409100,-0.009150,119.929050,0.000000,0.000000
1751195698.459100,0.000000,0.000000,0.000000,0.000000
1751195698.559150,0.000000,0.000000,0.000000,69.753500
1751195698.659050,0.000000,0.000000,0.000000,-0.003050
1751195698.709150,0.000000,0.000000,0.000000,0.000000
1751195698.759200,0.000000,0.000000,0.000000,0.000000
1751195698.809050,0.000000,0.000000,0.000000,-0.003050
1751195698.859050,33.589650,0.000000,0.000000,0.000000
1751195698.909150,87.583800,0.000000,0.000000,0.000000
1751195699.059100,0.000000,0.000000,0.000000,0.000000
1751195699.109300,0.000000,0.000000,0.000000,0.000000
1751195699.159050,0.000000,0.000000,0.000000,-53.954500
1751195699.209050,0.000000,0.000000,0.000000,62.476200
1751195699.259100,0.000000,119.929050,0.000000,0.000000
1751195699.309100,0.000000,119.929050,0.000000,0.000000
1751195699.359150,0.000000,119.929050,0.000000,0.000000
1751195699.409150,0.000000,119.929050,0.000000,0.000000
1751195699.559150,-0.009150,0.000000,0.000000,0.000000
1751195699.609050,-0.009150,0.000000,0.000000,0.000000
1751195699.659100,0.000000,0.000000,0.000000,-0.003050
1751195699.709100,0.000000,0.000000,0.000000,0.000000
1751195699.759250,0.000000,0.000000,0.000000,0.000000
1751195699.909100,-0.009150,0.000000,0.000000,0.000000
1751195699.959100,-0.009150,0.000000,0.000000,0.000000
1751195700.009300,-0.009150,0.000000,0.000000,0.000000
1751195700.059100,0.000000,0.000000,0.000000,0.000000
1751195700.109100,0.000000,0.000000,0.000000,0.000000
1751195700.159100,0.000000,0.000000,0.000000,0.000000
1751195700.209150,0.000000,0.000000,0.000000,0.000000
1751195700.309150,128.228100,0.000000,0.000000,0.000000
1751195700.359050,128.228100,0.000000,0.000000,0.000000
1751195700.459100,0.000000,0.000000,0.000000,0.000000
1751195700.509100,0.000000,0.000000,0.000000,-0.003050
1751195700.559100,0.000000,0.000000,0.000000,-0.003050
1751195700.609050,0.000000,0.000000,0.000000,0.000000
1751195700.659100,0.000000,0.000000,0.000000,0.000000
1751195700.709300,0.000000,0.000000,0.000000,0.000000
1751195700.759100,0.000000,0.000000,0.000000,-0.003050
1751195700.809250,0.000000,0.000000,0.000000,0.000000
1751195700.859150,0.000000,0.000000,0.000000,0.000000
1751195700.959250,0.000000,0.000000,0.000000,-0.003050
1751195701.009100,0.000000,0.000000,0.000000,-0.003050
1751195701.059300,-0.009150,0.988200,0.000000,0.000000
1751195701.109150,-0.009150,0.988200,0.000000,0.000000
1751195701.159300,-0.009150,0.988200,0.000000,58.434950
1751195701.209150,-0.009150,0.988200,0.000000,0.000000
1751195701.259200,0.000000,0.000000,0.000000,-0.003050
1751195701.309350,0.000000,0.000000,0.000000,0.000000
1751195701.409300,0.000000,0.000000,0.000000,0.000000
1751195701.459150,0.000000,0.000000,0.000000,-0.003050
1751195701.509100,0.000000,0.000000,0.000000,-0.003050
1751195701.559350,0.000000,0.000000,0.000000,0.000000
1751195701.609100,0.000000,0.000000,0.000000,0.000000
1751195701.659150,0.000000,0.000000,0.000000,0.000000
1751195701.709100,0.000000,0.000000,0.000000,0.000000
1751195701.759250,0.000000,0.000000,0.000000,-0.003050
1751195701.809100,0.000000,0.000000,0.000000,0.000000
1751195701.859300,278.590050,17.156250,0.000000,0.000000
1751195701.909250,257.590800,17.156250,0.000000,-0.003050
1751195702.009200,66.584550,17.156250,0.000000,0.000000
1751195702.059100,0.000000,0.000000,0.000000,-0.009150
1751195702.109100,0.000000,0.000000,0.000000,0.000000
