t,amk_torque_limit_neg_right,amk_torque_limit_pos_right,amk_torque_target_right,amk_control_right
1751195523.111250,0.000000,0.000000,0.000000,2049.000000
1751195523.121250,0.000000,0.000000,0.000000,2049.000000
1751195523.131300,0.000000,0.000000,0.000000,2049.000000
1751195523.141250,0.000000,0.000000,0.000000,2049.000000
1751195523.151250,0.000000,0.000000,0.000000,2049.000000
1751195523.161250,0.000000,0.000000,0.000000,2049.000000
1751195523.171300,0.000000,0.000000,0.000000,2049.000000
1751195523.181250,0.000000,0.000000,0.000000,2049.000000
1751195523.191250,0.000000,0.000000,0.000000,2049.000000
1751195523.201250,0.000000,0.000000,0.000000,2049.000000
1751195523.211250,0.000000,0.000000,0.000000,2049.000000
1751195523.221500,0.000000,0.000000,0.000000,2049.000000
1751195523.231250,0.000000,0.000000,0.000000,2049.000000
1751195523.241250,0.000000,0.000000,0.000000,2049.000000
1751195523.251450,0.000000,0.000000,0.000000,2049.000000
1751195523.261250,0.000000,0.000000,0.000000,2049.000000
1751195523.271250,0.000000,0.000000,0.000000,2049.000000
1751195523.281250,0.000000,0.000000,0.000000,2049.000000
1751195523.291250,0.000000,0.000000,0.000000,2049.000000
1751195523.301250,0.000000,0.000000,0.000000,2049.000000
1751195523.311300,0.000000,0.000000,0.000000,2049.000000
1751195523.321300,0.000000,0.000000,0.000000,2049.000000
1751195523.331250,0.000000,0.000000,0.000000,2049.000000
1751195523.341250,0.000000,0.000000,0.000000,2049.000000
1751195523.351250,0.000000,0.000000,0.000000,2049.000000
1751195523.361250,0.000000,0.000000,0.000000,2049.000000
1751195523.371250,0.000000,0.000000,0.000000,2049.000000
1751195523.381250,0.000000,0.000000,0.000000,2049.000000
1751195523.391250,0.000000,0.000000,0.000000,2049.000000
1751195523.401250,0.000000,0.000000,0.000000,2049.000000
1751195523.411250,0.000000,0.000000,0.000000,2049.000000
1751195523.421300,0.000000,0.000000,0.000000,2049.000000
1751195523.431250,0.000000,0.000000,0.000000,2049.000000
1751195523.441250,0.000000,0.000000,0.000000,2049.000000
1751195523.451250,0.000000,0.000000,0.000000,2049.000000
1751195523.461500,0.000000,0.000000,0.000000,2049.000000
1751195523.471250,0.000000,0.000000,0.000000,2049.000000
1751195523.481250,0.000000,0.000000,0.000000,2049.000000
1751195523.491550,0.000000,0.000000,0.000000,2049.000000
1751195523.501200,0.000000,0.000000,0.000000,2049.000000
1751195523.511250,0.000000,0.000000,0.000000,2049.000000
1751195523.521250,0.000000,0.000000,0.000000,2049.000000
1751195523.531300,0.000000,0.000000,0.000000,2049.000000
1751195523.541250,0.000000,0.000000,0.000000,2049.000000
1751195523.551250,0.000000,0.000000,0.000000,2049.000000
1751195523.561250,0.000000,0.000000,0.000000,2049.000000
1751195523.571300,0.000000,0.000000,0.000000,2049.000000
1751195523.581250,0.000000,0.000000,0.000000,2049.000000
1751195523.591250,0.000000,0.000000,0.000000,2049.000000
1751195523.601250,0.000000,0.000000,0.000000,2049.000000
1751195523.611250,0.000000,0.000000,0.000000,2049.000000
1751195523.621250,0.000000,0.000000,0.000000,2049.000000
1751195523.631250,0.000000,0.000000,0.000000,2049.000000
1751195523.641250,0.000000,0.000000,0.000000,2049.000000
1751195523.651250,0.000000,0.000000,0.000000,2049.000000
1751195523.661250,0.000000,0.000000,0.000000,2049.000000
1751195523.671450,0.000000,0.000000,0.000000,2049.000000
1751195523.681250,0.000000,0.000000,0.000000,2049.000000
1751195523.691300,0.000000,0.000000,0.000000,2049.000000
1751195523.701500,0.000000,0.000000,0.000000,2049.000000
1751195523.711250,0.000000,0.000000,0.000000,2049.000000
1751195523.721250,0.000000,0.000000,0.000000,2049.000000
1751195523.731300,0.000000,0.000000,0.000000,2049.000000
1751195523.741250,0.000000,0.000000,0.000000,2049.000000
1751195523.751250,0.000000,0.000000,0.000000,2049.000000
1751195523.761250,0.000000,0.000000,0.000000,2049.000000
1751195523.771250,0.000000,0.000000,0.000000,2049.000000
1751195523.781250,0.000000,0.000000,0.000000,2049.000000
1751195523.791250,0.000000,0.000000,0.000000,2049.000000
1751195523.801200,0.000000,0.000000,0.000000,2049.000000
1751195523.811200,0.000000,0.000000,0.000000,2049.000000
1751195523.821250,0.000000,0.000000,0.000000,2049.000000
1751195523.831250,0.000000,0.000000,0.000000,2049.000000
1751195523.841200,0.000000,0.000000,0.000000,2049.000000
1751195523.851250,0.000000,0.000000,0.000000,2049.000000
1751195523.861200,0.000000,0.000000,0.000000,2049.000000
1751195523.871250,0.000000,0.000000,0.000000,2049.000000
1751195523.881250,0.000000,0.000000,0.000000,2049.000000
1751195523.891250,0.000000,0.000000,0.000000,2049.000000
1751195523.901250,0.000000,0.000000,0.000000,2049.000000
1751195523.911450,0.000000,0.000000,0.000000,2049.000000
1751195523.921200,0.000000,0.000000,0.000000,2049.000000
