t,amk_torque_limit_neg_right,amk_torque_limit_pos_right,amk_torque_target_right,amk_control_right
1751195648.968150,0.000000,214.200000,12.500000,1795.000000
1751195648.978200,0.000000,214.200000,12.500000,1795.000000
1751195648.988150,0.000000,214.200000,12.500000,1795.000000
1751195648.998150,0.000000,214.200000,12.500000,1795.000000
1751195649.008600,0.000000,214.200000,12.500000,1795.000000
1751195649.018200,0.000000,214.200000,6.000000,1795.000000
1751195649.028150,0.000000,214.200000,6.000000,1795.000000
1751195649.038100,0.000000,214.200000,6.000000,1795.000000
1751195649.048400,0.000000,214.200000,6.000000,1795.000000
1751195649.058600,0.000000,214.200000,6.000000,1795.000000
1751195649.068100,0.000000,214.200000,3.600000,1795.000000
1751195649.078150,0.000000,214.200000,3.600000,1795.000000
1751195649.088150,0.000000,214.200000,3.600000,1795.000000
1751195649.098100,0.000000,214.200000,3.600000,1795.000000
1751195649.108600,0.000000,214.200000,3.600000,1795.000000
1751195649.118100,0.000000,214.200000,2.400000,1795.000000
1751195649.128150,0.000000,214.200000,2.400000,1795.000000
1751195649.138100,0.000000,214.200000,2.400000,1795.000000
1751195649.148100,0.000000,214.200000,2.400000,1795.000000
1751195649.158600,0.000000,214.200000,2.400000,1795.000000
1751195649.168100,0.000000,214.200000,1.800000,1795.000000
1751195649.178150,0.000000,214.200000,1.800000,1795.000000
1751195649.188150,0.000000,214.200000,1.800000,1795.000000
1751195649.198150,0.000000,214.200000,1.800000,1795.000000
1751195649.208600,0.000000,214.200000,1.800000,1795.000000
1751195649.218150,0.000000,214.200000,3.000000,1795.000000
1751195649.228150,0.000000,214.200000,3.000000,1795.000000
1751195649.238150,0.000000,214.200000,3.000000,1795.000000
1751195649.248150,0.000000,214.200000,3.000000,1795.000000
1751195649.258600,0.000000,214.200000,3.000000,1795.000000
1751195649.268150,0.000000,214.200000,3.000000,1795.000000
1751195649.278150,0.000000,214.200000,3.000000,1795.000000
1751195649.288100,0.000000,214.200000,3.000000,1795.000000
1751195649.298150,0.000000,214.200000,3.000000,1795.000000
1751195649.308600,0.000000,214.200000,3.000000,1795.000000
1751195649.318100,0.000000,214.200000,2.400000,1795.000000
1751195649.328150,0.000000,214.200000,2.400000,1795.000000
1751195649.338100,0.000000,214.200000,2.400000,1795.000000
1751195649.348100,0.000000,214.200000,2.400000,1795.000000
1751195649.358600,0.000000,214.200000,2.400000,1795.000000
1751195649.368150,0.000000,214.200000,1.800000,1795.000000
1751195649.378150,0.000000,214.200000,1.800000,1795.000000
1751195649.388100,0.000000,214.200000,1.800000,1795.000000
1751195649.398150,0.000000,214.200000,1.800000,1795.000000
1751195649.408600,0.000000,214.200000,1.800000,1795.000000
1751195649.418200,0.000000,214.200000,2.400000,1795.000000
1751195649.428100,0.000000,214.200000,2.400000,1795.000000
1751195649.438150,0.000000,214.200000,2.400000,1795.000000
1751195649.448100,0.000000,214.200000,2.400000,1795.000000
1751195649.458850,0.000000,214.200000,2.400000,1795.000000
1751195649.468150,0.000000,214.200000,1.800000,1795.000000
1751195649.478100,0.000000,214.200000,1.800000,1795.000000
1751195649.488350,0.000000,214.200000,1.800000,1795.000000
1751195649.498100,0.000000,214.200000,1.800000,1795.000000
1751195649.508350,0.000000,214.200000,1.800000,1795.000000
1751195649.518150,0.000000,214.200000,2.400000,1795.000000
1751195649.528200,0.000000,214.200000,2.400000,1795.000000
1751195649.538100,0.000000,214.200000,2.400000,1795.000000
1751195649.548150,0.000000,214.200000,2.400000,1795.000000
1751195649.558600,0.000000,214.200000,2.400000,1795.000000
1751195649.568100,0.000000,214.200000,2.400000,1795.000000
1751195649.578150,0.000000,214.200000,2.400000,1795.000000
1751195649.588100,0.000000,214.200000,2.400000,1795.000000
1751195649.598100,0.000000,214.200000,2.400000,1795.000000
1751195649.608600,0.000000,214.200000,2.400000,1795.000000
1751195649.618100,0.000000,214.200000,1.800000,1795.000000
1751195649.628150,0.000000,214.200000,1.800000,1795.000000
1751195649.638100,0.000000,214.200000,1.800000,1795.000000
1751195649.648100,0.000000,214.200000,1.800000,1795.000000
1751195649.658600,0.000000,214.200000,1.800000,1795.000000
1751195649.668350,0.000000,214.200000,1.800000,1795.000000
1751195649.678100,0.000000,214.200000,1.800000,1795.000000
1751195649.688150,0.000000,214.200000,1.800000,1795.000000
1751195649.698100,0.000000,214.200000,1.800000,1795.000000
1751195649.708600,0.000000,214.200000,1.800000,1795.000000
1751195649.718100,0.000000,214.200000,1.800000,1795.000000
1751195649.728150,0.000000,214.200000,1.800000,1795.000000
1751195649.738150,0.000000,214.200000,1.800000,1795.000000
1751195649.748100,0.000000,214.200000,1.800000,1795.000000
1751195649.758600,0.000000,214.200000,1.800000,1795.000000
1751195649.768150,0.000000,214.200000,2.400000,1795.000000
1751195649.778150,0.000000,214.200000,2.400000,1795.000000
1751195649.788100,0.000000,214.200000,2.400000,1795.000000
1751195649.798150,0.000000,214.200000,2.400000,1795.000000
1751195649.808600,0.000000,214.200000,2.400000,1795.000000
1751195649.818100,0.000000,214.200000,2.400000,1795.000000
1751195649.828150,0.000000,214.200000,2.400000,1795.000000
1751195649.838150,0.000000,214.200000,2.400000,1795.000000
1751195649.848100,0.000000,214.200000,2.400000,1795.000000
1751195649.858600,0.000000,214.200000,2.400000,1795.000000
1751195649.868350,0.000000,214.200000,2.400000,1795.000000
1751195649.878100,0.000000,214.200000,2.400000,1795.000000
1751195649.888100,0.000000,214.200000,2.400000,1795.000000
1751195649.898400,0.000000,214.200000,2.400000,1795.000000
1751195649.908600,0.000000,214.200000,2.400000,1795.000000
1751195649.918100,0.000000,214.200000,1.800000,1795.000000
1751195649.928150,0.000000,214.200000,1.800000,1795.000000
1751195649.938150,0.000000,214.200000,1.800000,1795.000000
1751195649.948100,0.000000,214.200000,1.800000,1795.000000
1751195649.958600,0.000000,214.200000,1.800000,1795.000000
1751195649.968100,0.000000,214.200000,1.800000,1795.000000
1751195649.978150,0.000000,214.200000,1.800000,1795.000000
1751195649.988150,0.000000,214.200000,1.800000,1795.000000
1751195649.998100,0.000000,214.200000,1.800000,1795.000000
1751195650.008600,0.000000,214.200000,1.800000,1795.000000
1751195650.018100,0.000000,214.200000,1.800000,1795.000000
1751195650.028100,0.000000,214.200000,1.800000,1795.000000
1751195650.038100,0.000000,214.200000,1.800000,1795.000000
1751195650.048100,0.000000,214.200000,1.800000,1795.000000
1751195650.058100,0.000000,214.200000,1.800000,1795.000000
1751195650.068150,0.000000,214.200000,2.400000,1795.000000
1751195650.078100,0.000000,214.200000,2.400000,1795.000000
1751195650.088100,0.000000,214.200000,2.400000,1795.000000
1751195650.098150,0.000000,214.200000,2.400000,1795.000000
1751195650.108600,0.000000,214.200000,2.400000,1795.000000
1751195650.118050,0.000000,214.200000,2.400000,1795.000000
1751195650.128100,0.000000,214.200000,2.400000,1795.000000
1751195650.138350,0.000000,214.200000,2.400000,1795.000000
1751195650.148150,0.000000,214.200000,2.400000,1795.000000
1751195650.158600,0.000000,214.200000,2.400000,1795.000000
1751195650.168100,0.000000,214.200000,2.400000,1795.000000
1751195650.178150,0.000000,214.200000,2.400000,1795.000000
1751195650.188100,0.000000,214.200000,2.400000,1795.000000
1751195650.198100,0.000000,214.200000,2.400000,1795.000000
1751195650.208350,0.000000,214.200000,2.400000,1795.000000
1751195650.218100,0.000000,214.200000,1.800000,1795.000000
1751195650.228150,0.000000,214.200000,1.800000,1795.000000
1751195650.238150,0.000000,214.200000,1.800000,1795.000000
1751195650.248100,0.000000,214.200000,1.800000,1795.000000
1751195650.258600,0.000000,214.200000,1.800000,1795.000000
1751195650.268100,0.000000,214.200000,1.800000,1795.000000
1751195650.278150,0.000000,214.200000,1.800000,1795.000000
1751195650.288100,0.000000,214.200000,1.800000,1795.000000
1751195650.298150,0.000000,214.200000,1.800000,1795.000000
1751195650.308600,0.000000,214.200000,1.800000,1795.000000
1751195650.318100,0.000000,214.200000,2.400000,1795.000000
1751195650.328100,0.000000,214.200000,2.400000,1795.000000
1751195650.338150,0.000000,214.200000,2.400000,1795.000000
1751195650.348100,0.000000,214.200000,2.400000,1795.000000
1751195650.358600,0.000000,214.200000,2.400000,1795.000000
1751195650.368100,0.000000,214.200000,2.400000,1795.000000
1751195650.378150,0.000000,214.200000,2.400000,1795.000000
1751195650.388100,0.000000,214.200000,2.400000,1795.000000
1751195650.398100,0.000000,214.200000,2.400000,1795.000000
1751195650.408350,0.000000,214.200000,2.400000,1795.000000
1751195650.418100,0.000000,214.200000,2.400000,1795.000000
1751195650.428150,0.000000,214.200000,2.400000,1795.000000
1751195650.438100,0.000000,214.200000,2.400000,1795.000000
1751195650.448100,0.000000,214.200000,2.400000,1795.000000
1751195650.458300,0.000000,214.200000,2.400000,1795.000000
1751195650.468100,0.000000,214.200000,1.800000,1795.000000
1751195650.478100,0.000000,214.200000,1.800000,1795.000000
1751195650.488100,0.000000,214.200000,1.800000,1795.000000
1751195650.498150,0.000000,214.200000,1.800000,1795.000000
1751195650.508350,0.000000,214.200000,1.800000,1795.000000
1751195650.518350,0.000000,214.200000,1.800000,1795.000000
1751195650.528100,0.000000,214.200000,1.800000,1795.000000
1751195650.538100,0.000000,214.200000,1.800000,1795.000000
1751195650.548350,0.000000,214.200000,1.800000,1795.000000
1751195650.558300,0.000000,214.200000,1.800000,1795.000000
1751195650.568100,0.000000,214.200000,1.800000,1795.000000
1751195650.578150,0.000000,214.200000,1.800000,1795.000000
1751195650.588100,0.000000,214.200000,1.800000,1795.000000
1751195650.598100,0.000000,214.200000,1.800000,1795.000000
1751195650.608100,0.000000,214.200000,1.800000,1795.000000
1751195650.618100,0.000000,214.200000,2.400000,1795.000000
1751195650.628150,0.000000,214.200000,2.400000,1795.000000
1751195650.638100,0.000000,214.200000,2.400000,1795.000000
1751195650.648100,0.000000,214.200000,2.400000,1795.000000
1751195650.658350,0.000000,214.200000,2.400000,1795.000000
1751195650.668100,0.000000,214.200000,2.400000,1795.000000
1751195650.678100,0.000000,214.200000,2.400000,1795.000000
1751195650.688100,0.000000,214.200000,2.400000,1795.000000
1751195650.698100,0.000000,214.200000,2.400000,1795.000000
1751195650.708300,0.000000,214.200000,2.400000,1795.000000
1751195650.718150,0.000000,214.200000,2.400000,1795.000000
1751195650.728050,0.000000,214.200000,2.400000,1795.000000
1751195650.738100,0.000000,214.200000,2.400000,1795.000000
1751195650.748150,0.000000,214.200000,2.400000,1795.000000
1751195650.758550,0.000000,214.200000,2.400000,1795.000000
1751195650.768100,0.000000,214.200000,1.800000,1795.000000
1751195650.778150,0.000000,214.200000,1.800000,1795.000000
1751195650.788350,0.000000,214.200000,1.800000,1795.000000
1751195650.798050,0.000000,214.200000,1.800000,1795.000000
1751195650.808300,0.000000,214.200000,1.800000,1795.000000
1751195650.818100,0.000000,214.200000,2.400000,1795.000000
1751195650.828150,0.000000,214.200000,2.400000,1795.000000
1751195650.838100,0.000000,214.200000,2.400000,1795.000000
1751195650.848100,0.000000,214.200000,2.400000,1795.000000
1751195650.858300,0.000000,214.200000,2.400000,1795.000000
1751195650.868050,0.000000,214.200000,2.400000,1795.000000
1751195650.878100,0.000000,214.200000,2.400000,1795.000000
1751195650.888100,0.000000,214.200000,2.400000,1795.000000
1751195650.898050,0.000000,214.200000,2.400000,1795.000000
1751195650.908350,0.000000,214.200000,2.400000,1795.000000
1751195650.918100,0.000000,214.200000,2.400000,1795.000000
1751195650.928100,0.000000,214.200000,2.400000,1795.000000
1751195650.938100,0.000000,214.200000,2.400000,1795.000000
1751195650.948100,0.000000,214.200000,2.400000,1795.000000
1751195650.958100,0.000000,214.200000,2.400000,1795.000000
1751195650.968100,0.000000,214.200000,2.400000,1795.000000
1751195650.978100,0.000000,214.200000,2.400000,1795.000000
1751195650.988150,0.000000,214.200000,2.400000,1795.000000
1751195650.998100,0.000000,214.200000,2.400000,1795.000000
1751195651.008050,0.000000,214.200000,2.400000,1795.000000
1751195651.018050,0.000000,214.200000,1.800000,1795.000000
1751195651.028100,0.000000,214.200000,1.800000,1795.000000
1751195651.038100,0.000000,214.200000,1.800000,1795.000000
1751195651.048050,0.000000,214.200000,1.800000,1795.000000
1751195651.058050,0.000000,214.200000,1.800000,1795.000000
1751195651.068100,0.000000,214.200000,1.800000,1795.000000
1751195651.078150,0.000000,214.200000,1.800000,1795.000000
1751195651.088100,0.000000,214.200000,1.800000,1795.000000
1751195651.098100,0.000000,214.200000,1.800000,1795.000000
1751195651.108350,0.000000,214.200000,1.800000,1795.000000
1751195651.118050,0.000000,214.200000,1.800000,1795.000000
1751195651.128100,0.000000,214.200000,1.800000,1795.000000
1751195651.138050,0.000000,214.200000,1.800000,1795.000000
1751195651.148100,0.000000,214.200000,1.800000,1795.000000
1751195651.158350,0.000000,214.200000,1.800000,1795.000000
1751195651.168100,0.000000,214.200000,2.400000,1795.000000
1751195651.178100,0.000000,214.200000,2.400000,1795.000000
1751195651.188100,0.000000,214.200000,2.400000,1795.000000
1751195651.198100,0.000000,214.200000,2.400000,1795.000000
1751195651.208350,0.000000,214.200000,2.400000,1795.000000
1751195651.218100,0.000000,214.200000,2.400000,1795.000000
1751195651.228100,0.000000,214.200000,2.400000,1795.000000
1751195651.238100,0.000000,214.200000,2.400000,1795.000000
1751195651.248100,0.000000,214.200000,2.400000,1795.000000
1751195651.258350,0.000000,214.200000,2.400000,1795.000000
1751195651.268100,0.000000,214.200000,2.400000,1795.000000
1751195651.278150,0.000000,214.200000,2.400000,1795.000000
1751195651.288050,0.000000,214.200000,2.400000,1795.000000
1751195651.298100,0.000000,214.200000,2.400000,1795.000000
1751195651.308050,0.000000,214.200000,2.400000,1795.000000
1751195651.318050,0.000000,214.200000,1.800000,1795.000000
1751195651.328100,0.000000,214.200000,1.800000,1795.000000
1751195651.338050,0.000000,214.200000,1.800000,1795.000000
1751195651.348100,0.000000,214.200000,1.800000,1795.000000
1751195651.358300,0.000000,214.200000,1.800000,1795.000000
1751195651.368050,0.000000,214.200000,1.800000,1795.000000
1751195651.378100,0.000000,214.200000,1.800000,1795.000000
1751195651.388100,0.000000,214.200000,1.800000,1795.000000
1751195651.398050,0.000000,214.200000,1.800000,1795.000000
1751195651.408100,0.000000,214.200000,1.800000,1795.000000
1751195651.418050,0.000000,214.200000,1.800000,1795.000000
1751195651.428050,0.000000,214.200000,1.800000,1795.000000
1751195651.438100,0.000000,214.200000,1.800000,1795.000000
1751195651.448100,0.000000,214.200000,1.800000,1795.000000
1751195651.458350,0.000000,214.200000,1.800000,1795.000000
1751195651.468100,0.000000,214.200000,2.400000,1795.000000
1751195651.478100,0.000000,214.200000,2.400000,1795.000000
1751195651.488050,0.000000,214.200000,2.400000,1795.000000
1751195651.498100,0.000000,214.200000,2.400000,1795.000000
1751195651.508100,0.000000,214.200000,2.400000,1795.000000
1751195651.518050,0.000000,214.200000,2.400000,1795.000000
1751195651.528100,0.000000,214.200000,2.400000,1795.000000
1751195651.538100,0.000000,214.200000,2.400000,1795.000000
1751195651.548050,0.000000,214.200000,2.400000,1795.000000
1751195651.558050,0.000000,214.200000,2.400000,1795.000000
1751195651.568100,0.000000,214.200000,1.800000,1795.000000
1751195651.578100,0.000000,214.200000,1.800000,1795.000000
1751195651.588050,0.000000,214.200000,1.800000,1795.000000
1751195651.598050,0.000000,214.200000,1.800000,1795.000000
1751195651.608100,0.000000,214.200000,1.800000,1795.000000
1751195651.618100,0.000000,214.200000,1.800000,1795.000000
1751195651.628100,0.000000,214.200000,1.800000,1795.000000
1751195651.638100,0.000000,214.200000,1.800000,1795.000000
1751195651.648150,0.000000,214.200000,1.800000,1795.000000
1751195651.658100,0.000000,214.200000,1.800000,1795.000000
1751195651.668050,0.000000,214.200000,1.800000,1795.000000
1751195651.678100,0.000000,214.200000,1.800000,1795.000000
1751195651.688100,0.000000,214.200000,1.800000,1795.000000
1751195651.698050,0.000000,214.200000,1.800000,1795.000000
1751195651.708050,0.000000,214.200000,1.800000,1795.000000
1751195651.718100,0.000000,214.200000,2.400000,1795.000000
1751195651.728100,0.000000,214.200000,2.400000,1795.000000
1751195651.738100,0.000000,214.200000,2.400000,1795.000000
1751195651.748100,0.000000,214.200000,2.400000,1795.000000
1751195651.758300,0.000000,214.200000,2.400000,1795.000000
1751195651.768050,0.000000,214.200000,2.400000,1795.000000
1751195651.778100,0.000000,214.200000,2.400000,1795.000000
1751195651.788100,0.000000,214.200000,2.400000,1795.000000
1751195651.798100,0.000000,214.200000,2.400000,1795.000000
1751195651.808300,0.000000,214.200000,2.400000,1795.000000
1751195651.818100,0.000000,214.200000,2.400000,1795.000000
1751195651.828150,0.000000,214.200000,2.400000,1795.000000
1751195651.838050,0.000000,214.200000,2.400000,1795.000000
1751195651.848100,0.000000,214.200000,2.400000,1795.000000
1751195651.858350,0.000000,214.200000,2.400000,1795.000000
1751195651.868100,0.000000,214.200000,1.800000,1795.000000
1751195651.878100,0.000000,214.200000,1.800000,1795.000000
1751195651.888100,0.000000,214.200000,1.800000,1795.000000
1751195651.898100,0.000000,214.200000,1.800000,1795.000000
1751195651.908050,0.000000,214.200000,1.800000,1795.000000
1751195651.918050,0.000000,214.200000,1.800000,1795.000000
1751195651.928100,0.000000,214.200000,1.800000,1795.000000
1751195651.938100,0.000000,214.200000,1.800000,1795.000000
1751195651.948050,0.000000,214.200000,1.800000,1795.000000
1751195651.958300,0.000000,214.200000,1.800000,1795.000000
1751195651.968100,0.000000,214.200000,1.800000,1795.000000
1751195651.978100,0.000000,214.200000,1.800000,1795.000000
1751195651.988050,0.000000,214.200000,1.800000,1795.000000
1751195651.998050,0.000000,214.200000,1.800000,1795.000000
1751195652.008100,0.000000,214.200000,1.800000,1795.000000
1751195652.018100,0.000000,214.200000,2.400000,1795.000000
1751195652.028100,0.000000,214.200000,2.400000,1795.000000
1751195652.038100,0.000000,214.200000,2.400000,1795.000000
1751195652.048050,0.000000,214.200000,2.400000,1795.000000
1751195652.058300,0.000000,214.200000,2.400000,1795.000000
1751195652.068300,0.000000,214.200000,2.400000,1795.000000
1751195652.078100,0.000000,214.200000,2.400000,1795.000000
1751195652.088050,0.000000,214.200000,2.400000,1795.000000
1751195652.098100,0.000000,214.200000,2.400000,1795.000000
1751195652.108300,0.000000,214.200000,2.400000,1795.000000
1751195652.118050,0.000000,214.200000,2.400000,1795.000000
1751195652.128100,0.000000,214.200000,2.400000,1795.000000
1751195652.138050,0.000000,214.200000,2.400000,1795.000000
1751195652.148050,0.000000,214.200000,2.400000,1795.000000
1751195652.158300,0.000000,214.200000,2.400000,1795.000000
1751195652.168050,0.000000,214.200000,1.800000,1795.000000
1751195652.178100,0.000000,214.200000,1.800000,1795.000000
1751195652.188100,0.000000,214.200000,1.800000,1795.000000
1751195652.198050,0.000000,214.200000,1.800000,1795.000000
1751195652.208050,0.000000,214.200000,1.800000,1795.000000
1751195652.218050,0.000000,214.200000,1.800000,1795.000000
1751195652.228100,0.000000,214.200000,1.800000,1795.000000
1751195652.238050,0.000000,214.200000,1.800000,1795.000000
1751195652.248100,0.000000,214.200000,1.800000,1795.000000
1751195652.258100,0.000000,214.200000,1.800000,1795.000000
1751195652.268050,0.000000,214.200000,2.400000,1795.000000
1751195652.278100,0.000000,214.200000,2.400000,1795.000000
1751195652.288050,0.000000,214.200000,2.400000,1795.000000
1751195652.298050,0.000000,214.200000,2.400000,1795.000000
1751195652.308300,0.000000,214.200000,2.400000,1795.000000
1751195652.318000,0.000000,214.200000,2.400000,1795.000000
1751195652.328050,0.000000,214.200000,2.400000,1795.000000
1751195652.338050,0.000000,214.200000,2.400000,1795.000000
1751195652.348050,0.000000,214.200000,2.400000,1795.000000
1751195652.358050,0.000000,214.200000,2.400000,1795.000000
1751195652.368050,0.000000,214.200000,2.400000,1795.000000
1751195652.378100,0.000000,214.200000,2.400000,1795.000000
1751195652.388050,0.000000,214.200000,2.400000,1795.000000
1751195652.398050,0.000000,214.200000,2.400000,1795.000000
1751195652.408300,0.000000,214.200000,2.400000,1795.000000
1751195652.418050,0.000000,214.200000,3.000000,1795.000000
1751195652.428050,0.000000,214.200000,3.000000,1795.000000
1751195652.438050,0.000000,214.200000,3.000000,1795.000000
1751195652.448050,0.000000,214.200000,3.000000,1795.000000
1751195652.458050,0.000000,214.200000,3.000000,1795.000000
1751195652.468100,0.000000,214.200000,3.000000,1795.000000
1751195652.478100,0.000000,214.200000,3.000000,1795.000000
1751195652.488050,0.000000,214.200000,3.000000,1795.000000
1751195652.498050,0.000000,214.200000,3.000000,1795.000000
1751195652.508250,0.000000,214.200000,3.000000,1795.000000
1751195652.518300,0.000000,214.200000,3.000000,1795.000000
1751195652.528050,0.000000,214.200000,3.000000,1795.000000
1751195652.538050,0.000000,214.200000,3.000000,1795.000000
1751195652.548350,0.000000,214.200000,3.000000,1795.000000
1751195652.558050,0.000000,214.200000,3.000000,1795.000000
1751195652.568100,0.000000,214.200000,4.200000,1795.000000
1751195652.578050,0.000000,214.200000,4.200000,1795.000000
1751195652.588050,0.000000,214.200000,4.200000,1795.000000
1751195652.598100,0.000000,214.200000,4.200000,1795.000000
1751195652.608050,0.000000,214.200000,4.200000,1795.000000
1751195652.618050,0.000000,214.200000,4.200000,1795.000000
1751195652.628050,0.000000,214.200000,4.200000,1795.000000
1751195652.638050,0.000000,214.200000,4.200000,1795.000000
1751195652.648050,0.000000,214.200000,4.200000,1795.000000
1751195652.658250,0.000000,214.200000,4.200000,1795.000000
1751195652.668050,0.000000,214.200000,3.600000,1795.000000
1751195652.678050,0.000000,214.200000,3.600000,1795.000000
1751195652.688050,0.000000,214.200000,3.600000,1795.000000
1751195652.698050,0.000000,214.200000,3.600000,1795.000000
1751195652.708250,0.000000,214.200000,3.600000,1795.000000
1751195652.718100,0.000000,214.200000,3.600000,1795.000000
1751195652.728050,0.000000,214.200000,3.600000,1795.000000
1751195652.738050,0.000000,214.200000,3.600000,1795.000000
1751195652.748100,0.000000,214.200000,3.600000,1795.000000
1751195652.758550,0.000000,214.200000,3.600000,1795.000000
1751195652.768050,0.000000,214.200000,4.200000,1795.000000
1751195652.778100,0.000000,214.200000,4.200000,1795.000000
1751195652.788250,0.000000,214.200000,4.200000,1795.000000
1751195652.798050,0.000000,214.200000,4.200000,1795.000000
1751195652.808050,0.000000,214.200000,4.200000,1795.000000
1751195652.818050,0.000000,214.200000,6.600000,1795.000000
1751195652.828100,0.000000,214.200000,6.600000,1795.000000
1751195652.838000,0.000000,214.200000,6.600000,1795.000000
1751195652.848050,0.000000,214.200000,6.600000,1795.000000
1751195652.858050,0.000000,214.200000,6.600000,1795.000000
1751195652.868000,0.000000,214.200000,7.200000,1795.000000
1751195652.878050,0.000000,214.200000,7.200000,1795.000000
1751195652.888050,0.000000,214.200000,7.200000,1795.000000
1751195652.898000,0.000000,214.200000,7.200000,1795.000000
1751195652.908000,0.000000,214.200000,7.200000,1795.000000
1751195652.918050,0.000000,214.200000,7.200000,1795.000000
1751195652.928050,0.000000,214.200000,7.200000,1795.000000
1751195652.938050,0.000000,214.200000,7.200000,1795.000000
1751195652.948050,0.000000,214.200000,7.200000,1795.000000
1751195652.958050,0.000000,214.200000,7.200000,1795.000000
1751195652.968000,0.000000,214.200000,6.000000,1795.000000
1751195652.978050,0.000000,214.200000,6.000000,1795.000000
1751195652.988050,0.000000,214.200000,6.000000,1795.000000
1751195652.998000,0.000000,214.200000,6.000000,1795.000000
1751195653.008050,0.000000,214.200000,6.000000,1795.000000
1751195653.018050,0.000000,214.200000,6.000000,1795.000000
1751195653.028050,0.000000,214.200000,6.000000,1795.000000
1751195653.038000,0.000000,214.200000,6.000000,1795.000000
1751195653.048050,0.000000,214.200000,6.000000,1795.000000
1751195653.058050,0.000000,214.200000,6.000000,1795.000000
1751195653.068000,0.000000,214.200000,6.000000,1795.000000
1751195653.078100,0.000000,214.200000,6.000000,1795.000000
1751195653.088050,0.000000,214.200000,6.000000,1795.000000
1751195653.098050,0.000000,214.200000,6.000000,1795.000000
1751195653.108300,0.000000,214.200000,6.000000,1795.000000
1751195653.118000,0.000000,214.200000,6.600000,1795.000000
1751195653.128100,0.000000,214.200000,6.600000,1795.000000
1751195653.138050,0.000000,214.200000,6.600000,1795.000000
1751195653.148050,0.000000,214.200000,6.600000,1795.000000
1751195653.158300,0.000000,214.200000,6.600000,1795.000000
1751195653.168250,0.000000,214.200000,5.400000,1795.000000
1751195653.178000,0.000000,214.200000,5.400000,1795.000000
1751195653.188050,0.000000,214.200000,5.400000,1795.000000
1751195653.198300,0.000000,214.200000,5.400000,1795.000000
1751195653.208000,0.000000,214.200000,5.400000,1795.000000
1751195653.218000,0.000000,214.200000,3.600000,1795.000000
1751195653.228050,0.000000,214.200000,3.600000,1795.000000
1751195653.238050,0.000000,214.200000,3.600000,1795.000000
1751195653.248000,0.000000,214.200000,3.600000,1795.000000
1751195653.258250,0.000000,214.200000,3.600000,1795.000000
1751195653.268050,0.000000,214.200000,2.400000,1795.000000
1751195653.278100,0.000000,214.200000,2.400000,1795.000000
1751195653.288000,0.000000,214.200000,2.400000,1795.000000
1751195653.298050,0.000000,214.200000,2.400000,1795.000000
1751195653.308300,0.000000,214.200000,2.400000,1795.000000
1751195653.318000,0.000000,214.200000,2.400000,1795.000000
1751195653.328050,0.000000,214.200000,2.400000,1795.000000
1751195653.338000,0.000000,214.200000,2.400000,1795.000000
1751195653.348000,0.000000,214.200000,2.400000,1795.000000
1751195653.358050,0.000000,214.200000,2.400000,1795.000000
1751195653.368050,0.000000,214.200000,2.400000,1795.000000
1751195653.378000,0.000000,214.200000,2.400000,1795.000000
1751195653.388050,0.000000,214.200000,2.400000,1795.000000
1751195653.398050,0.000000,214.200000,2.400000,1795.000000
1751195653.408250,0.000000,214.200000,2.400000,1795.000000
1751195653.418050,0.000000,214.200000,3.000000,1795.000000
1751195653.428050,0.000000,214.200000,3.000000,1795.000000
1751195653.438300,0.000000,214.200000,3.000000,1795.000000
1751195653.448050,0.000000,214.200000,3.000000,1795.000000
1751195653.458050,0.000000,214.200000,3.000000,1795.000000
1751195653.468050,0.000000,214.200000,3.000000,1795.000000
1751195653.478100,0.000000,214.200000,3.000000,1795.000000
1751195653.488000,0.000000,214.200000,3.000000,1795.000000
1751195653.498050,0.000000,214.200000,3.000000,1795.000000
1751195653.508300,0.000000,214.200000,3.000000,1795.000000
1751195653.518050,0.000000,214.200000,3.000000,1795.000000
1751195653.528050,0.000000,214.200000,3.000000,1795.000000
1751195653.538000,0.000000,214.200000,3.000000,1795.000000
1751195653.548050,0.000000,214.200000,3.000000,1795.000000
1751195653.558050,0.000000,214.200000,3.000000,1795.000000
1751195653.568000,0.000000,214.200000,4.800000,1795.000000
1751195653.578050,0.000000,214.200000,4.800000,1795.000000
1751195653.588000,0.000000,214.200000,4.800000,1795.000000
1751195653.598050,0.000000,214.200000,4.800000,1795.000000
1751195653.608050,0.000000,214.200000,4.800000,1795.000000
1751195653.618300,0.000000,214.200000,5.400000,1795.000000
1751195653.628000,0.000000,214.200000,5.400000,1795.000000
1751195653.638050,0.000000,214.200000,5.400000,1795.000000
1751195653.648050,0.000000,214.200000,5.400000,1795.000000
1751195653.658300,0.000000,214.200000,5.400000,1795.000000
1751195653.668050,0.000000,214.200000,14.300000,1795.000000
1751195653.678050,0.000000,214.200000,14.300000,1795.000000
1751195653.688000,0.000000,214.200000,14.300000,1795.000000
1751195653.698050,0.000000,214.200000,14.300000,1795.000000
1751195653.708250,0.000000,214.200000,14.300000,1795.000000
1751195653.718000,0.000000,214.200000,17.300000,1795.000000
1751195653.728050,0.000000,214.200000,17.300000,1795.000000
1751195653.738050,0.000000,214.200000,17.300000,1795.000000
1751195653.748000,0.000000,214.200000,17.300000,1795.000000
1751195653.758050,0.000000,214.200000,17.300000,1795.000000
1751195653.768000,0.000000,214.200000,17.300000,1795.000000
