t,sensor_apps_valid,sensor_brake_pressure_f,sensor_wheel_speed_fr,sensor_wheel_speed_fl,sensor_steering_angle,sensor_brake_pressure_r,sensor_apps
1751195618.457800,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,16.400000
1751195618.507350,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,16.400000
1751195618.557850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,16.800000
1751195618.607850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,16.800000
1751195618.657600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.240000,14.800000
1751195618.707850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,10.000000
1751195618.757600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,9.200000
1751195618.807850,1.000000,2.080000,0.000000,0.000000,-20.000000,2.240000,9.600000
1751195618.857950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.000000
1751195618.907400,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,12.400000
1751195618.957850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,17.600000
1751195619.007850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,21.200000
1751195619.057600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,24.000000
1751195619.107600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,28.400000
1751195619.157850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,30.400000
1751195619.207850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,31.600000
1751195619.307600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,39.600000
1751195619.357850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,46.400000
1751195619.407850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,52.400000
1751195619.457950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,52.400000
1751195619.507600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,52.000000
1751195619.557850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,53.600000
1751195619.607600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,54.800000
1751195619.657600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,55.200000
1751195619.707850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,55.200000
1751195619.757850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,55.200000
1751195619.807850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,53.200000
1751195619.857600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,50.800000
1751195619.907850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,50.000000
1751195619.957900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,50.400000
1751195620.008000,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,50.400000
1751195620.057850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,50.000000
1751195620.107400,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,50.000000
1751195620.157850,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,50.000000
1751195620.207850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,48.000000
1751195620.257850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,43.200000
1751195620.307600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,43.200000
1751195620.357900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,38.800000
1751195620.407850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,38.000000
1751195620.457900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,38.000000
1751195620.507650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,38.400000
1751195620.557900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,38.400000
1751195620.657600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,38.000000
1751195620.707650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,38.000000
1751195620.757850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,38.400000
1751195620.807900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,38.400000
1751195620.857900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,38.400000
1751195620.907400,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,38.000000
1751195620.957900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,40.400000
1751195621.007850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,44.000000
1751195621.057850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,46.000000
1751195621.107650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,50.400000
1751195621.157600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,60.400000
1751195621.207400,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,61.600000
1751195621.257650,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,61.600000
1751195621.307900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,61.600000
1751195621.357650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,62.000000
1751195621.407900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,62.000000
1751195621.457650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,61.600000
1751195621.507900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,62.000000
1751195621.557900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,62.000000
1751195621.607900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,62.400000
1751195621.657650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,62.400000
1751195621.707900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,62.400000
1751195621.757650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,62.000000
1751195621.807400,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,62.000000
1751195621.857900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,62.000000
1751195621.907900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,62.400000
1751195621.958000,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,64.000000
1751195622.007650,1.000000,2.560000,0.000000,0.000000,-20.000000,2.240000,64.800000
1751195622.057900,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,64.800000
1751195622.108000,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,68.000000
1751195622.157650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,68.400000
1751195622.207450,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,69.200000
1751195622.257650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.800000
1751195622.307900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.800000
1751195622.357900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.800000
1751195622.408000,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.800000
1751195622.458000,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.800000
1751195622.507650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.800000
1751195622.557900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.800000
1751195622.607650,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,70.400000
1751195622.657450,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195622.707900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195622.757650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195622.807900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195622.857900,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195622.907650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195622.957650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.007950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.057450,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.107900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.157700,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.207900,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,70.400000
1751195623.257950,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.307700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.800000
1751195623.357450,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.407950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.400000
1751195623.457650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,70.000000
1751195623.507700,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.557700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.607950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.658000,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.707650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.757950,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.807950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,70.000000
1751195623.857700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.400000
1751195623.907950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.000000
1751195623.957950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,69.600000
1751195624.007950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,69.200000
1751195624.057950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,69.200000
1751195624.107950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,69.600000
1751195624.157700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,69.600000
1751195624.207950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,69.600000
1751195624.257700,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,69.600000
1751195624.307950,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,71.200000
1751195624.357700,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,78.400000
1751195624.407700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,80.000000
1751195624.457700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,80.000000
1751195624.507950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,80.000000
1751195624.557950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,79.600000
1751195624.657950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,79.600000
1751195624.707700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,83.200000
1751195624.757500,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,88.800000
1751195624.807700,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,90.400000
1751195624.857950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,92.400000
1751195624.907700,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,92.400000
1751195624.957700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,92.800000
1751195625.008050,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,92.800000
1751195625.057500,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,94.400000
1751195625.107950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,94.400000
1751195625.157950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,94.400000
1751195625.208000,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,94.400000
1751195625.257500,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,94.800000
1751195625.307700,1.000000,2.080000,0.000000,0.000000,-20.000000,2.240000,90.400000
1751195625.357750,1.000000,2.560000,0.000000,0.000000,-20.000000,2.240000,90.000000
1751195625.407950,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,81.600000
1751195625.458050,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,73.200000
1751195625.507950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,55.200000
1751195625.557700,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,20.400000
1751195625.607950,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,7.600000
1751195625.657950,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,6.800000
1751195625.708000,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,6.400000
1751195625.757500,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,4.400000
1751195625.807500,1.000000,2.560000,0.000000,0.000000,-20.000000,2.240000,3.200000
1751195625.857750,1.000000,3.040000,0.000000,0.000000,-20.000000,2.560000,2.800000
1751195625.907700,1.000000,4.160000,0.000000,0.000000,-20.000000,3.040000,2.400000
1751195625.958000,1.000000,6.560000,0.000000,0.000000,-20.000000,4.160000,1.600000
1751195626.007700,1.000000,7.200000,0.000000,0.000000,-20.000000,4.800000,1.600000
1751195626.058000,1.000000,7.520000,0.000000,0.000000,-20.000000,4.640000,2.000000
1751195626.107950,1.000000,8.000000,0.000000,0.000000,-20.000000,5.280000,2.000000
1751195626.158000,1.000000,9.280000,0.000000,0.000000,-20.000000,5.600000,2.000000
1751195626.207750,1.000000,11.200000,0.000000,0.000000,-20.000000,6.880000,1.600000
1751195626.258000,1.000000,13.280000,0.000000,0.000000,-20.000000,8.160000,1.600000
1751195626.308000,1.000000,14.080000,0.000000,0.000000,-20.000000,9.120000,1.600000
1751195626.357750,1.000000,13.920000,0.000000,0.000000,-20.000000,8.000000,2.000000
1751195626.407500,1.000000,14.080000,0.000000,0.000000,-20.000000,7.840000,2.000000
1751195626.458000,1.000000,13.440000,0.000000,0.000000,-20.000000,7.680000,2.000000
1751195626.507750,1.000000,15.040000,0.000000,0.000000,-20.000000,8.640000,1.600000
1751195626.557750,1.000000,15.040000,0.000000,0.000000,-20.000000,8.320000,1.600000
1751195626.608000,1.000000,13.440000,0.000000,0.000000,-20.000000,8.160000,1.600000
1751195626.658000,1.000000,13.440000,0.000000,0.000000,-20.000000,7.680000,2.000000
1751195626.708000,1.000000,13.600000,0.000000,0.000000,-20.000000,7.360000,2.000000
1751195626.758000,1.000000,12.960000,0.000000,0.000000,-20.000000,7.680000,1.600000
1751195626.807550,1.000000,13.280000,0.000000,0.000000,-20.000000,7.680000,1.600000
1751195626.857750,1.000000,13.120000,0.000000,0.000000,-20.000000,7.840000,1.600000
1751195626.908000,1.000000,12.640000,0.000000,0.000000,-20.000000,6.880000,2.000000
1751195626.957500,1.000000,12.800000,0.000000,0.000000,-20.000000,7.200000,2.000000
1751195627.007750,1.000000,12.000000,0.000000,0.000000,-20.000000,7.040000,2.000000
1751195627.058000,1.000000,13.120000,0.000000,0.000000,-20.000000,7.680000,1.600000
1751195627.107750,1.000000,12.480000,0.000000,0.000000,-20.000000,7.520000,1.600000
1751195627.157750,1.000000,12.640000,0.000000,0.000000,-20.000000,7.360000,1.600000
1751195627.208050,1.000000,11.840000,0.000000,0.000000,-20.000000,6.720000,2.400000
1751195627.258000,1.000000,11.360000,0.000000,0.000000,-20.000000,6.560000,2.000000
1751195627.307750,1.000000,11.200000,0.000000,0.000000,-20.000000,6.080000,2.000000
1751195627.357750,1.000000,11.200000,0.000000,0.000000,-20.000000,6.240000,1.600000
1751195627.408000,1.000000,11.360000,0.000000,0.000000,-20.000000,6.240000,1.600000
1751195627.457750,1.000000,10.720000,0.000000,0.000000,-20.000000,5.600000,2.000000
1751195627.507750,1.000000,11.360000,0.000000,0.000000,-20.000000,6.080000,2.000000
1751195627.557550,1.000000,11.360000,0.000000,0.000000,-20.000000,6.080000,2.000000
1751195627.608000,1.000000,12.960000,0.000000,0.000000,-20.000000,7.040000,1.600000
1751195627.658000,1.000000,12.960000,0.000000,0.000000,-20.000000,7.200000,1.600000
1751195627.708050,1.000000,13.440000,0.000000,0.000000,-20.000000,7.200000,1.600000
1751195627.757750,1.000000,12.800000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195627.807750,1.000000,12.480000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195627.858050,1.000000,12.640000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195627.907950,1.000000,12.800000,0.000000,0.000000,-20.000000,7.040000,1.600000
1751195627.957750,1.000000,13.280000,0.000000,0.000000,-20.000000,7.200000,1.600000
1751195628.007550,1.000000,12.800000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195628.058000,1.000000,13.600000,0.000000,0.000000,-20.000000,6.880000,2.000000
1751195628.108050,1.000000,13.760000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195628.158000,1.000000,13.440000,0.000000,0.000000,-20.000000,7.360000,1.600000
1751195628.207550,1.000000,14.080000,0.000000,0.000000,-20.000000,7.360000,1.600000
1751195628.257800,1.000000,13.920000,0.000000,0.000000,-20.000000,7.200000,1.600000
1751195628.308000,1.000000,12.960000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195628.357550,1.000000,13.120000,0.000000,0.000000,-20.000000,6.720000,2.000000
1751195628.408000,1.000000,12.800000,0.000000,0.000000,-20.000000,6.560000,2.000000
1751195628.458050,1.000000,13.280000,0.000000,0.000000,-20.000000,7.040000,1.600000
1751195628.508050,1.000000,13.440000,0.000000,0.000000,-20.000000,7.040000,1.600000
1751195628.557750,1.000000,13.440000,0.000000,0.000000,-20.000000,7.040000,1.600000
1751195628.608050,1.000000,12.480000,0.000000,0.000000,-20.000000,6.560000,2.000000
1751195628.658000,1.000000,11.840000,0.000000,0.000000,-20.000000,6.080000,2.000000
1751195628.707550,1.000000,9.280000,0.000000,0.000000,-20.000000,5.120000,1.600000
1751195628.758050,1.000000,8.000000,0.000000,0.000000,-20.000000,4.640000,3.600000
1751195628.808050,1.000000,7.680000,0.000000,0.000000,-20.000000,4.160000,6.000000
1751195628.858050,1.000000,5.440000,0.000000,0.000000,-20.000000,3.040000,6.800000
1751195628.908050,1.000000,5.120000,0.000000,0.000000,-20.000000,3.040000,6.800000
1751195628.958050,1.000000,5.280000,0.000000,0.000000,-20.000000,3.040000,6.800000
1751195629.007700,1.000000,5.760000,0.000000,0.000000,-20.000000,3.680000,4.800000
1751195629.057800,1.000000,5.760000,0.000000,0.000000,-20.000000,3.520000,4.000000
1751195629.108050,1.000000,5.600000,0.000000,0.000000,-20.000000,3.680000,2.800000
1751195629.158050,1.000000,5.120000,0.000000,0.000000,-20.000000,3.040000,2.000000
1751195629.207800,1.000000,5.120000,0.000000,0.000000,-20.000000,3.200000,2.000000
1751195629.258050,1.000000,5.120000,0.000000,0.000000,-20.000000,3.200000,2.000000
1751195629.307550,1.000000,5.440000,0.000000,0.000000,-20.000000,3.680000,1.600000
1751195629.357550,1.000000,5.280000,0.000000,0.000000,-20.000000,3.520000,1.200000
1751195629.407800,1.000000,4.160000,0.000000,0.000000,-20.000000,2.560000,2.000000
1751195629.458200,1.000000,3.840000,0.000000,0.000000,-20.000000,2.560000,6.000000
1751195629.507800,1.000000,3.680000,0.000000,0.000000,-20.000000,2.240000,8.400000
1751195629.557800,1.000000,4.160000,0.000000,0.000000,-20.000000,2.880000,8.000000
1751195629.607550,1.000000,4.160000,0.000000,0.000000,-20.000000,2.720000,8.000000
1751195629.657800,1.000000,4.160000,0.000000,0.000000,-20.000000,2.720000,8.000000
1751195629.707800,1.000000,2.880000,0.000000,0.000000,-20.000000,2.240000,8.000000
1751195629.757800,1.000000,3.040000,0.000000,0.000000,-20.000000,2.240000,6.400000
1751195629.807800,1.000000,3.040000,0.000000,0.000000,-20.000000,2.240000,6.400000
1751195629.857550,1.000000,3.520000,0.000000,0.000000,-20.000000,2.560000,6.000000
1751195629.907700,1.000000,3.520000,0.000000,0.000000,-20.000000,2.560000,6.000000
1751195629.958050,1.000000,3.520000,0.000000,0.000000,-20.000000,2.560000,6.800000
1751195630.008050,1.000000,2.880000,0.000000,0.000000,-20.000000,2.240000,7.200000
1751195630.058050,1.000000,2.720000,0.000000,0.000000,-20.000000,2.240000,7.200000
1751195630.108050,1.000000,3.360000,0.000000,0.000000,-20.000000,2.560000,6.800000
1751195630.158050,1.000000,3.040000,0.000000,0.000000,-20.000000,2.560000,8.800000
1751195630.207600,1.000000,3.040000,0.000000,0.000000,-20.000000,2.560000,13.600000
1751195630.257600,1.000000,2.560000,0.000000,0.000000,-20.000000,2.240000,22.000000
1751195630.308050,1.000000,2.400000,0.000000,0.000000,-20.000000,2.240000,22.400000
1751195630.358150,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,22.400000
1751195630.408050,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,22.800000
1751195630.458050,1.000000,2.880000,0.000000,0.000000,-20.000000,2.400000,28.000000
1751195630.508050,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,27.600000
1751195630.557600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,19.600000
1751195630.607800,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,16.400000
1751195630.657600,1.000000,2.560000,0.000000,0.000000,-20.000000,2.240000,16.400000
1751195630.707600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,16.000000
1751195630.758100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,16.000000
1751195630.808050,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,16.400000
1751195630.858050,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,16.400000
1751195630.907850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,14.800000
1751195630.957800,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,13.600000
1751195631.007700,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,12.000000
1751195631.058050,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,10.800000
1751195631.108050,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.800000
1751195631.158100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.800000
1751195631.207600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.800000
1751195631.257600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,10.400000
1751195631.307600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,10.400000
1751195631.358100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.800000
1751195631.408100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.800000
1751195631.458200,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,10.800000
1751195631.507850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,10.400000
1751195631.558150,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,16.400000
1751195631.607850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,17.200000
1751195631.658100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,17.600000
1751195631.707850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,17.600000
1751195631.757600,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,17.600000
1751195631.807850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,22.000000
1751195631.857850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,27.600000
1751195631.908100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,29.600000
1751195631.957850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,34.400000
1751195632.007850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,38.000000
1751195632.057850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,41.600000
1751195632.107650,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,42.000000
1751195632.157850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,46.800000
1751195632.207850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,47.600000
1751195632.257850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,47.600000
1751195632.308100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,48.800000
1751195632.357850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,52.000000
1751195632.407600,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,58.800000
1751195632.457850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,59.200000
1751195632.507650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,63.600000
1751195632.558100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,64.800000
1751195632.607650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,65.600000
1751195632.657850,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,65.200000
1751195632.708100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,65.200000
1751195632.757850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,65.600000
1751195632.807850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,67.200000
1751195632.858100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,70.000000
1751195632.908100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,73.200000
1751195632.958150,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,74.000000
1751195633.008100,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,74.000000
1751195633.057850,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,74.400000
1751195633.107900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,74.400000
1751195633.158100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,74.400000
1751195633.208150,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,74.000000
1751195633.258100,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,70.400000
1751195633.308100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,66.000000
1751195633.357650,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,65.200000
1751195633.408300,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,65.200000
1751195633.457650,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,65.200000
1751195633.508100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,65.200000
1751195633.558100,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,67.600000
1751195633.608100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,68.800000
1751195633.658100,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,68.800000
1751195633.707900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,68.800000
1751195633.757850,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,68.800000
1751195633.807650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,73.600000
1751195633.857650,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,78.000000
1751195633.907900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,78.400000
1751195633.957900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,78.400000
1751195634.008100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.400000,78.000000
1751195634.058150,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,78.000000
1751195634.108100,1.000000,2.880000,0.000000,0.000000,-20.000000,2.560000,78.000000
1751195634.158150,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,78.400000
1751195634.207900,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,78.400000
1751195634.258150,1.000000,2.240000,0.000000,0.000000,-20.000000,2.240000,78.400000
1751195634.358100,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,77.600000
1751195634.408150,1.000000,2.720000,0.000000,0.000000,-20.000000,2.560000,77.600000
