t,ams_temp_max_9
1751195530.823800,31.500000
1751195530.876350,31.500000
1751195530.928900,31.500000
1751195530.970200,31.500000
1751195531.022600,31.500000
1751195531.075050,31.500000
1751195531.127600,31.500000
1751195531.180200,31.500000
1751195531.221400,31.500000
1751195531.273850,31.500000
1751195531.326350,31.500000
1751195531.378900,31.500000
1751195531.420200,31.500000
1751195531.472550,31.500000
1751195531.525050,31.500000
1751195531.577600,31.500000
1751195531.630200,31.500000
1751195531.671350,31.500000
1751195531.723850,31.500000
1751195531.776300,31.500000
1751195531.828900,31.500000
1751195531.870200,31.500000
1751195531.922600,31.500000
1751195531.975050,31.500000
1751195532.027600,31.500000
1751195532.080150,31.500000
1751195532.121350,31.500000
1751195532.173850,31.500000
1751195532.226350,31.500000
1751195532.278950,31.500000
1751195532.320200,31.500000
1751195532.372550,31.500000
1751195532.425000,31.500000
1751195532.477600,32.500000
1751195532.530200,31.500000
1751195532.571350,31.500000
1751195532.623850,31.500000
1751195532.676300,32.000000
1751195532.728900,31.500000
1751195532.770150,31.500000
1751195532.822550,31.500000
1751195532.875000,31.500000
1751195532.927600,31.500000
1751195532.980150,31.500000
1751195533.021350,31.500000
1751195533.073850,31.500000
1751195533.126300,32.000000
1751195533.178900,31.500000
1751195533.220150,31.500000
1751195533.272500,31.000000
1751195533.325000,31.500000
1751195533.377600,31.500000
1751195533.430150,31.500000
1751195533.471300,31.500000
1751195533.523800,31.500000
1751195533.576300,31.500000
1751195533.628850,31.500000
1751195533.670150,31.500000
1751195533.722500,31.500000
1751195533.775000,32.000000
1751195533.827550,31.500000
1751195533.880150,31.500000
1751195533.921350,31.500000
1751195533.973800,31.500000
1751195534.026250,31.500000
1751195534.078800,31.500000
1751195534.120100,31.500000
1751195534.172500,31.500000
1751195534.224950,31.500000
1751195534.277550,32.000000
1751195534.330100,31.500000
1751195534.371300,31.500000
1751195534.423750,31.500000
1751195534.476250,31.500000
1751195534.528800,31.500000
1751195534.570100,31.500000
1751195534.622450,32.000000
1751195534.674950,31.500000
1751195534.727500,31.500000
1751195534.780050,31.500000
1751195534.821300,31.500000
1751195534.873800,31.500000
1751195534.926250,31.500000
1751195534.978800,31.500000
1751195535.020100,31.500000
1751195535.072500,31.500000
1751195535.124950,31.500000
1751195535.177550,31.500000
1751195535.230150,31.500000
1751195535.271350,31.500000
1751195535.323750,31.500000
1751195535.376350,32.000000
1751195535.428950,31.500000
1751195535.470250,31.500000
1751195535.522600,31.500000
1751195535.575100,31.500000
1751195535.627650,31.500000
1751195535.680250,31.500000
1751195535.721300,31.500000
1751195535.773800,31.500000
1751195535.826400,31.500000
1751195535.878950,31.500000
1751195535.920250,31.500000
1751195535.972650,31.500000
1751195536.025100,31.500000
1751195536.077650,31.500000
1751195536.130250,31.500000
1751195536.171350,31.500000
1751195536.223800,31.500000
1751195536.276400,31.500000
1751195536.329000,31.500000
1751195536.370300,31.500000
1751195536.422700,31.500000
1751195536.475200,31.500000
1751195536.527750,31.500000
1751195536.580350,31.500000
1751195536.621450,31.500000
1751195536.673950,31.500000
1751195536.726450,31.500000
1751195536.779050,31.500000
1751195536.820350,31.500000
1751195536.872750,31.500000
1751195536.925250,31.500000
1751195536.977650,31.500000
1751195537.030200,31.500000
1751195537.071300,31.500000
1751195537.123800,31.500000
1751195537.176400,31.500000
1751195537.229000,31.500000
1751195537.270300,31.500000
1751195537.322700,31.500000
1751195537.375200,31.500000
1751195537.427800,31.500000
1751195537.480150,31.500000
1751195537.521250,31.500000
1751195537.573750,31.500000
1751195537.626350,31.500000
1751195537.678900,31.500000
1751195537.720200,32.000000
1751195537.772600,32.000000
1751195537.825050,31.500000
1751195537.877650,31.500000
1751195537.930250,31.500000
1751195537.971350,31.500000
1751195538.023850,31.500000
1751195538.076400,31.500000
1751195538.129050,31.500000
1751195538.170300,31.500000
1751195538.222700,31.500000
1751195538.275200,31.500000
1751195538.327750,31.500000
1751195538.380150,31.500000
1751195538.421250,31.500000
1751195538.473700,31.500000
1751195538.526200,31.500000
1751195538.578750,31.500000
1751195538.620050,31.500000
1751195538.672400,31.500000
1751195538.724950,31.500000
1751195538.777500,31.500000
1751195538.830100,31.500000
1751195538.871200,31.000000
1751195538.923700,31.500000
1751195538.976150,31.500000
1751195539.028700,31.500000
1751195539.070050,31.500000
1751195539.122450,31.500000
1751195539.174900,31.500000
1751195539.227500,31.500000
1751195539.280050,31.500000
1751195539.321150,31.500000
1751195539.373650,31.500000
1751195539.426100,31.500000
1751195539.478700,31.500000
1751195539.520000,31.500000
1751195539.572350,31.500000
1751195539.624800,31.500000
1751195539.677400,32.000000
1751195539.730000,31.500000
1751195539.771200,31.500000
1751195539.823650,31.500000
1751195539.876100,31.500000
1751195539.928700,31.500000
1751195539.969950,31.500000
1751195540.022350,31.500000
1751195540.074850,31.500000
1751195540.127400,31.500000
1751195540.180000,31.500000
1751195540.221150,31.500000
1751195540.273650,31.500000
1751195540.326150,31.500000
1751195540.378700,31.500000
1751195540.420050,31.500000
1751195540.472400,31.500000
1751195540.524850,31.500000
1751195540.577400,31.500000
1751195540.630000,31.500000
1751195540.671200,31.500000
1751195540.723700,31.500000
1751195540.776300,31.500000
1751195540.828850,31.500000
1751195540.870150,31.500000
1751195540.922550,31.500000
1751195540.975000,31.500000
1751195541.027550,31.500000
1751195541.080150,31.500000
1751195541.121200,31.500000
1751195541.173700,31.500000
1751195541.226300,31.500000
1751195541.278850,31.500000
1751195541.320150,31.500000
1751195541.372550,31.500000
1751195541.425000,31.500000
1751195541.477550,31.500000
1751195541.530150,31.500000
1751195541.571250,31.500000
1751195541.623750,31.500000
1751195541.676350,31.500000
1751195541.728900,32.000000
1751195541.770200,31.500000
1751195541.822550,31.500000
1751195541.875050,31.500000
1751195541.927600,31.500000
1751195541.980200,31.500000
1751195542.021250,31.500000
1751195542.073750,31.500000
1751195542.126350,31.500000
1751195542.178950,31.500000
1751195542.220300,31.500000
1751195542.272650,31.500000
1751195542.325100,31.500000
1751195542.377500,31.500000
1751195542.430100,31.500000
1751195542.471200,31.500000
1751195542.523700,31.500000
1751195542.576300,31.500000
1751195542.628900,31.500000
1751195542.670150,31.500000
1751195542.722550,31.500000
1751195542.775050,31.500000
1751195542.827650,31.500000
1751195542.880200,31.500000
1751195542.921300,31.500000
1751195542.973800,31.500000
1751195543.026250,31.500000
1751195543.078850,31.500000
1751195543.120150,31.500000
1751195543.172500,31.500000
1751195543.225000,31.500000
1751195543.277550,31.500000
1751195543.330100,31.500000
1751195543.371200,31.500000
1751195543.423700,31.500000
1751195543.476300,31.500000
1751195543.528850,31.500000
1751195543.570150,31.500000
1751195543.622550,31.500000
1751195543.675050,31.500000
1751195543.727650,31.500000
1751195543.780200,31.500000
1751195543.821300,31.500000
1751195543.873800,31.500000
1751195543.926300,31.500000
1751195543.978700,31.500000
1751195544.020000,31.500000
1751195544.072400,31.500000
1751195544.124900,31.500000
1751195544.177500,31.500000
1751195544.230100,31.500000
1751195544.271200,31.500000
1751195544.323650,32.000000
1751195544.376300,31.500000
1751195544.428900,31.500000
1751195544.470200,31.500000
1751195544.522600,31.500000
1751195544.575100,31.500000
1751195544.627450,31.500000
1751195544.680050,31.500000
1751195544.721150,31.500000
1751195544.773650,31.500000
1751195544.826300,31.500000
1751195544.878900,31.500000
1751195544.972850,31.500000
1751195545.025400,31.500000
1751195545.078100,31.500000
1751195545.130700,31.500000
1751195545.172000,31.500000
1751195545.224600,31.500000
1751195545.277350,31.500000
1751195545.330100,31.500000
1751195545.371300,31.500000
1751195545.423850,31.500000
1751195545.476450,31.500000
1751195545.528950,31.500000
1751195545.570050,31.500000
1751195545.622500,31.500000
1751195545.675000,31.500000
1751195545.727400,31.500000
1751195545.780050,31.500000
1751195545.821150,31.500000
1751195545.873650,31.500000
1751195545.926250,31.500000
1751195545.978650,31.500000
1751195546.031150,31.500000
1751195546.072350,31.500000
1751195546.124850,31.500000
1751195546.177400,31.500000
1751195546.230000,31.500000
1751195546.271050,31.500000
1751195546.323600,31.500000
1751195546.376200,31.500000
1751195546.428750,31.500000
1751195546.470050,31.500000
1751195546.522450,31.500000
1751195546.574900,32.500000
1751195546.627500,31.500000
1751195546.680100,31.500000
1751195546.721200,31.500000
1751195546.773650,31.500000
1751195546.826300,31.500000
1751195546.878650,31.500000
1751195546.931100,31.500000
1751195546.972300,31.500000
1751195547.024800,31.500000
1751195547.077400,31.500000
1751195547.129950,31.500000
1751195547.171100,31.500000
1751195547.223550,31.500000
1751195547.276200,31.500000
1751195547.328750,31.500000
1751195547.370100,31.500000
1751195547.422450,31.500000
1751195547.474900,31.500000
1751195547.527500,31.500000
1751195547.580100,31.500000
1751195547.621100,31.500000
1751195547.673600,31.500000
1751195547.726250,31.500000
1751195547.778800,31.500000
1751195547.872600,31.500000
1751195547.925150,31.500000
1751195547.977500,31.500000
1751195548.030100,31.500000
1751195548.071150,31.500000
1751195548.123650,31.500000
1751195548.176250,31.500000
1751195548.228600,31.500000
1751195548.281100,31.500000
1751195548.322300,31.500000
1751195548.374750,31.500000
1751195548.427350,31.500000
1751195548.479900,31.500000
1751195548.521050,31.500000
1751195548.573500,31.500000
1751195548.626100,31.500000
1751195548.678700,31.500000
1751195548.731150,31.500000
1751195548.772350,31.500000
1751195548.824850,31.500000
1751195548.877400,31.500000
1751195548.930000,31.500000
1751195548.971050,31.500000
1751195549.023550,31.500000
1751195549.076100,31.500000
1751195549.128700,31.500000
1751195549.181200,31.500000
1751195549.222400,31.500000
1751195549.274850,31.500000
1751195549.327500,31.500000
1751195549.379850,31.500000
1751195549.421050,31.500000
1751195549.473550,31.500000
1751195549.526150,31.500000
1751195549.578750,31.500000
1751195549.631150,31.500000
1751195549.672400,31.500000
1751195549.724900,31.500000
1751195549.777450,31.500000
1751195549.830000,31.500000
1751195549.871100,31.500000
1751195549.923600,31.500000
1751195549.976200,31.500000
1751195550.028550,31.500000
1751195550.081000,31.500000
1751195550.122250,31.500000
1751195550.174750,31.500000
1751195550.227250,31.500000
1751195550.279850,31.500000
1751195550.320900,31.500000
1751195550.373400,31.500000
1751195550.426050,31.500000
1751195550.478650,31.500000
1751195550.531050,31.500000
1751195550.572300,31.500000
1751195550.624800,31.500000
1751195550.677350,31.500000
1751195550.729900,31.500000
1751195550.771000,31.500000
1751195550.823500,31.500000
1751195550.876150,31.500000
1751195550.928700,31.500000
1751195550.981150,31.500000
1751195551.022350,31.500000
1751195551.074850,31.500000
1751195551.127400,31.500000
1751195551.179950,31.500000
1751195551.221050,31.500000
1751195551.273550,32.000000
1751195551.326150,31.500000
1751195551.378550,31.500000
1751195551.431000,31.500000
1751195551.472250,31.500000
1751195551.524700,31.500000
1751195551.577250,31.500000
1751195551.629850,31.500000
1751195551.670950,32.500000
1751195551.723400,31.500000
1751195551.776050,31.500000
1751195551.828600,31.500000
1751195551.881050,31.500000
1751195551.922250,31.500000
1751195551.974750,31.500000
1751195552.027300,32.000000
1751195552.079850,31.500000
1751195552.120950,32.000000
1751195552.173450,31.500000
1751195552.226050,31.500000
1751195552.278650,31.500000
1751195552.331100,31.500000
1751195552.372300,31.500000
1751195552.424750,31.500000
1751195552.477350,31.500000
1751195552.529950,31.500000
1751195552.571000,31.500000
1751195552.623450,31.500000
1751195552.676100,31.500000
1751195552.728650,31.500000
1751195552.781150,31.500000
1751195552.822350,31.500000
1751195552.874900,31.500000
1751195552.927250,31.000000
1751195552.979850,31.500000
1751195553.020900,31.500000
1751195553.073400,33.000000
1751195553.126000,31.500000
1751195553.178600,31.500000
1751195553.231100,31.500000
1751195553.272300,31.500000
1751195553.324750,32.500000
1751195553.377350,31.500000
1751195553.429950,31.500000
1751195553.471050,31.500000
1751195553.523500,31.500000
1751195553.576100,31.500000
1751195553.628500,31.500000
1751195553.680950,31.500000
1751195553.722150,31.500000
1751195553.774650,31.500000
1751195553.827250,31.500000
1751195553.879800,31.500000
1751195553.920900,31.500000
1751195553.973400,31.500000
1751195554.025950,31.500000
1751195554.078550,31.500000
1751195554.131000,31.500000
1751195554.172250,31.500000
1751195554.224750,31.500000
1751195554.277300,31.500000
1751195554.329900,31.500000
1751195554.370950,31.500000
1751195554.423500,31.500000
1751195554.476050,31.500000
1751195554.528400,31.500000
1751195554.580850,31.500000
1751195554.622050,31.500000
1751195554.674550,31.500000
1751195554.727100,31.500000
1751195554.779650,31.500000
1751195554.820850,31.500000
1751195554.873350,31.500000
1751195554.925950,31.500000
1751195554.978500,31.500000
1751195555.031000,31.500000
1751195555.072150,31.500000
1751195555.124650,31.500000
1751195555.177200,31.500000
1751195555.229800,31.500000
1751195555.270900,31.500000
1751195555.323400,31.500000
1751195555.376000,32.000000
1751195555.428600,31.500000
1751195555.481050,31.500000
1751195555.522300,31.500000
1751195555.574750,31.500000
1751195555.627300,31.500000
1751195555.679700,31.500000
1751195555.720850,31.500000
1751195555.773350,31.500000
1751195555.825950,31.500000
1751195555.878550,31.500000
1751195555.931000,31.500000
1751195555.972250,31.500000
1751195556.024700,31.500000
1751195556.077300,31.500000
1751195556.129850,31.500000
1751195556.170950,31.500000
1751195556.223400,31.500000
1751195556.276000,31.500000
1751195556.328400,31.500000
1751195556.380850,31.500000
1751195556.422050,31.500000
1751195556.474550,31.500000
1751195556.527150,31.500000
1751195556.579750,31.500000
1751195556.620850,31.500000
1751195556.673350,31.500000
1751195556.725950,31.500000
1751195556.778550,32.000000
1751195556.831050,31.500000
1751195556.872300,31.500000
1751195556.924750,32.000000
1751195556.977150,31.500000
1751195557.029750,31.500000
1751195557.070850,31.500000
1751195557.123300,31.500000
1751195557.175950,31.500000
1751195557.228500,31.500000
1751195557.281000,31.500000
1751195557.322250,31.500000
1751195557.374750,31.500000
1751195557.427100,31.500000
1751195557.479700,31.500000
1751195557.520750,31.500000
1751195557.573250,31.500000
1751195557.625850,31.500000
1751195557.678450,31.500000
1751195557.730900,31.500000
1751195557.772100,31.500000
1751195557.824600,31.500000
1751195557.877200,31.500000
1751195557.929800,31.500000
1751195557.970900,31.500000
1751195558.023400,31.500000
1751195558.076000,31.500000
1751195558.128400,31.500000
1751195558.180900,31.500000
1751195558.222150,31.500000
1751195558.274650,31.500000
1751195558.327250,31.500000
1751195558.379650,31.500000
1751195558.420750,31.500000
1751195558.473250,31.500000
1751195558.525850,31.500000
1751195558.578450,31.500000
1751195558.630900,31.500000
1751195558.672150,31.500000
1751195558.724650,32.000000
1751195558.777300,31.500000
1751195558.829750,31.500000
1751195558.870900,31.500000
1751195558.923500,31.500000
1751195558.976100,31.500000
1751195559.028550,31.500000
1751195559.081150,31.500000
1751195559.122450,31.500000
1751195559.175100,31.500000
1751195559.227850,31.500000
1751195559.280600,31.500000
1751195559.321850,31.500000
1751195559.374400,31.500000
1751195559.427050,31.500000
1751195559.479700,31.500000
1751195559.520850,31.500000
1751195559.573400,31.500000
1751195559.626000,31.500000
1751195559.678400,31.500000
1751195559.730900,31.500000
1751195559.772150,31.500000
1751195559.824650,31.500000
1751195559.877250,31.500000
1751195559.929650,31.500000
1751195559.970750,31.500000
1751195560.023250,32.000000
1751195560.075850,31.500000
1751195560.128400,31.500000
1751195560.180900,31.500000
1751195560.222100,31.500000
1751195560.274550,31.500000
1751195560.327150,31.500000
1751195560.379750,31.500000
1751195560.420850,31.500000
1751195560.473350,31.500000
1751195560.525950,31.500000
1751195560.578350,31.500000
1751195560.630800,31.500000
1751195560.672000,31.500000
1751195560.724500,31.500000
1751195560.777050,31.500000
1751195560.829650,31.500000
1751195560.870750,31.500000
1751195560.923200,31.500000
1751195560.975850,31.500000
1751195561.028450,31.500000
1751195561.080900,31.500000
1751195561.122100,31.500000
1751195561.174600,31.500000
1751195561.227150,32.000000
1751195561.279800,31.500000
1751195561.320900,31.500000
1751195561.373400,31.500000
1751195561.425850,32.000000
1751195561.478450,31.500000
1751195561.530900,31.500000
1751195561.572100,31.500000
1751195561.624650,31.500000
1751195561.677050,32.000000
1751195561.729650,31.500000
1751195561.770750,31.500000
1751195561.823250,32.000000
1751195561.875850,32.000000
1751195561.928450,31.500000
1751195561.980900,31.500000
1751195562.022200,31.500000
1751195562.074750,32.000000
1751195562.127100,31.500000
1751195562.179700,31.500000
1751195562.220800,31.500000
1751195562.273300,32.000000
1751195562.325800,32.000000
1751195562.378400,32.000000
1751195562.430850,31.500000
1751195562.472100,31.500000
1751195562.524600,32.000000
1751195562.576950,31.500000
1751195562.629550,32.000000
1751195562.670650,32.000000
1751195562.723150,32.000000
1751195562.775750,32.000000
1751195562.828350,31.500000
1751195562.880850,31.500000
1751195562.922100,32.000000
1751195562.974600,31.500000
1751195563.027200,32.000000
1751195563.079600,31.500000
1751195563.120700,32.000000
1751195563.173200,32.000000
1751195563.225850,32.000000
1751195563.278400,31.500000
1751195563.330900,32.000000
1751195563.372150,32.000000
1751195563.424650,32.000000
1751195563.477050,31.500000
1751195563.529650,31.500000
1751195563.570750,32.000000
1751195563.623250,31.500000
1751195563.675850,31.500000
1751195563.728250,31.500000
1751195563.780750,31.500000
1751195563.822000,31.500000
1751195563.874500,32.000000
1751195563.927100,32.000000
1751195563.979700,32.000000
1751195564.020800,32.000000
1751195564.073300,32.000000
1751195564.125800,31.500000
1751195564.178450,32.000000
1751195564.230900,32.000000
1751195564.272100,32.000000
1751195564.324600,32.000000
1751195564.377000,32.000000
1751195564.429550,32.000000
1751195564.470650,32.000000
1751195564.523200,32.000000
1751195564.575800,31.500000
1751195564.628200,31.500000
1751195564.680700,32.000000
1751195564.721900,31.500000
1751195564.774400,32.000000
1751195564.827050,32.000000
1751195564.879650,31.500000
1751195564.920750,31.500000
1751195564.973250,31.500000
1751195565.025750,31.500000
1751195565.078350,32.000000
1751195565.130850,32.000000
1751195565.172100,32.000000
1751195565.224600,31.500000
1751195565.277000,32.000000
1751195565.329600,31.500000
1751195565.370650,32.000000
1751195565.423200,32.000000
1751195565.475800,32.000000
1751195565.528150,31.500000
1751195565.580650,32.000000
1751195565.621850,31.500000
1751195565.674400,31.500000
1751195565.726950,31.500000
1751195565.779550,32.000000
1751195565.820650,31.500000
1751195565.873150,32.000000
1751195565.925750,31.500000
1751195565.978350,31.500000
1751195566.030800,31.500000
1751195566.072000,32.000000
1751195566.124550,31.500000
1751195566.176900,32.000000
1751195566.229500,32.000000
1751195566.270600,31.500000
1751195566.323100,32.000000
1751195566.375750,31.500000
1751195566.428300,31.500000
1751195566.480800,31.500000
1751195566.522050,32.000000
1751195566.574500,32.000000
1751195566.627100,32.000000
1751195566.679500,32.000000
1751195566.720600,32.000000
1751195566.773150,31.500000
1751195566.825750,31.500000
1751195566.878350,32.000000
1751195566.930650,31.500000
1751195566.971850,31.500000
1751195567.024300,31.500000
1751195567.076900,31.500000
1751195567.129500,31.500000
1751195567.170600,32.000000
1751195567.223100,31.500000
1751195567.275700,32.000000
1751195567.328300,31.500000
1751195567.380750,32.000000
1751195567.421950,32.000000
1751195567.474450,31.500000
1751195567.527000,32.000000
1751195567.579400,31.500000
1751195567.620550,31.500000
1751195567.673100,31.500000
1751195567.725700,31.500000
1751195567.778300,31.500000
1751195567.830750,31.500000
1751195567.872000,31.500000
1751195567.924450,31.500000
1751195567.976900,31.500000
1751195568.029500,31.500000
1751195568.070600,31.500000
1751195568.123100,31.500000
1751195568.175700,31.500000
1751195568.228350,31.500000
1751195568.280800,32.000000
1751195568.322000,31.500000
1751195568.374500,31.500000
1751195568.426900,31.500000
1751195568.479450,31.500000
1751195568.520550,31.500000
1751195568.573050,31.500000
1751195568.625650,32.500000
1751195568.678300,31.500000
1751195568.730750,32.000000
1751195568.772000,31.500000
1751195568.824500,32.000000
1751195568.876900,31.500000
1751195568.929500,31.500000
1751195568.970650,31.500000
1751195569.023100,31.500000
1751195569.075700,31.500000
1751195569.128100,31.500000
1751195569.180550,32.000000
1751195569.221750,31.500000
1751195569.274250,31.500000
1751195569.326850,31.500000
1751195569.379450,31.500000
1751195569.420550,31.500000
1751195569.473000,31.500000
1751195569.525650,31.500000
1751195569.578250,31.500000
1751195569.630750,31.500000
1751195569.671950,31.500000
1751195569.724500,31.500000
1751195569.776850,31.500000
1751195569.829450,31.500000
1751195569.870550,31.500000
1751195569.923050,31.500000
1751195569.975600,31.500000
1751195570.028250,31.500000
1751195570.080700,31.500000
1751195570.121900,31.500000
1751195570.174400,31.500000
1751195570.226950,31.500000
1751195570.279550,32.500000
1751195570.320600,31.500000
1751195570.373100,31.500000
1751195570.425650,31.500000
1751195570.478200,31.500000
1751195570.530650,32.500000
1751195570.571900,31.500000
1751195570.624400,31.500000
1751195570.676750,32.000000
1751195570.729350,31.500000
1751195570.770450,32.000000
1751195570.822950,31.500000
1751195570.875550,31.500000
1751195570.928150,31.500000
1751195570.980600,31.500000
1751195571.021800,31.500000
1751195571.074350,31.500000
1751195571.126950,31.500000
1751195571.179550,31.500000
1751195571.220650,31.500000
1751195571.273150,31.500000
1751195571.325650,31.500000
1751195571.378250,32.000000
1751195571.430700,31.500000
1751195571.471900,31.500000
1751195571.524400,31.500000
1751195571.576800,32.000000
1751195571.629400,32.000000
1751195571.670550,31.500000
1751195571.723100,31.500000
1751195571.775650,31.500000
1751195571.828100,31.500000
1751195571.880600,31.500000
1751195571.921800,31.500000
1751195571.974350,31.500000
1751195572.026950,31.500000
1751195572.079350,31.500000
1751195572.120400,31.500000
1751195572.172950,31.500000
1751195572.225600,31.500000
1751195572.278200,32.500000
1751195572.330650,31.500000
1751195572.371900,31.500000
1751195572.424400,31.500000
1751195572.476750,31.500000
1751195572.529350,31.500000
1751195572.570450,31.500000
1751195572.622950,31.500000
1751195572.675550,31.500000
1751195572.728200,32.000000
1751195572.780650,31.500000
1751195572.821900,31.500000
1751195572.874400,32.000000
1751195572.926800,31.500000
1751195572.979450,31.500000
1751195573.020500,31.500000
1751195573.073050,32.000000
1751195573.125650,31.500000
1751195573.178050,32.000000
1751195573.230550,32.500000
1751195573.271800,32.000000
1751195573.324300,31.500000
1751195573.376900,31.500000
1751195573.429300,32.500000
1751195573.470450,31.500000
1751195573.522950,31.500000
1751195573.575600,31.500000
1751195573.628150,31.500000
1751195573.680650,31.500000
1751195573.721850,31.500000
1751195573.774400,31.500000
1751195573.826800,31.500000
1751195573.879400,31.500000
1751195573.920450,31.500000
1751195573.972950,31.500000
1751195574.025600,31.500000
1751195574.078000,31.500000
1751195574.130500,31.500000
1751195574.171700,31.500000
1751195574.224250,32.000000
1751195574.276950,31.500000
1751195574.329450,31.500000
1751195574.370600,31.500000
1751195574.423200,31.500000
1751195574.475850,31.500000
1751195574.528650,31.500000
1751195574.581150,31.500000
1751195574.622500,31.500000
1751195574.675250,31.500000
1751195574.728000,31.500000
1751195574.780600,31.500000
1751195574.821900,32.000000
1751195574.874500,31.500000
1751195574.926900,31.500000
1751195574.979400,31.500000
