t,dash_btn2_pressed,dash_btn1_pressed,st_wheel_btn4_pressed,st_wheel_btn3_pressed,st_wheel_btn2_pressed,st_wheel_btn1_pressed
1751195522.603200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.653000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.703000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.753000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.803000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.853000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.903000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195522.953000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.053000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.103000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.153000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.203000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.253000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.303000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.353000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.403000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.453000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.503150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.553000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.603000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.653000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.703000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.753000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.803000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.853000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.903000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195523.953200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.053000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.103000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.153000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.203000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.253000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.303000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.353000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.403200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.453000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.503000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.553000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.603000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.653000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.703000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.753000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.803000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.853200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.903000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195524.952950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.053000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.103000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.153000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.202950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.253000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.303150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.353000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.403000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.452950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.503000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.553000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195525.602950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
