t,dash_btn2_pressed,dash_btn1_pressed,st_wheel_btn4_pressed,st_wheel_btn3_pressed,st_wheel_btn2_pressed,st_wheel_btn1_pressed
1751195593.652350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195593.702350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195593.752350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195593.802350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195593.852350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195593.902350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195593.952350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.052450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.102350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.152350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.202350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.302350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.352350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.402300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.452350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.502450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.552350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.602350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.702350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.802350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.852350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195594.952450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.052350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.102350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.152300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.202350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.302300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.352350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.402450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.452350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.502300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.552300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.602350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.702350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.802300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.852400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195595.952300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.052300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.102350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.152300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.202300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.302450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.352300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.402300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.452300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.502300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.552300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.602300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.702300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.802300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.852300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195596.952300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.052300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.102300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.152400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.202300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.302300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.352300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.402300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.452300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.502300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.552300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.602400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.702300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.802300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.852300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195597.952300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.052350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.102300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.152300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.202300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.302300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.352300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.402300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.452300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.502350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.552300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.602300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.702300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.802300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.852300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195598.952350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.052300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.102300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.152300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.202250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.302300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.352300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.402350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.502300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.552300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.602300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.702250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.802300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.852350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195599.952250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.002300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.052300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.102250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.152300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.202250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.252250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.302300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.402300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.502250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.552300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.602250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.652250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.702250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.752300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.802300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.852250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.902300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195600.952250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.052300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.102250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.152250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.202300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.252250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.302300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.402250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.502250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.552250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.602250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.652300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.702250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.752250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.802250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.852250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.902250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195601.952250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.052250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.102250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.152250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.202250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.252250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.302250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.402250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.502250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.552250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.602250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.652250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.702250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.752250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.802250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.852250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.902250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195602.952250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.052250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.102250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.152250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.202250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.252250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.302250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.402250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.502250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.552250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.602250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.652250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.702250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.752250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.802250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.852250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.902250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195603.952250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.052250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.102250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.152250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.202250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.252250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.302250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.402200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.502250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.552250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.602250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.652200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.702250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.752250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.802250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.852250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.902200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195604.952250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.052200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.102250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.152200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.202250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.252250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.302200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.402200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.452250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.502250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.552200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.602250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.652200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.702200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.752250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.802200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.852250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.902200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195605.952200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195606.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195606.052200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1751195606.102200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
