t,ams_voltage_max_9
1751195688.007800,3.910000
1751195688.019050,3.910000
1751195688.037950,3.910000
1751195688.049250,3.910000
1751195688.060500,3.910000
1751195688.071850,3.910000
1751195688.090750,3.910000
1751195688.102000,3.910000
1751195688.113300,3.910000
1751195688.124600,3.910000
1751195688.143450,3.910000
1751195688.154700,3.910000
1751195688.166000,3.910000
1751195688.177200,3.910000
1751195688.196100,3.910000
1751195688.207500,3.910000
1751195688.218800,3.910000
1751195688.237700,3.910000
1751195688.249000,3.910000
1751195688.260300,3.910000
1751195688.271600,3.910000
1751195688.290400,3.910000
1751195688.301650,3.910000
1751195688.313000,3.910000
1751195688.324300,3.910000
1751195688.343100,3.910000
1751195688.354350,3.910000
1751195688.365650,3.910000
1751195688.377000,3.910000
1751195688.395850,3.910000
1751195688.407050,3.910000
1751195688.418250,3.910000
1751195688.437150,3.910000
1751195688.448450,3.910000
1751195688.459750,3.910000
1751195688.471050,3.910000
1751195688.489950,3.910000
1751195688.501250,3.910000
1751195688.512550,3.910000
1751195688.523850,3.910000
1751195688.542600,3.910000
1751195688.553900,3.910000
1751195688.565200,3.910000
1751195688.576500,3.910000
1751195688.595300,3.910000
1751195688.606550,3.910000
1751195688.617850,3.910000
1751195688.648050,3.910000
1751195688.659350,3.910000
1751195688.670600,3.910000
1751195688.689400,3.910000
1751195688.700700,3.910000
1751195688.712000,3.910000
1751195688.723250,3.910000
1751195688.742050,3.910000
1751195688.753350,3.910000
1751195688.764600,3.910000
1751195688.775900,3.910000
1751195688.794650,3.910000
1751195688.805950,3.910000
1751195688.817150,3.910000
1751195688.836000,3.910000
1751195688.847200,3.910000
1751195688.858350,3.910000
1751195688.869700,3.910000
1751195688.888300,3.910000
1751195688.899600,3.910000
1751195688.910900,3.910000
1751195688.922200,3.910000
1751195688.940900,3.910000
1751195688.952200,3.910000
1751195688.963500,3.910000
1751195688.974800,3.910000
1751195688.993550,3.910000
1751195689.004850,3.910000
1751195689.016150,3.910000
1751195689.027550,3.910000
1751195689.046350,3.910000
1751195689.057600,3.910000
1751195689.068950,3.910000
1751195689.087750,3.910000
1751195689.099050,3.910000
1751195689.110350,3.910000
1751195689.121650,3.910000
1751195689.140350,3.910000
1751195689.151650,3.910000
1751195689.162950,3.910000
1751195689.174200,3.910000
1751195689.192950,3.910000
1751195689.204250,3.910000
1751195689.215500,3.910000
1751195689.245650,3.910000
1751195689.256950,3.910000
1751195689.268250,3.910000
1751195689.287100,3.910000
1751195689.298350,3.910000
1751195689.309650,3.910000
1751195689.320900,3.910000
1751195689.339650,3.910000
1751195689.350900,3.910000
1751195689.362200,3.910000
1751195689.373500,3.910000
1751195689.392250,3.910000
1751195689.403550,3.910000
1751195689.414850,3.910000
1751195689.426100,3.910000
1751195689.444900,3.910000
1751195689.456200,3.910000
1751195689.467500,3.910000
1751195689.486300,3.910000
1751195689.497600,3.910000
1751195689.508900,3.910000
1751195689.520150,3.910000
1751195689.538900,3.910000
1751195689.550200,3.910000
1751195689.561450,3.910000
1751195689.572750,3.910000
1751195689.591500,3.910000
1751195689.602800,3.920000
1751195689.614050,3.910000
1751195689.625350,3.910000
1751195689.644100,3.910000
1751195689.655400,3.920000
1751195689.685600,3.920000
1751195689.696750,3.920000
1751195689.708150,3.920000
1751195689.719400,3.920000
1751195689.738200,3.920000
1751195689.749550,3.920000
1751195689.760850,3.920000
1751195689.772150,3.920000
1751195689.790850,3.920000
1751195689.802100,3.920000
1751195689.813400,3.920000
1751195689.824700,3.920000
1751195689.843400,3.920000
1751195689.854700,3.920000
1751195689.866000,3.920000
1751195689.877200,3.920000
1751195689.896000,3.920000
1751195689.907200,3.920000
1751195689.918350,3.920000
1751195689.937050,3.920000
1751195689.948250,3.920000
1751195689.959550,3.920000
1751195689.970850,3.920000
1751195689.989550,3.920000
1751195690.000800,3.920000
1751195690.012100,3.920000
1751195690.023400,3.920000
1751195690.042100,3.920000
1751195690.053400,3.920000
1751195690.064650,3.920000
1751195690.075950,3.920000
1751195690.094600,3.920000
1751195690.105950,3.920000
1751195690.117100,3.920000
1751195690.135900,3.920000
1751195690.147100,3.920000
1751195690.158250,3.920000
1751195690.169550,3.920000
1751195690.188350,3.920000
1751195690.199700,3.920000
1751195690.210950,3.920000
1751195690.222250,3.920000
1751195690.240900,3.920000
1751195690.252200,3.920000
1751195690.263500,3.920000
1751195690.274800,3.920000
1751195690.293500,3.920000
1751195690.304800,3.920000
1751195690.316050,3.920000
1751195690.327450,3.920000
1751195690.346250,3.920000
1751195690.357550,3.920000
1751195690.368850,3.920000
1751195690.387650,3.920000
1751195690.398950,3.920000
1751195690.410200,3.920000
1751195690.421500,3.920000
1751195690.440350,3.920000
1751195690.451600,3.920000
1751195690.462900,3.920000
1751195690.474200,3.920000
1751195690.492900,3.920000
1751195690.504200,3.920000
1751195690.515450,3.920000
1751195690.526700,3.920000
1751195690.545450,3.920000
1751195690.568050,3.920000
1751195690.586750,3.920000
1751195690.598150,3.920000
1751195690.609450,3.920000
1751195690.620750,3.920000
1751195690.639400,3.920000
1751195690.650700,3.920000
1751195690.662000,3.920000
1751195690.673300,3.920000
1751195690.691950,3.920000
1751195690.703300,3.920000
1751195690.714550,3.920000
1751195690.725850,3.920000
1751195690.744550,3.920000
1751195690.755850,3.920000
1751195690.767050,3.920000
1751195690.785850,3.920000
1751195690.797150,3.920000
1751195690.808400,3.920000
1751195690.819750,3.920000
1751195690.838300,3.920000
1751195690.849600,3.920000
1751195690.860850,3.920000
1751195690.872150,3.920000
1751195690.890850,3.910000
1751195690.902150,3.910000
1751195690.913400,3.910000
1751195690.924700,3.910000
1751195690.943500,3.910000
1751195690.954750,3.910000
1751195690.966050,3.910000
1751195690.977450,3.910000
1751195690.996300,3.910000
1751195691.007550,3.910000
1751195691.018850,3.910000
1751195691.037700,3.910000
1751195691.049000,3.910000
1751195691.060300,3.910000
1751195691.071550,3.910000
1751195691.090300,3.910000
1751195691.101600,3.910000
1751195691.112850,3.910000
1751195691.124200,3.910000
1751195691.142900,3.910000
1751195691.154150,3.910000
1751195691.165450,3.910000
1751195691.195600,3.910000
1751195691.206950,3.910000
1751195691.218250,3.910000
1751195691.237100,3.910000
1751195691.248350,3.910000
1751195691.259650,3.910000
1751195691.270950,3.910000
1751195691.289750,3.910000
1751195691.301050,3.910000
1751195691.312350,3.910000
1751195691.323600,3.910000
1751195691.342400,3.910000
1751195691.353650,3.910000
1751195691.364950,3.910000
1751195691.376200,3.920000
1751195691.394950,3.910000
1751195691.406250,3.910000
1751195691.417550,3.910000
1751195691.436350,3.910000
1751195691.447650,3.910000
1751195691.458900,3.910000
1751195691.470200,3.910000
1751195691.488950,3.910000
1751195691.500250,3.910000
1751195691.511550,3.910000
1751195691.522850,3.910000
1751195691.541600,3.910000
1751195691.552900,3.910000
1751195691.564200,3.910000
1751195691.575450,3.910000
1751195691.594300,3.910000
1751195691.605600,3.910000
1751195691.616900,3.910000
1751195691.635800,3.910000
1751195691.647100,3.910000
1751195691.658400,3.910000
1751195691.669700,3.910000
1751195691.688300,3.910000
1751195691.699650,3.910000
1751195691.710900,3.910000
1751195691.722250,3.910000
1751195691.740950,3.910000
1751195691.752250,3.910000
1751195691.763550,3.910000
1751195691.774850,3.910000
1751195691.793600,3.910000
1751195691.804900,3.910000
1751195691.816200,3.910000
1751195691.827500,3.910000
1751195691.846350,3.910000
1751195691.857650,3.910000
1751195691.868950,3.910000
1751195691.887850,3.910000
1751195691.899150,3.910000
1751195691.910450,3.910000
1751195691.921700,3.910000
1751195691.940600,3.910000
1751195691.951850,3.910000
1751195691.963150,3.910000
1751195691.974450,3.910000
1751195691.993250,3.910000
1751195692.004500,3.910000
1751195692.015850,3.910000
1751195692.027000,3.910000
1751195692.045900,3.910000
1751195692.057100,3.910000
1751195692.068250,3.910000
1751195692.087050,3.910000
1751195692.098250,3.910000
1751195692.109550,3.910000
1751195692.120800,3.910000
1751195692.139750,3.910000
1751195692.151050,3.910000
1751195692.162300,3.910000
1751195692.173600,3.910000
1751195692.192400,3.910000
1751195692.203700,3.910000
1751195692.215000,3.910000
1751195692.226300,3.910000
1751195692.245050,3.910000
1751195692.256400,3.910000
1751195692.267650,3.910000
1751195692.297850,3.910000
1751195692.309150,3.910000
1751195692.320450,3.910000
1751195692.339300,3.910000
1751195692.350550,3.910000
1751195692.361900,3.910000
1751195692.373150,3.910000
1751195692.392000,3.910000
1751195692.403250,3.910000
1751195692.414600,3.910000
1751195692.425850,3.910000
1751195692.444650,3.910000
1751195692.455950,3.910000
1751195692.467150,3.910000
1751195692.486050,3.910000
1751195692.497400,3.910000
1751195692.508700,3.910000
1751195692.520000,3.910000
1751195692.538800,3.910000
1751195692.550100,3.910000
1751195692.561350,3.910000
1751195692.572650,3.910000
1751195692.591450,3.910000
1751195692.602700,3.910000
1751195692.614050,3.910000
1751195692.625350,3.910000
1751195692.644100,3.900000
1751195692.655400,3.910000
1751195692.678000,3.900000
1751195692.696900,3.900000
1751195692.708150,3.900000
1751195692.719500,3.900000
1751195692.738350,3.900000
1751195692.749650,3.900000
1751195692.760950,3.900000
1751195692.772250,3.900000
1751195692.791050,3.900000
1751195692.802350,3.900000
1751195692.813650,3.900000
1751195692.824900,3.900000
1751195692.843700,3.900000
1751195692.855050,3.900000
1751195692.866350,3.900000
1751195692.877600,3.900000
1751195692.907800,3.900000
1751195692.919150,3.900000
1751195692.938000,3.900000
1751195692.949300,3.900000
1751195692.960650,3.900000
1751195692.971900,3.900000
1751195692.990700,3.900000
1751195693.002000,3.900000
1751195693.013300,3.900000
1751195693.024600,3.900000
1751195693.043350,3.900000
1751195693.054650,3.900000
1751195693.065950,3.900000
1751195693.077150,3.900000
1751195693.096050,3.900000
1751195693.107400,3.900000
1751195693.118750,3.900000
1751195693.137650,3.890000
1751195693.148950,3.890000
1751195693.160250,3.890000
1751195693.171550,3.890000
1751195693.190450,3.890000
1751195693.201700,3.890000
1751195693.213050,3.890000
1751195693.224350,3.890000
1751195693.243150,3.890000
1751195693.254450,3.890000
1751195693.265700,3.890000
1751195693.277050,3.890000
1751195693.295900,3.890000
1751195693.307100,3.890000
1751195693.318250,3.890000
1751195693.337050,3.890000
1751195693.348200,3.890000
1751195693.359500,3.890000
1751195693.370800,3.890000
1751195693.389550,3.890000
1751195693.400850,3.890000
1751195693.412150,3.890000
1751195693.423400,3.890000
1751195693.442150,3.890000
1751195693.453450,3.890000
1751195693.464750,3.890000
1751195693.476050,3.890000
1751195693.494750,3.890000
1751195693.506000,3.890000
1751195693.517400,3.890000
1751195693.536200,3.890000
1751195693.547500,3.890000
1751195693.558800,3.890000
1751195693.570050,3.890000
1751195693.588800,3.890000
1751195693.600050,3.890000
1751195693.611350,3.890000
1751195693.622650,3.890000
1751195693.641400,3.890000
1751195693.652700,3.890000
1751195693.663950,3.890000
1751195693.675250,3.890000
1751195693.693950,3.880000
1751195693.705250,3.880000
1751195693.727800,3.880000
1751195693.757950,3.880000
1751195693.769250,3.880000
1751195693.788000,3.880000
1751195693.799300,3.880000
1751195693.810600,3.880000
1751195693.821900,3.880000
1751195693.840600,3.880000
1751195693.851850,3.880000
1751195693.863150,3.880000
1751195693.874450,3.880000
1751195693.893150,3.880000
1751195693.904400,3.880000
1751195693.915700,3.880000
1751195693.927050,3.880000
1751195693.945800,3.880000
1751195693.957000,3.880000
1751195693.968150,3.870000
1751195693.986950,3.870000
1751195693.998250,3.870000
1751195694.009500,3.870000
1751195694.020800,3.870000
1751195694.039500,3.870000
1751195694.050800,3.870000
1751195694.062050,3.870000
1751195694.073350,3.870000
1751195694.092050,3.870000
1751195694.103350,3.870000
1751195694.114650,3.870000
1751195694.125950,3.870000
1751195694.144650,3.870000
1751195694.155950,3.870000
1751195694.167150,3.870000
1751195694.185950,3.870000
1751195694.197150,3.870000
1751195694.208300,3.870000
1751195694.219600,3.870000
1751195694.238200,3.870000
1751195694.249500,3.870000
1751195694.260750,3.870000
1751195694.272050,3.870000
1751195694.290700,3.870000
1751195694.302000,3.870000
1751195694.313300,3.870000
1751195694.324550,3.870000
1751195694.343250,3.870000
1751195694.354600,3.870000
1751195694.365850,3.870000
1751195694.377050,3.870000
1751195694.395850,3.870000
1751195694.407000,3.870000
1751195694.418200,3.860000
1751195694.437000,3.860000
1751195694.448250,3.860000
1751195694.459550,3.860000
1751195694.470900,3.860000
1751195694.489550,3.860000
1751195694.500800,3.860000
1751195694.512100,3.860000
1751195694.523400,3.860000
1751195694.542100,3.860000
1751195694.553400,3.860000
1751195694.564700,3.860000
1751195694.576000,3.860000
1751195694.594700,3.860000
1751195694.606000,3.860000
1751195694.617350,3.860000
1751195694.636150,3.860000
1751195694.647450,3.860000
1751195694.658700,3.860000
1751195694.670000,3.860000
1751195694.688700,3.860000
1751195694.699950,3.860000
1751195694.711250,3.860000
1751195694.722550,3.860000
1751195694.741250,3.860000
1751195694.752550,3.860000
1751195694.763800,3.860000
1751195694.775100,3.860000
1751195694.793800,3.850000
1751195694.805100,3.850000
1751195694.816400,3.850000
1751195694.827650,3.850000
1751195694.857750,3.850000
1751195694.869000,3.850000
1751195694.887800,3.850000
1751195694.899100,3.850000
1751195694.910350,3.850000
1751195694.921650,3.850000
1751195694.940450,3.850000
1751195694.951700,3.850000
1751195694.963000,3.850000
1751195694.974300,3.850000
1751195694.993000,3.850000
1751195695.004250,3.850000
1751195695.015550,3.850000
1751195695.026900,3.850000
1751195695.045650,3.850000
1751195695.056950,3.850000
1751195695.068250,3.850000
1751195695.086900,3.850000
1751195695.098100,3.850000
1751195695.109400,3.850000
1751195695.120650,3.850000
1751195695.139350,3.840000
1751195695.150600,3.840000
1751195695.161900,3.840000
1751195695.173200,3.840000
1751195695.191850,3.840000
1751195695.203150,3.840000
1751195695.214450,3.840000
1751195695.225750,3.840000
1751195695.244400,3.840000
1751195695.255700,3.840000
1751195695.266900,3.840000
1751195695.285700,3.840000
1751195695.296950,3.840000
1751195695.308250,3.840000
1751195695.319550,3.840000
1751195695.338100,3.840000
1751195695.349400,3.840000
1751195695.360700,3.840000
1751195695.372000,3.840000
1751195695.390650,3.840000
1751195695.401900,3.840000
1751195695.413250,3.840000
1751195695.424550,3.840000
1751195695.443200,3.840000
1751195695.454500,3.840000
1751195695.465800,3.840000
1751195695.477000,3.840000
1751195695.495750,3.840000
1751195695.506950,3.840000
1751195695.518150,3.840000
1751195695.536950,3.830000
1751195695.548200,3.830000
1751195695.559500,3.830000
1751195695.570800,3.830000
1751195695.589450,3.830000
1751195695.600750,3.830000
1751195695.612050,3.830000
1751195695.623300,3.830000
1751195695.642000,3.830000
1751195695.653300,3.830000
1751195695.664600,3.830000
1751195695.675850,3.830000
1751195695.694600,3.830000
1751195695.705850,3.830000
1751195695.717050,3.830000
1751195695.735850,3.830000
1751195695.747050,3.830000
1751195695.758250,3.830000
1751195695.769550,3.830000
1751195695.788100,3.830000
1751195695.799400,3.830000
1751195695.810650,3.830000
1751195695.821950,3.830000
1751195695.840650,3.830000
1751195695.851950,3.830000
1751195695.863200,3.830000
1751195695.874500,3.830000
1751195695.893200,3.830000
1751195695.904500,3.820000
1751195695.915750,3.820000
1751195695.926950,3.820000
1751195695.945750,3.820000
1751195695.956950,3.820000
1751195695.968150,3.820000
1751195695.986950,3.820000
1751195695.998250,3.820000
1751195696.009500,3.820000
1751195696.020800,3.820000
1751195696.039650,3.820000
1751195696.050950,3.820000
1751195696.062200,3.820000
1751195696.073500,3.820000
1751195696.092200,3.820000
1751195696.103500,3.820000
1751195696.114750,3.820000
1751195696.126050,3.820000
1751195696.144750,3.820000
1751195696.156050,3.820000
1751195696.167350,3.820000
1751195696.186150,3.820000
1751195696.197400,3.820000
1751195696.208700,3.820000
1751195696.220000,3.820000
1751195696.238700,3.820000
1751195696.249950,3.810000
1751195696.261250,3.810000
1751195696.272550,3.810000
1751195696.291300,3.810000
1751195696.302600,3.810000
1751195696.313850,3.810000
1751195696.325150,3.810000
1751195696.343850,3.810000
1751195696.355150,3.810000
1751195696.377700,3.810000
1751195696.407800,3.810000
1751195696.419100,3.810000
1751195696.437850,3.810000
1751195696.449200,3.810000
1751195696.460450,3.810000
1751195696.471750,3.810000
1751195696.490550,3.810000
1751195696.501850,3.810000
1751195696.513100,3.810000
1751195696.524400,3.810000
1751195696.543100,3.810000
1751195696.554400,3.810000
1751195696.565700,3.810000
1751195696.576900,3.800000
1751195696.595650,3.810000
1751195696.606900,3.810000
1751195696.618050,3.810000
1751195696.636850,3.810000
1751195696.648150,3.810000
1751195696.659400,3.800000
1751195696.670700,3.800000
1751195696.689400,3.800000
1751195696.700700,3.800000
1751195696.712000,3.800000
1751195696.723300,3.800000
1751195696.742050,3.800000
1751195696.753300,3.800000
1751195696.764600,3.800000
1751195696.775900,3.800000
1751195696.794600,3.800000
1751195696.805900,3.800000
1751195696.817300,3.800000
1751195696.836100,3.800000
1751195696.847400,3.800000
1751195696.858700,3.800000
1751195696.870050,3.800000
1751195696.888750,3.800000
1751195696.900050,3.800000
1751195696.911350,3.800000
1751195696.922650,3.800000
1751195696.941400,3.790000
1751195696.952700,3.790000
1751195696.964000,3.790000
1751195696.975300,3.790000
1751195696.994100,3.800000
1751195697.005400,3.790000
1751195697.016600,3.790000
1751195697.028000,3.790000
1751195697.046950,3.790000
1751195697.058200,3.790000
1751195697.069500,3.790000
1751195697.088150,3.790000
1751195697.099450,3.790000
1751195697.110800,3.790000
1751195697.122100,3.790000
1751195697.140900,3.790000
1751195697.152200,3.790000
1751195697.163550,3.790000
1751195697.174850,3.790000
1751195697.193650,3.790000
1751195697.204950,3.790000
1751195697.216300,3.790000
1751195697.227550,3.790000
1751195697.257800,3.790000
1751195697.269150,3.790000
1751195697.288100,3.790000
1751195697.299400,3.780000
1751195697.310700,3.780000
1751195697.322000,3.790000
1751195697.340900,3.780000
1751195697.352200,3.780000
1751195697.363500,3.780000
1751195697.374800,3.780000
1751195697.393700,3.780000
1751195697.405050,3.780000
1751195697.416300,3.780000
1751195697.427650,3.780000
1751195697.446550,3.780000
1751195697.458000,3.780000
1751195697.469300,3.780000
1751195697.488100,3.780000
1751195697.499400,3.780000
1751195697.510700,3.780000
1751195697.522050,3.780000
1751195697.541000,3.780000
1751195697.552300,3.780000
1751195697.563550,3.780000
1751195697.574850,3.780000
1751195697.593850,3.780000
1751195697.605150,3.780000
1751195697.627750,3.780000
1751195697.646850,3.770000
1751195697.658100,3.770000
1751195697.669450,3.780000
1751195697.688250,3.770000
1751195697.699600,3.770000
1751195697.710900,3.780000
1751195697.722150,3.780000
1751195697.741150,3.780000
1751195697.752450,3.780000
1751195697.763750,3.780000
1751195697.775050,3.780000
1751195697.794000,3.780000
1751195697.805350,3.780000
1751195697.816550,3.780000
1751195697.827900,3.780000
1751195697.846900,3.790000
1751195697.858200,3.790000
1751195697.869550,3.790000
1751195697.888400,3.790000
1751195697.899700,3.790000
1751195697.911000,3.790000
1751195697.922250,3.790000
1751195697.941050,3.790000
1751195697.952350,3.800000
1751195697.963600,3.800000
1751195697.974900,3.800000
1751195697.993650,3.800000
1751195698.004950,3.800000
1751195698.016250,3.800000
1751195698.027550,3.800000
1751195698.046350,3.800000
1751195698.057650,3.800000
1751195698.068950,3.800000
1751195698.087700,3.800000
1751195698.099050,3.800000
1751195698.110300,3.800000
1751195698.121600,3.800000
1751195698.140400,3.800000
1751195698.151700,3.800000
1751195698.163000,3.800000
1751195698.174300,3.810000
1751195698.192950,3.820000
1751195698.204200,3.820000
1751195698.215500,3.820000
1751195698.226850,3.810000
1751195698.245600,3.820000
1751195698.256950,3.820000
1751195698.268200,3.820000
1751195698.286850,3.820000
1751195698.298050,3.820000
1751195698.309350,3.820000
1751195698.320650,3.820000
1751195698.339300,3.820000
1751195698.350600,3.820000
1751195698.361900,3.820000
1751195698.373150,3.820000
1751195698.391800,3.820000
1751195698.403100,3.820000
1751195698.414400,3.820000
1751195698.425700,3.820000
1751195698.444400,3.820000
1751195698.455700,3.820000
1751195698.466900,3.820000
1751195698.478050,3.820000
1751195698.496850,3.820000
1751195698.508100,3.820000
1751195698.519450,3.820000
1751195698.538200,3.830000
1751195698.549500,3.830000
1751195698.560800,3.830000
1751195698.572050,3.830000
1751195698.590750,3.840000
1751195698.602000,3.850000
1751195698.613300,3.840000
1751195698.624550,3.840000
1751195698.643250,3.880000
1751195698.654550,3.890000
1751195698.665850,3.880000
1751195698.677250,3.870000
1751195698.696000,3.900000
1751195698.707300,3.900000
1751195698.718650,3.900000
1751195698.737500,3.900000
1751195698.748800,3.900000
1751195698.760100,3.900000
1751195698.771400,3.900000
1751195698.790150,3.900000
1751195698.801450,3.900000
1751195698.812750,3.900000
1751195698.824050,3.900000
1751195698.842800,3.900000
1751195698.854100,3.900000
1751195698.865400,3.890000
1751195698.876750,3.890000
1751195698.895650,3.900000
1751195698.906850,3.900000
1751195698.918000,3.890000
1751195698.936900,3.900000
1751195698.948200,3.900000
1751195698.959500,3.900000
1751195698.970800,3.900000
1751195698.989700,3.900000
1751195699.001000,3.900000
1751195699.012300,3.900000
1751195699.023600,3.900000
1751195699.042400,3.900000
1751195699.053700,3.900000
1751195699.064950,3.900000
1751195699.076300,3.900000
1751195699.095050,3.900000
1751195699.117700,3.900000
1751195699.147850,3.900000
1751195699.159150,3.900000
1751195699.170450,3.900000
1751195699.189200,3.900000
1751195699.200500,3.900000
1751195699.211800,3.900000
1751195699.223100,3.900000
1751195699.241900,3.900000
1751195699.253150,3.900000
1751195699.264450,3.900000
1751195699.275800,3.900000
1751195699.294550,3.900000
1751195699.305850,3.900000
1751195699.317050,3.900000
1751195699.335950,3.900000
1751195699.347250,3.900000
1751195699.358600,3.900000
1751195699.369850,3.900000
1751195699.388650,3.900000
1751195699.399950,3.900000
1751195699.411200,3.900000
1751195699.422550,3.900000
1751195699.441350,3.900000
1751195699.452650,3.900000
1751195699.463950,3.900000
1751195699.475200,3.900000
1751195699.494000,3.900000
1751195699.505300,3.900000
1751195699.516550,3.900000
1751195699.527900,3.900000
1751195699.546800,3.900000
1751195699.558100,3.900000
1751195699.569400,3.900000
1751195699.588050,3.900000
1751195699.599350,3.900000
1751195699.610650,3.900000
1751195699.621950,3.900000
1751195699.640700,3.900000
1751195699.652000,3.900000
1751195699.663300,3.900000
1751195699.674600,3.900000
1751195699.693400,3.900000
1751195699.704700,3.900000
1751195699.715950,3.900000
1751195699.727250,3.900000
1751195699.746200,3.900000
1751195699.757500,3.900000
1751195699.768750,3.900000
1751195699.787650,3.900000
1751195699.798950,3.900000
1751195699.810200,3.900000
1751195699.821550,3.900000
1751195699.840400,3.900000
1751195699.851700,3.900000
1751195699.863000,3.900000
1751195699.874300,3.900000
1751195699.893050,3.900000
1751195699.904350,3.900000
1751195699.915650,3.900000
1751195699.926850,3.900000
1751195699.945750,3.900000
1751195699.956950,3.900000
1751195699.968100,3.900000
1751195699.986900,3.900000
1751195699.998050,3.900000
1751195700.009350,3.900000
1751195700.020650,3.900000
1751195700.039600,3.900000
1751195700.050850,3.900000
1751195700.062150,3.900000
1751195700.073450,3.900000
1751195700.092200,3.900000
1751195700.103500,3.900000
1751195700.114800,3.900000
1751195700.126100,3.900000
1751195700.144850,3.900000
1751195700.156150,3.900000
1751195700.167450,3.900000
1751195700.197650,3.900000
1751195700.208900,3.900000
1751195700.220250,3.900000
1751195700.239000,3.900000
1751195700.250250,3.900000
1751195700.261550,3.900000
1751195700.272850,3.900000
1751195700.291650,3.900000
1751195700.302950,3.900000
1751195700.314250,3.900000
1751195700.325550,3.900000
1751195700.344350,3.900000
1751195700.355600,3.900000
1751195700.366800,3.900000
1751195700.378000,3.910000
1751195700.396800,3.910000
1751195700.407950,3.910000
1751195700.419250,3.910000
1751195700.438100,3.910000
1751195700.449350,3.910000
1751195700.460700,3.910000
1751195700.472000,3.910000
1751195700.490700,3.910000
1751195700.502000,3.910000
1751195700.513300,3.910000
1751195700.524600,3.910000
1751195700.543350,3.910000
1751195700.554650,3.910000
1751195700.565950,3.910000
1751195700.577250,3.910000
1751195700.596150,3.910000
1751195700.607400,3.910000
1751195700.618700,3.910000
1751195700.637600,3.910000
1751195700.648900,3.910000
1751195700.660200,3.910000
1751195700.671500,3.910000
1751195700.690350,3.910000
1751195700.701650,3.910000
1751195700.712950,3.910000
1751195700.724250,3.910000
1751195700.743050,3.910000
1751195700.754350,3.910000
1751195700.765650,3.910000
1751195700.776800,3.910000
1751195700.795700,3.910000
1751195700.806900,3.910000
1751195700.818100,3.910000
1751195700.836900,3.910000
1751195700.848000,3.910000
1751195700.859350,3.910000
1751195700.870650,3.910000
1751195700.889550,3.910000
1751195700.900800,3.910000
1751195700.912100,3.910000
1751195700.923400,3.910000
1751195700.942200,3.910000
1751195700.953500,3.910000
1751195700.964800,3.910000
1751195700.976050,3.910000
1751195700.994850,3.910000
1751195701.006150,3.910000
1751195701.017450,3.910000
1751195701.047600,3.910000
1751195701.058950,3.910000
1751195701.070200,3.910000
1751195701.089000,3.910000
1751195701.100300,3.910000
1751195701.111550,3.910000
1751195701.122850,3.910000
1751195701.141650,3.910000
1751195701.152900,3.910000
1751195701.164200,3.910000
1751195701.175500,3.910000
1751195701.194250,3.910000
1751195701.205550,3.910000
1751195701.216750,3.910000
1751195701.227950,3.910000
1751195701.246850,3.910000
1751195701.258100,3.910000
1751195701.269400,3.910000
1751195701.288100,3.910000
1751195701.299400,3.910000
1751195701.310650,3.910000
1751195701.321950,3.910000
1751195701.340750,3.910000
1751195701.352000,3.910000
1751195701.363300,3.910000
1751195701.374600,3.910000
1751195701.393400,3.910000
1751195701.404700,3.910000
1751195701.416000,3.910000
1751195701.427300,3.910000
1751195701.446150,3.910000
1751195701.457450,3.910000
1751195701.468750,3.910000
1751195701.487600,3.910000
1751195701.498900,3.910000
1751195701.510200,3.910000
1751195701.521500,3.910000
1751195701.540350,3.910000
1751195701.551650,3.910000
1751195701.562950,3.910000
1751195701.574250,3.910000
1751195701.593000,3.910000
1751195701.604300,3.910000
1751195701.615600,3.910000
1751195701.626800,3.910000
1751195701.645650,3.910000
1751195701.656900,3.910000
1751195701.668050,3.910000
1751195701.686800,3.910000
1751195701.698000,3.910000
1751195701.709300,3.910000
1751195701.720600,3.910000
1751195701.739300,3.910000
1751195701.750650,3.910000
1751195701.761900,3.910000
1751195701.773200,3.910000
1751195701.792000,3.910000
1751195701.803300,3.910000
1751195701.814600,3.910000
1751195701.825850,3.910000
1751195701.844600,3.910000
1751195701.855900,3.910000
1751195701.867200,3.910000
1751195701.886000,3.910000
1751195701.897350,3.910000
1751195701.908650,3.910000
1751195701.919900,3.910000
1751195701.938650,3.910000
1751195701.949950,3.910000
1751195701.961250,3.910000
1751195701.972550,3.910000
1751195701.991250,3.910000
1751195702.002550,3.910000
1751195702.013850,3.910000
1751195702.025150,3.910000
1751195702.043900,3.910000
1751195702.055200,3.910000
1751195702.077750,3.910000
1751195702.096450,3.910000
1751195702.107850,3.910000
1751195702.119150,3.910000
1751195702.137950,3.910000
1751195702.149250,3.910000
1751195702.160500,3.910000
1751195702.171800,3.910000
1751195702.190550,3.910000
1751195702.201800,3.910000
1751195702.213100,3.910000
1751195702.224400,3.910000
1751195702.243150,3.910000
1751195702.254450,3.910000
1751195702.265700,3.910000
1751195702.276900,3.910000
1751195702.295700,3.910000
1751195702.306900,3.910000
1751195702.318100,3.910000
1751195702.336800,3.910000
1751195702.348000,3.910000
1751195702.359300,3.910000
1751195702.370550,3.910000
1751195702.389300,3.910000
1751195702.400550,3.910000
1751195702.411850,3.910000
1751195702.423150,3.910000
1751195702.441850,3.910000
1751195702.453150,3.910000
1751195702.464450,3.910000
1751195702.475750,3.910000
1751195702.494500,3.910000
1751195702.505750,3.910000
1751195702.517200,3.910000
1751195702.536000,3.910000
