t,ams_voltage_min_8,ams_voltage_min_7,ams_voltage_min_6,ams_voltage_min_5,ams_voltage_min_4,ams_voltage_min_3,ams_voltage_min_2,ams_voltage_min_1
1751195667.039750,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.051050,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.062350,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.073650,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.092400,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.103700,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.115000,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.126300,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.145100,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.156350,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.167650,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.186550,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.197800,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.209150,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.220400,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.239200,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.250500,3.930000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.261800,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.273050,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.291850,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.303150,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.314450,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.325750,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.344550,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.355850,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.367150,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.386100,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.408400,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.419700,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.438400,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.449700,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.460950,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.472250,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.491050,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.502300,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.513600,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.524900,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.543700,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.555000,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.566300,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.910000
1751195667.585100,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.596350,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.607650,3.920000,3.930000,3.920000,3.930000,3.940000,3.940000,3.940000,3.900000
1751195667.618950,3.920000,3.930000,3.920000,3.930000,3.940000,3.940000,3.940000,3.900000
1751195667.637850,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.649150,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.660450,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.671700,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.690500,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.701800,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.713100,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.724400,3.920000,3.930000,3.930000,3.940000,3.940000,3.940000,3.940000,3.900000
1751195667.743200,3.920000,3.930000,3.920000,3.930000,3.940000,3.940000,3.940000,3.900000
1751195667.754500,3.920000,3.930000,3.920000,3.930000,3.940000,3.940000,3.940000,3.900000
1751195667.765800,3.920000,3.930000,3.920000,3.930000,3.940000,3.940000,3.940000,3.900000
1751195667.777050,3.920000,3.930000,3.920000,3.930000,3.940000,3.940000,3.940000,3.900000
1751195667.795950,3.920000,3.930000,3.920000,3.930000,3.940000,3.930000,3.940000,3.900000
1751195667.818350,3.920000,3.930000,3.920000,3.930000,3.940000,3.930000,3.940000,3.900000
1751195667.837200,3.920000,3.930000,3.920000,3.930000,3.940000,3.930000,3.940000,3.900000
1751195667.848500,3.920000,3.930000,3.920000,3.930000,3.940000,3.930000,3.940000,3.900000
1751195667.859850,3.920000,3.920000,3.920000,3.930000,3.940000,3.930000,3.940000,3.900000
1751195667.871100,3.920000,3.930000,3.920000,3.930000,3.940000,3.930000,3.940000,3.900000
1751195667.890000,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.940000,3.900000
1751195667.901350,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195667.912650,3.920000,3.920000,3.920000,3.930000,3.940000,3.930000,3.930000,3.900000
1751195667.923900,3.920000,3.920000,3.920000,3.930000,3.940000,3.930000,3.930000,3.900000
1751195667.942700,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195667.954000,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195667.965300,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195667.976600,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195667.995400,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.006700,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.018000,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.036950,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.048200,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.059550,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.070800,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.089650,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.100900,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.112200,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.123500,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.142300,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.153600,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.164900,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.176200,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.195000,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.206250,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.217600,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.236500,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.247750,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.259100,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.270400,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.289200,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.300500,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.311750,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.323100,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.341900,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.353200,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.364450,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.375750,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.394600,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.405900,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.417200,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.436150,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.458500,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.469800,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.488450,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.499800,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.511100,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.522350,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.541150,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.552450,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.563750,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.575050,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.593850,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.605150,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.616450,3.920000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.635300,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.646600,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.657850,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.669150,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.688050,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.699350,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.710650,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.721950,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.740700,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.752000,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.763300,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.774600,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.793450,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.804700,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.816000,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.834800,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.846100,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.868450,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.898450,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.890000
1751195668.909750,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.921050,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.900000
1751195668.940000,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.890000
1751195668.951300,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.890000
1751195668.962600,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.890000
1751195668.973900,3.910000,3.920000,3.920000,3.930000,3.930000,3.930000,3.930000,3.890000
1751195668.992700,3.910000,3.920000,3.910000,3.920000,3.930000,3.930000,3.930000,3.890000
1751195669.003950,3.910000,3.920000,3.910000,3.920000,3.930000,3.930000,3.930000,3.890000
1751195669.015250,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.026550,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.045400,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.056650,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.067950,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.086850,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.098200,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.109450,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.120750,3.910000,3.920000,3.910000,3.920000,3.930000,3.920000,3.930000,3.890000
1751195669.139550,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.150800,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.162150,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.173400,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.192150,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.203450,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.214750,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.226050,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.244800,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.256050,3.910000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.286100,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.308450,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.319750,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.338400,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.349650,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.360950,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.372200,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.390900,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.402200,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.413500,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.424750,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.443500,3.900000,3.910000,3.900000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.454750,3.900000,3.910000,3.900000,3.910000,3.920000,3.920000,3.920000,3.890000
1751195669.466050,3.900000,3.910000,3.910000,3.920000,3.920000,3.920000,3.920000,3.890000
1751195669.484800,3.900000,3.910000,3.900000,3.910000,3.920000,3.920000,3.920000,3.890000
1751195669.496100,3.900000,3.910000,3.900000,3.910000,3.920000,3.910000,3.920000,3.880000
1751195669.518450,3.900000,3.910000,3.900000,3.910000,3.920000,3.920000,3.920000,3.880000
1751195669.548350,3.900000,3.910000,3.900000,3.910000,3.920000,3.910000,3.920000,3.880000
1751195669.559650,3.900000,3.910000,3.900000,3.910000,3.920000,3.910000,3.920000,3.880000
1751195669.570900,3.900000,3.910000,3.900000,3.910000,3.920000,3.910000,3.920000,3.880000
1751195669.589650,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.600900,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.612200,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.623450,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.642200,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.653450,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.664750,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.676050,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.694750,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.706050,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.736050,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.758400,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.769700,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.788500,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.799800,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.811050,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.822400,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.841050,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.852350,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.863600,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.874900,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195669.893600,3.890000,3.900000,3.890000,3.900000,3.910000,3.910000,3.910000,3.880000
1751195669.904900,3.890000,3.900000,3.890000,3.900000,3.910000,3.910000,3.910000,3.880000
1751195669.916200,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195669.934900,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195669.946200,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195669.957550,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.870000
1751195669.968850,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.870000
1751195669.987600,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195669.998950,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.010200,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.021500,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.040300,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.051550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.062900,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.074200,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.092850,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.104150,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.115450,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.126750,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.145550,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.156850,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.168100,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195670.186900,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195670.198200,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195670.209450,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.220750,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.890000,3.860000
1751195670.239450,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.900000,3.860000
1751195670.250750,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.262000,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.900000,3.860000
1751195670.273300,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.292000,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.303300,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.314600,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.325850,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.344550,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.355850,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.367150,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.385950,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.408300,3.870000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.419600,3.870000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.438300,3.870000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.449600,3.870000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.460900,3.870000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.472200,3.870000,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.860000
1751195670.490900,3.870000,3.880000,3.870000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195670.502150,3.870000,3.880000,3.870000,3.880000,3.890000,3.890000,3.890000,3.860000
1751195670.513450,3.870000,3.880000,3.870000,3.880000,3.890000,3.880000,3.890000,3.860000
1751195670.524750,3.870000,3.880000,3.870000,3.880000,3.890000,3.880000,3.890000,3.860000
1751195670.543450,3.870000,3.880000,3.870000,3.880000,3.880000,3.880000,3.890000,3.860000
1751195670.554700,3.870000,3.880000,3.870000,3.880000,3.890000,3.880000,3.880000,3.860000
1751195670.566000,3.870000,3.880000,3.870000,3.880000,3.890000,3.880000,3.880000,3.860000
1751195670.584700,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.596000,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.618350,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.637150,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.648450,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.659750,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.671000,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.689700,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.701000,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.712300,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.723550,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.742300,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.753550,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.764850,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.776150,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.794850,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.806100,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.817500,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.836300,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.847600,3.860000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.858900,3.860000,3.870000,3.860000,3.870000,3.880000,3.880000,3.880000,3.850000
1751195670.870150,3.860000,3.870000,3.860000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195670.888850,3.860000,3.870000,3.860000,3.870000,3.880000,3.880000,3.880000,3.850000
1751195670.900150,3.860000,3.870000,3.860000,3.870000,3.880000,3.870000,3.880000,3.850000
1751195670.911450,3.860000,3.870000,3.860000,3.870000,3.880000,3.870000,3.880000,3.850000
1751195670.922750,3.860000,3.870000,3.860000,3.870000,3.880000,3.870000,3.880000,3.850000
1751195670.941400,3.860000,3.870000,3.860000,3.870000,3.880000,3.870000,3.880000,3.850000
1751195670.952700,3.860000,3.870000,3.860000,3.870000,3.880000,3.870000,3.870000,3.850000
1751195670.964000,3.860000,3.870000,3.860000,3.870000,3.870000,3.870000,3.870000,3.850000
1751195670.975300,3.860000,3.870000,3.860000,3.870000,3.880000,3.870000,3.870000,3.850000
1751195670.994000,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195671.005250,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195671.016550,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195671.035300,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
